rank,score,name,domain,source,pre2024_grade,corroborators,owned_ip,dev_wording,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,years_active,extraction_verified,final_url,ownip_quote,city
140,5,Extravelmoney Technosol Private Limited,extravelmoney.com,ITDIR:infopark,NONE,-,False,False,8410,0,0,0,0,True,https://www.extravelmoney.com/,,Kochi
141,5,Exponential Digital Solutions Pvt.Ltd.,10xds.com,ITDIR:infopark,NONE,-,False,False,8366,0,0,0,0,True,https://10xds.com,,Kochi
142,5,DSS Private Limited,sisn.com,ITDIR:sida,NONE,-,False,False,8256,0,0,0,0,True,https://sisn.com,,Madurai
143,5,Kakapo Systems India Private Limited,kakaposystems.com,ITDIR:infopark,NONE,-,False,False,7340,0,0,0,0,True,https://www.kakaposystems.com/,,Kochi
144,5,Wink Technologies,downloadwink.com,ITDIR:sida,NONE,-,False,False,7200,0,0,0,0,True,https://www.downloadwink.com/,,Madurai
145,5,Pueblo Shades Pvt.Ltd,puebloshades.com,ITDIR:infopark,NONE,-,False,True,6668,0,0,0,0,True,https://puebloshades.com,,Kochi
146,5,Jachoos Technologies Private Limited,jachoos.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,True,6439,0,0,0,0,True,https://www.jachoos.com/,,Kochi
147,5,ThoughtMinds System Pvt Ltd,thoughtminds.ai,ITDIR:infopark,NONE,-,False,True,6147,0,0,0,0,True,https://thoughtminds.ai,,Kochi
148,5,LINXAS IT CONSULTING PRIVATE LIMITED,linxas.com,ITDIR:infopark,NONE,-,False,True,6032,0,0,0,0,True,https://linxas.com,,Kochi
149,5,Techpullers Technology Solutions Pvt Ltd.,techpullers.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,False,5946,0,0,0,0,True,https://techpullers.com,,Kochi
150,5,MERP Systems Private Limited,merpsystems.com,ITDIR:infopark,NONE,-,False,False,5903,0,0,0,0,True,https://www.merpsystems.com/,,Kochi
151,5,Opshore Talent Solutions Pvt.Ltd.,opshoretalentsolutions.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,False,5817,0,0,0,0,True,https://opshoretalentsolutions.com,,Kochi
152,5,EPI-USE India Pvt.Ltd.,epiuse.com,ITDIR:infopark,NONE,-,False,True,5716,0,0,0,0,True,https://www.epiuse.com/,,Kochi
153,5,Ynot Infosolutions,ynotinfo.com,ITDIR:infopark,NONE,-,False,False,5448,0,0,0,0,True,https://ynotinfo.com,,Kochi
154,5,KnowBe4 India Private Limited,knowbe4.com,ITDIR:infopark,NONE,-,False,False,5406,0,0,0,0,True,https://www.knowbe4.com/,,Kochi
155,5,Woxro,woxro.com,ITDIR:infopark,NONE,-,False,True,5201,0,0,0,0,True,https://woxro.com,,Kochi
156,5,Roberts Design Services,rdsind.co,ITDIR:infopark,NONE,-,False,False,5119,0,0,0,0,True,https://rdsind.co,,Kochi
157,5,Mantle Solutions Private Limited,mantlesolutions.in,ITDIR:infopark,NONE,-,False,False,5116,0,0,0,0,True,https://mantlesolutions.in,,Kochi
158,5,Voxtron Solutions LLP,voxtronme.com,ITDIR:infopark,NONE,-,False,False,5027,0,0,0,0,True,https://www.voxtronme.com/,,Kochi
159,5,Cavli Wireless,cavliwireless.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,4365,0,0,0,0,False,https://www.cavliwireless.com/,,Kochi
160,5,Ayata Commerce Tech Solutions Pvt Ltd,ayatacommerce.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,3326,0,0,0,0,False,https://ayatacommerce.com,,Kochi
161,5,Beth Soft Technologies India Private Limited,bethsofttechnologies.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,1422,0,0,0,0,False,https://bethsofttechnologies.com,,Kochi
162,5,CodeNext Technologies Pvt. Ltd.,codenexttechnologies.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,995,0,0,0,0,False,https://codenexttechnologies.com,,Kochi
163,5,Accelray Technologies Pvt Ltd,accelray.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://accelray.com,,Kochi
164,5,Cascade Revenue Management Pvt. Ltd,aimabms.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://aimabms.com,,Kochi
165,5,Bhooshan's Junior,bhooshansjr.in,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://bhooshansjr.in,,Kochi
166,5,ContactPoint 360,contactpoint360.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://contactpoint360.com,,Kochi
167,0,Expeed Software Private Limited,expeed.com,ITDIR:infopark,NONE,-,False,True,4872,0,0,0,0,False,https://www.expeed.com/,,Kochi
168,0,KOTT SOFTWARE PRIVATE LIMITED,kottsoftware.com,ITDIR:infopark,NONE,-,False,True,4806,0,0,0,0,False,https://kottsoftware.com,,Kochi
169,0,Unilaw Global Private Limited,unilawtech.com,ITDIR:infopark,NONE,-,False,True,4781,0,0,0,0,False,https://unilawtech.com,,Kochi
170,0,Founding Minds software Pvt.Ltd,foundingminds.com,ITDIR:infopark,NONE,-,False,True,4510,0,0,0,0,False,https://www.foundingminds.com/,,Kochi
171,0,Ormeon IT Consulting Pvt Ltd,ormeon.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,True,4331,0,0,0,0,False,https://ormeon.com,,Kochi
172,0,In-Tech Group India Private Limited,in-tech.com,ITDIR:infopark,NONE,-,False,False,4297,0,0,0,0,False,https://in-tech.com,,Kochi
173,0,Vinga Software Solutions Private Limited,psyec.edu.in,ITDIR:sida,NONE,-,False,False,4279,0,0,0,0,False,https://psyec.edu.in,,Sivagangai
174,0,Verteil Technologies Private Limited,verteil.com,ITDIR:infopark,NONE,-,False,False,4236,0,0,0,0,False,https://www.verteil.com/,,Kochi
175,0,Vivish Technologies Private Limited,mygate.com,ITDIR:infopark,NONE,-,False,False,3984,0,0,0,0,False,https://mygate.com,,Kochi
176,0,Flycatch Infotech Pvt. Ltd.,flycatchtech.com,ITDIR:infopark,NONE,-,False,True,3972,0,0,0,0,False,https://www.flycatchtech.com/,,Kochi
177,0,Privo TechCorp Private Limited,privocorp.com,ITDIR:infopark,NONE,-,False,False,3865,0,0,0,0,False,https://privocorp.com,,Kochi
178,0,iDatalytics Pvt. Ltd.,idatalytics.com,ITDIR:infopark,NONE,-,False,True,3231,0,0,0,0,False,https://www.idatalytics.com/,,Kochi
179,0,IdeaGCS Private Limited,ideagcs.com,ITDIR:infopark,NONE,-,False,True,3170,0,0,0,0,False,https://ideagcs.com,,Kochi
180,0,Rainybits Technology Pvt Ltd,rainybits.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,True,3093,0,0,0,0,False,https://rainybits.com,,Kochi
181,0,Hatio Innovations Private Limited,hatio.in,ITDIR:infopark,NONE,-,False,False,2932,0,0,0,0,False,https://hatio.in,,Kochi
182,0,Spiderline Technologies,spiderline.in,ITDIR:infopark,SOURCE_ONLY,copyright,False,False,2834,0,0,0,0,False,https://spiderline.in,,Kochi
183,0,Digiora Technologies Pvt.Ltd.,digiora.com,ITDIR:infopark,NONE,-,False,False,2787,0,0,0,0,False,https://www.digiora.com/,,Kochi
184,0,Difinity Digital,difinitydigital.com,ITDIR:infopark,NONE,-,False,True,2666,0,0,0,0,False,https://difinitydigital.com,,Kochi
185,0,Portrave Solutions Pvt Ltd,portrave.com,ITDIR:infopark,NONE,-,False,True,2595,0,0,0,0,False,https://www.portrave.com/,,Kochi
186,0,Thangamayil Limited,thangamayil.com,ITDIR:sida,NONE,-,False,False,2494,0,0,0,0,False,https://thangamayil.com,,Madurai
187,0,Telious Technologies Pvt Ltd,telious.com,ITDIR:infopark,NONE,-,False,True,2482,0,0,0,0,False,https://www.telious.com/,,Kochi
188,0,Clevero India Pvt. Ltd.,cleverotel.com,ITDIR:infopark,NONE,-,False,False,2382,0,0,0,0,False,https://cleverotel.com,,Kochi
189,0,Facade Global Pvt. Ltd.,facadeglobal.in,ITDIR:infopark,SOURCE_ONLY,copyright,False,False,2349,0,0,0,0,False,https://www.facadeglobal.in/,,Kochi
190,0,CloudHouse Technologies Pvt.Ltd,cloudhousetechnologies.com,ITDIR:infopark,NONE,-,False,True,2334,0,0,0,0,False,https://cloudhousetechnologies.com,,Kochi
191,0,UFours IT Solution Private Limited,ufours.com,ITDIR:sida,NONE,-,False,False,2286,0,0,0,0,False,https://ufours.com,,Madurai
192,0,EXACORE IT SOLUTIONS PRIVATE LIMITED,exacoreitsolutions.com,ITDIR:infopark,NONE,-,False,False,2271,0,0,0,0,False,https://exacoreitsolutions.com,,Kochi
193,0,Viewy Digital P(Ltd),viewydigital.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,False,2253,0,0,0,0,False,https://viewydigital.com,,Kochi
194,0,Satsang Technologies,satsangtechnologies.com,ITDIR:sida,SOURCE_ONLY,copyright,False,False,2130,0,0,0,0,False,https://www.satsangtechnologies.com/,,Madurai
195,0,Fat Mac Technologies,fatmactech.com,ITDIR:sida,SOURCE_ONLY,copyright,False,True,2112,0,0,0,0,False,https://fatmactech.com,,Madurai
196,0,Fine Destination,finedestination.co.in,ITDIR:infopark,SOURCE_ONLY,copyright,False,False,2108,0,0,0,0,False,https://www.finedestination.co.in/,,Kochi
197,0,DBiz AI Solutions Pvt. Ltd.,dbiz.ai,ITDIR:infopark,NONE,-,False,False,1914,0,0,0,0,False,https://dbiz.ai,,Kochi
198,0,A T Video Networks Pvt Ltd,atnetindia.net,ITDIR:sida,NONE,-,False,False,1839,0,0,0,0,False,https://www.atnetindia.net/,,Madurai
199,0,ANT Solution,antsolution.in,ITDIR:sida,NONE,-,False,False,1837,0,0,0,0,False,https://www.antsolution.in/,,Madurai
200,0,TEMPLE CITY TECHNOLOGIES PRIVATE LIMITED,templecitytech.com,ITDIR:sida,NONE,-,False,True,1834,0,0,0,0,False,https://templecitytech.com,,Madurai
201,0,Carnegie Worldwide Services Pvt Ltd,carnegieworldwideservices.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,False,1613,0,0,0,0,False,https://carnegieworldwideservices.com,,Kochi
202,0,Federal Operations and Services Ltd (FedServ),fedserv.co.in,ITDIR:infopark,NONE,-,False,False,1600,0,0,0,0,False,https://fedserv.co.in,,Kochi
203,0,Skybertech IT Innovation Pvt Ltd,skybertech.com,ITDIR:infopark,NONE,-,False,False,1487,0,0,0,0,False,https://skybertech.com,,Kochi
204,0,Penguin Data Centre Pvt.Ltd.,penguininc.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,False,1425,0,0,0,0,False,https://www.penguininc.com/,,Kochi
205,0,INFOCYLANZ PVT. LTD.,infocylanz.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,True,1404,0,0,0,0,False,https://infocylanz.com,,Kochi
206,0,Inspired Software Development (India) LLP,inseinc.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,False,1358,0,0,0,0,False,https://inseinc.com,,Kochi
207,0,TECFORZ INNOVATIONS,tecforz.com,ITDIR:infopark,NONE,-,False,False,1271,0,0,0,0,False,https://tecforz.com,,Kochi
208,0,Titan Tech Emirates Pvt Ltd,titantechemirates.com,ITDIR:infopark,NONE,-,False,True,1243,0,0,0,0,False,https://titantechemirates.com,,Kochi
209,0,Ace Labs,acelabs.in,ITDIR:sida,NONE,-,False,True,1220,0,0,0,0,False,https://acelabs.in,,Madurai
210,0,Millennium InfoLogic,millinfo.net,ITDIR:infopark,NONE,-,False,True,1126,0,0,0,0,False,https://millinfo.net,,Kochi
211,0,Amara Raja Design Alpha Private Limited,amararajadesignalpha.com,ITDIR:infopark,NONE,-,False,False,1123,0,0,0,0,False,https://www.amararajadesignalpha.com/,,Kochi
212,0,Soulxes Technologies Pvt Ltd,soulxes.com,ITDIR:infopark,NONE,-,False,False,1078,0,0,0,0,False,https://www.soulxes.com/,,Kochi
213,0,MapleTech Space Pvt Ltd,mapletechspace.com,ITDIR:infopark,NONE,-,False,True,1054,0,0,0,0,False,https://mapletechspace.com,,Kochi
214,0,TNP Consultancy Private Limited,tnpconsultants.com,ITDIR:infopark,NONE,-,False,False,946,0,0,0,0,False,https://tnpconsultants.com,,Kochi
215,0,Gravity Business Process Private Limited,gravity-bp.com,ITDIR:infopark,NONE,-,False,False,921,0,0,0,0,False,https://gravity-bp.com,,Kochi
216,0,WOC Branding Systems Pvt Ltd,wocbranding.com,ITDIR:infopark,NONE,-,False,False,909,0,0,0,0,False,https://wocbranding.com,,Kochi
217,0,JohnTuringWatson Software Solutions Pvt Ltd,johnturingwatson.ai,ITDIR:infopark,NONE,-,False,False,907,0,0,0,0,False,https://johnturingwatson.ai,,Kochi
218,0,Redux (Network Redux),redux.co,ITDIR:infopark,NONE,-,False,False,780,0,0,0,0,False,https://redux.co,,Kochi
219,0,ELEMMENT FAÇADE Pvt Ltd,elemmentfacade.com,ITDIR:infopark,NONE,-,False,False,727,0,0,0,0,False,https://elemmentfacade.com,,Kochi
220,0,Noa Infosolutions LLP,noainfosolutions.com,ITDIR:infopark,NONE,-,False,True,705,0,0,0,0,False,https://noainfosolutions.com,,Kochi
221,0,BlueGenie Technologies Private Limited,bluegenietech.com,ITDIR:sida,SOURCE_ONLY,copyright,False,True,675,0,0,0,0,False,http://www.bluegenietech.com/,,Madurai
222,0,Softop Solutions Pvt Ltd,softopsolutions.com,ITDIR:infopark,NONE,-,False,True,636,0,0,0,0,False,https://softopsolutions.com,,Kochi
223,0,Tuttifrutti Games Pvt Ltd,tuttifrutti.in,ITDIR:infopark,NONE,-,False,False,565,0,0,0,0,False,https://tuttifrutti.in,,Kochi
224,-10,Lisbell Technologies Pvt Ltd,lisbell.com,ITDIR:infopark,NONE,-,False,False,949,0,0,0,0,False,https://lisbell.com,,Kochi
