domain,name,source,pre2024_prepass,pre2024_basis,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,jd_evidence,contact_name,contact_title,contact_linkedin,identity_status,crawl_needs
shilpitsolutions.com,Shilp IT Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
arthkaira.com.au,Arthkaira,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
xelentor.com,Xelentor Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
nearmeindia.in,NMI - Website Development & Software Development C,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
crestinfotech.com,CrestInfotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
conceptserve.com,Conceptserve,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
green-apex.com,Green Apex,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
raystechserv.com,Rays Techserv Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2002,,,,,,,,,identity_pending,wayback+homepage+careers
ashutec.com,Ashutec Solutions Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
cyblance.com,Cyblance Technologies Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
sstechsystem.com,SSTech System,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
iviewlabs.com,iView Labs Pvt. Ltd.,goodfirms+nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2012-10-05; goodfirms_founded:2012,242155,0,0,0,pre-2024: domain only | site mentions cicd,,,,identity_pending,homepage
sigmateinformatics.com,Sigmate Informatics,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
intuz.com,Intuz,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2008,,,,,,,,,identity_pending,wayback+homepage+careers
systemseeders.com,SystemSeeders Infotech LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
arthinfosoft.in,arth infosoft pvt ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2005,,,,,,,,,identity_pending,wayback+homepage+careers
8webcom.com,8 webcom.com,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2000,,,,,,,,,identity_pending,wayback+homepage+careers
icaninfotech.com,I Can Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
crmjetty.com,CRMJetty,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,Maulik Shah,CEO & Founder,https://www.linkedin.com/in/maulikshahbiztech,identity_full,wayback+homepage+careers
websoptimization.com,Webs Optimization Software Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
altumcore.com,Altumcore Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
finlitetech.com,Finlite Technologies,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
sinontechs.com,SINON TECH PVT LTD,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
ouranostech.com,Ouranos Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
mobiosolutions.com,Mobio Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
knp-tech.com,KNP Technologies Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
valianttechnosoft.com,Valiant Technosoft,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
prowesolution.com,ProweSolution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
codexalters.com,codExalters Techlabs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
finlark.com,Finlark Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
ingressit.com,Ingress IT Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
techitree.com,Techitree Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
mxpertz.com,Mxpertz Infolabs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
citrusleaf.in,CitrusLeaf Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
6degreesit.com,6DegreesIT,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2006,,,,,,,,,identity_pending,wayback+homepage+careers
elderberrytech.com,Elderberry Tech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
infocentroid.com,InfoCentroid Software Solutions Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
mavencluster.com,Maven Cluster,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
thoughtwin.com,Thoughtwin IT Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
hiteshi.com,Hiteshi,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2006,,,,,,,,,identity_pending,wayback+homepage+careers
bytecipher.net,ByteCipher Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
infograins.com,Infograins,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
youngdecade.com,Young Decade IT Software Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
hiredeveloper.dev,Hiredeveloper.dev,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
cdnsol.com,CDN Solutions Group,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2000,,,,,,,,,identity_pending,wayback+homepage+careers
cisin.com,Cyber Infrastructure Inc.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2003,,,,,,,,,identity_pending,wayback+homepage+careers
codiant.com,Codiant Software Technologies Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
protonshub.com,Protonshub Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
izisstechnology.com,IZISS TECHNOLOGY PRIVATE LIMITED,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
softude.com,Softude Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2005,,,,,,,,,identity_pending,wayback+homepage+careers
infowindtech.com,Infowind Technologies (IT) Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
synetalsolutions.com,Synetal Solutions Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
goldeneagle.ai,Golden Eagle IT Technologies,goodfirms+nasscom,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
swapinfotech.com,Swap Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
encantotek.com,Encanto Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
robotronix.co.in,ROBOTRONIX ENGINEERING TECH PVT.LTD.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
vinfotech.com,Vinfotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1999,,,,,,,,,identity_pending,wayback+homepage+careers
forebearpro.com,Forebear Productions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
5exceptions.com,Five Exceptions Software Solutions Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
chapter247.com,Chapter247 Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
techtose.com,TechTose Software Solutions Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,,,,identity_pending,wayback+homepage+careers
expertinasia.com,Expertinasia Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
mobiwebtech.com,Mobiweb Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
appsontechnologies.in,Apps-on Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
dwellfox.com,Dwellfox,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,Harsh Keshare,Co-Founder | Director,https://www.linkedin.com/in/harsh-keshare-6b447223,identity_full,wayback+homepage+careers
zeeweesoft.com,Zeeweesoft LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
best.ind.in,BESTIND TECH PVT LTD,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
cloudwapp.com,CloudWapp Technologies Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
wreximinfotech.com,Wrexim Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
innogent.in,Innogent Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,,,,identity_pending,wayback+homepage+careers
codezilla.io,Codezilla Technology and Consultancy Pvt Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
creatoweb.com,Creatoweb,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
developerbazaar.com,Developer Bazaar Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
infosense.tech,Infosense AI,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
bluetech.co.in,Bluetech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
teqlawn.com,Teqlawn,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
mactosys.com,Mactosys,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
webkeydigital.com,Web Key Digital,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
foduu.com,FODUU,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
graffersid.com,Graffersid,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
infofeat.com,Infofeat Technologies,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
orbitedgetech.com,Orbit Edge,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
coincircletrust.com,Coin Circle Trust,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
codezens.com,codezens soft solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
savotechnologies.com,Savo Technologies Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
navtark.com,NavTark Solutions Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
samaritaninfotech.com,Samaritan InfoTech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
hyperbeans.com,HyperBeans,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
india-briefs.com,India Briefs Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
aahantechnologies.com,Aahan Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
softgetix.com,SoftGetix Inc.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
salasarcybersolutions.com,Salasar Cyber Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
wagergeeks.com,WagerGeeks Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,,,,identity_pending,wayback+homepage+careers
witmates.com,Witmates Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
cibirix.com,Cibirix Digital Marketing Agency,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
nenosystems.com,Nenosystems Consulting Services Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
innosoft-group.com,Innosoft Group,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
techplusconsultancy.com,Techplus Consultancy,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
inostrok.com,Inostrok Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
stevesailab.com,Steves AI Lab,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
vortexcubes.com,Vortexcubes,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
ignisitsolutions.com,Ignis IT Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
monadplus.com,MonadPlus TechLabs Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
webnsoftsolution.com,Web N Soft Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
evisionsolutions.co.in,Evision Software Solutions Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
techmakershq.com,Techmakers,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,,,,identity_pending,wayback+homepage+careers
tridentspark.com,Trident Spark,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
idealittechno.com,Ideal It Techno,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
vsple.com,Vsple Technologies Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
mobilepundits.com,MobilePundits,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2003,,,,,,,,,identity_pending,wayback+homepage+careers
tbitechnologies.com,TBI Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2008,,,,,,,,,identity_pending,wayback+homepage+careers
jsminfosoft.com,JSM InfoSoft Pvt Ltd,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
bestpeers.com,BestPeers Infosystem Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
genesistechnologies.in,Genesis Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,Shannon Stuckenberg,CEO and Co-founder,https://www.linkedin.com/in/shannon-stuckenberg,identity_full,wayback+homepage+careers
codewiseinfotech.com,Codewise Infotech Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
acelan.ai,Acelan Technologies Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
cyberfy.me,cyberfy,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
mobitplus.com,Mobitplus Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
amcorpinfovent.com,Amcorp Infovent Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
infosparkles.com,Infosparkles IT Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
monoinfotech.com,Mono Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
ixorainfotech.com,Ixora Infotech Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
ment.tech,Ment Tech Labs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
bitsquadsoftware.com,Bitsquad Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
osswalinfo.com,Osswal Infosystem Pvt Ltd,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
pacexgrowth.com,PaceXgrowth Pvt. ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
technomatz.com,Technomatz IT Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,,,,identity_pending,wayback+homepage+careers
intellimax.io,Intellimax Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2005,,,,,,,,,identity_pending,wayback+homepage+careers
geegatechnologies.com,Geegatechnologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
techlene.com,Techlene Sofware Solutions Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
daisoftware.com,Dai Software Solutions Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2006,,,,,,,,,identity_pending,wayback+homepage+careers
uraansoftskills.com,Uraan Softskills,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
ssamsoftwares.com,SSAM Softwares,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
homepageit.net,Homepage Infotech Solutions LLP,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
itsabacus.com,Abacus Consultancy Services (I) Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2002,,,,,,,,,identity_pending,wayback+homepage+careers
wappgo.com,Wappgo,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
wordpressdevelopmentindia.com,WordPress Development India,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
clarigoinfotech.com,Clarigo Infotech Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
consultantsfromasia.com,Consultants From Asia,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
quazma.com,Quazma Techno Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
inwizards.com,Inwizards LLC,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2004,,,,,,,,,identity_pending,wayback+homepage+careers
suruchetech.com,Suruche,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
cubexo.io,CubexO Software Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
ycsin.com,YASH COMPUTECH SOLUTION PRIVATE LIMITED,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
softovate.com,Softovate Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
sprintale.com,Sprintale Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
vihatech.co,Vihatech Software solutions pvt ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
genxcellenceinc.com,Genxcellence Software Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
vyanwebs.com,RISHUS INFOTECH,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
srninfotech.com,SRN Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
triggrsweb.com,Triggrsweb Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
encoresky.com,EncoreSky Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,Mahesh Patidar,Co Founder,https://www.linkedin.com/in/maheshpatidar13,identity_full,wayback+homepage+careers
upcomingverse.ai,Upcomingverse Tech Labs Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
kritin.in,Kritin Digital Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
growuptechs.in,Growup Technology,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
thincodz.com,Thincodz IT solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
shantiinfosoft.com,Shanti Infosoft LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
numeroeins.com,NumeroEins Software Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
infoxeron.com,Infoxeron Technologies Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
opulenceinfotech.com,Opulence Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
moreyeahs.com,Moreyeahs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
arbutusinfotech.com,Arbutus Infotech Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
ibrinfotech.com,IBR Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
abaxsoft.com,Abaxsoft Solutions Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,,,,identity_pending,wayback+homepage+careers
techfrolic.com,TechFrolic,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
supersourcing.com,Supersourcing,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
nagarsoftwaresolution.com,Nagar Software Solution,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
technotronixs.com,TechnoTronixs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
nextlooptechnologies.com,Nextloop Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,,,,identity_pending,wayback+homepage+careers
codereadysoftware.com,Codeready Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2000,,,,,,Code Ready Software,CEO,https://www.linkedin.com/in/code-ready-software,identity_full,wayback+homepage+careers
thirdessential.com,Thirdessential IT Solutions Pvt. Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
cloudchillies.com,CloudChillies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,Avinash Kumar,COO & Co-Founder,https://www.linkedin.com/in/avinashkumar4-salesforcedevelopment,identity_full,wayback+homepage+careers
pushcam-solution.com,Pushcam Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
consultquark.com,Quark Consulting,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
webwiders.com,"Webwiders Software Solutions, Indore",goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
