rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
96,65,Prometteur Solutions Private Limited,prometteursolutions.com,Pune,nasscom,,,PROVEN_EQUIV,rdap=2015-07-25; wayback=20230530,Verified,1,"e and technologies, ensuring alignment with your product vision. We offer a range of highl",0,0,0,0,5284,,pment Prestashop Development Web Development Software Development Web Application Developm,11,,,,identity_pending,"PROVEN_EQUIV(rdap=2015-07-25); owned IP: e and technologies, ensuring alignment w; jd 5284ch"
97,65,Cibirix Digital Marketing Agency,cibirix.com,"Indore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2015-11-07; wayback=20230530,Verified,1,ntent marketing isn’t just about showcasing your products &amp;services. It’s also an oppo,0,0,0,0,5247,,f you’re lacking buy-in for [...] LEARN MORE Software Development We operate in both agile,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: ntent marketing isn’t just about showcas; jd 5247ch; ~30 staff
98,65,Live Deftsoft Informatics Private Limited,deftsoft.com,Mohali,nasscom,,,EXISTED_2COR,rdap=2005-08-22; copyright_footer=2005; nasscom_harvest=nasscom:PROVEN; rdap:2005-08-22,Verified,1,rainings Case Studies Blog Career Contact Us Our Products Events Sports Leadership Service,0,0,0,0,5212,pre-2024: proven,Web and Mobile App Development Services | Deftsoft Home About Us Services Web Develo,21,,,,identity_pending,EXISTED_2COR(rdap=2005-08-22); owned IP: rainings Case Studies Blog Career Contac; jd 5212ch
99,65,Multipz Technology,multipz.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2017-02-25; wayback=20230605,Verified,1,"the right skills of designing and developing our product is a nightmare nowdays, and we ar",0,0,0,0,5184,,"he navbar brand. We are a Custom Mobile, Web Application Development Company Let’s make it",9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: the right skills of designing and develo; jd 5184ch; ~30 staff
100,65,Siddhi Infosoft,siddhiinfosoft.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2011-02-20; copyright_footer=2011; wayback=20230605,Verified,1,nfosoft.com Company Brochure Blog Case Study Our Products --> Menu About Us Services Mobil,0,0,0,0,5099,,l obsolete.” ― Buckminster Fuller Mobile App Development Services If you’re looking to lev,15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); owned IP: nfosoft.com Company Brochure Blog Case S; jd 5099ch; ~30 staff
101,65,PDS Infotech Pvt Ltd,pdsinfotech.com,Kolkata,nasscom,,,PROVEN_EQUIV,rdap=2008-03-26; copyright_footer=2022; wayback=20230607,Verified,1,any that builds softwares in taxation domain OUR PRODUCTS TDSMAN EnterpriseTDS CA-TDSMAN S,0,0,0,0,5085,,hing that remains constant is our passion to build products which improve the lives of our,18,,,,identity_pending,PROVEN_EQUIV(rdap=2008-03-26); owned IP: any that builds softwares in taxation do; jd 5085ch
102,65,InfyOm Technologies,infyom.com,"Surat, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2015-11-18; copyright_footer=2015; wayback=20230601,Verified,1,nique needs. We bring Conversational UIs to your products with great user experience. Lear,0,0,0,0,5075,,Agent Services AI Services ChatGPT Services Development Services AI Automation Services n8,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: nique needs. We bring Conversational UIs; jd 5075ch; ~30 staff
103,65,TGSane Technologies,tgsanetechnologies.com,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; wayback=20230610,Verified,1,"erspectives and insights, which can enhance your product quality and innovation. Scalabili",0,0,0,0,5066,,Offshore Software Development Company | USA & UAE --> --> --> --> ABOUT TG,10,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2016); owned IP: erspectives and insights, which can enha; jd 5066ch; ~30 staff"
104,65,OEC India Services Private Limited,oeconnection.com,Chennai,nasscom,,,EXISTED_2COR,rdap=2000-09-26; wayback=20230601,Verified,1,le in your market. North America The home of our flagship products. Discover EMEA Local te,0,0,0,0,5006,,,26,,,,identity_pending,EXISTED_2COR(rdap=2000-09-26); owned IP: le in your market. North America The hom; jd 5006ch
105,65,Originate Soft Pvt. Ltd,originatesoft.com,"Kolkata, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2016-03-04; wayback=20230605,Verified,1,Quote Contact Us Testimonials Our Team Blog Our Products Freelancer Marketplace Script Dat,0,0,0,0,5005,,velopment Cross-platform App Development ERP Software Development ERP Software Development,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: Quote Contact Us Testimonials Our Team B; jd 5005ch; ~30 staff
106,62,Youngminds Technology Solutions Private Limited,ymtsindia.com,Tirupati,nasscom,,,EXISTED_2COR,rdap=2017-02-03; nasscom_harvest=nasscom:PROVEN - 2020 snapshot: 'Softwar,Verified,0,,0,20,12,0,277551,JD: 'Participate in code reviews and maintain version control using Git' | Site: 109 digit,oft IN --> Services Website Services --> Web Application Development Custom Web Applicatio,9,,,,identity_pending,EXISTED_2COR(rdap=2017-02-03); review-gate JD x20; jd 277551ch
107,62,Satyam Venture Engineering Services Pvt Ltd,satyamventure.com,Secunderabad,nasscom,,,EXISTED_2COR,rdap=2000-01-20; copyright_footer=2023,Verified,0,,5,1,0,0,47783,o deployment and maintenance. Participate in code reviews to ensure adherence to coding st,rds and Recognition Infrastructure Solutions Product Development Overview Automotive Produ,26,,,,identity_pending,EXISTED_2COR(rdap=2000-01-20); review-gate JD x1; jd 47783ch
108,62,Movate Technologies Private Limited,movate.com,Bengaluru,nasscom,,,EXISTED_2COR,rdap=2005-05-16; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - 2023 sna,Verified,0,,0,6,2,0,39510,JD: 'Git-based workflows and PR practices'; 'Conduct code reviews and mentor' | JD: 'Contr,,21,,,,identity_pending,EXISTED_2COR(rdap=2005-05-16); review-gate JD x6; jd 39510ch
109,62,Jtek Software Solutions Pvt Ltd,jteksoftware.in,"Hyderabad, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2022; rdap=2022-02-01,Verified,0,,5,4,8,0,25429,full-stack application issues Participate in code reviews and technical discussions Follow,AI Enhanced Software Development | jteksoftware.in Skip to content Now Hiring,4,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2022); review-gate JD x4; jd 25429ch; ~30 staff
110,62,Barry Wehmiller India Private Limited,barrywehmiller.com,Chennai,nasscom,,,EXISTED_2COR,rdap=1996-10-12; nasscom_harvest=nasscom:PROVEN; rdap:1996-10-12,Verified,1,quipment and engineering companies to bring your products to the people who use them every,1,0,0,0,18797,"es, and standards Global Content Governance: Version control, reuse, and consistency acros",,30,,,,identity_pending,EXISTED_2COR(rdap=1996-10-12); owned IP: quipment and engineering companies to br; jd 18797ch
111,62,Gauri Technologies Private Limited,gauri.com,Pune,nasscom,,,EXISTED_2COR,rdap=2002-11-11; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2023-06-0,Verified,1,"Our answer is practical. AI only works when your platforms, data, and people are ready for",0,0,2,0,16137,"JD: 'version control systems (e.g., Git) and continuous integration/continuous deployment'",,24,,,,identity_pending,EXISTED_2COR(rdap=2002-11-11); owned IP: Our answer is practical. AI only works w; jd 16137ch
112,62,Innovative Solution Technologies,isolstechnologies.com,"Gurgaon, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2012; rdap=2016-05-22,Verified,1,h can convince your website visitors to buy your products or services. A good looking prof,1,0,0,2,15432,"rstanding of code versioning tools {{such as Git, Mercurial or SVN}} Familiarity with cont",e Designing Company India | Mobile & Web App Development Services Website Designing India|,10,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2012); owned IP: h can convince your website visitors to ; jd 15432ch; ~150 staff
113,62,Nomura Research Institute Financial Technologies India Pvt Ltd,nrifintech.com,Kolkata,nasscom,,,EXISTED_2COR,rdap=2012-01-20; nasscom_harvest=nasscom:PROVEN; rdap:2012-01-20,Verified,1,"Singapore, Thailand, Sri Lanka and Mongolia. Our Flagship Global Products Solution for Bro",1,0,0,0,13107,"s. We offer comprehensive trainings on Java, Git, and SQL to the interns. Our training pro",(EIG) Reconciliation Solution --> Enterprise Application Development Framework Disclaimer ,14,,,,identity_pending,"EXISTED_2COR(rdap=2012-01-20); owned IP: Singapore, Thailand, Sri Lanka and Mongo; jd 13107ch"
114,62,The Intellify,theintellify.com,"Ahmedabad, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2018; rdap=2018-07-10,Verified,1,"Product of Tomorrow From concept to launch, our product engineering services deliver scala",0,0,2,0,12053,,The Intellify: AI &amp; Digital Product Engineering Company --> --> --> --> --> --> --> --,8,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2018); owned IP: Product of Tomorrow From concept to laun; jd 12053ch; ~30 staff
115,62,Stalcon Solutions,stalconsolutions.com,"Hyderabad, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2023; rdap=2023-12-03,Verified,1,"ocumentation, and ongoing support to ensure your product grows with confidence. Tech Stack",1,0,2,0,11731,"parency Weekly demos, live project tracking, GitHub access, and clear documentation. You a",Stalcon Solutions — AI-Powered Software Development Reach us on 💬 WhatsApp Chat ✉️ sales@s,3,,,,identity_pending,"EXISTED_2COR(goodfirms_founded=2023); owned IP: ocumentation, and ongoing support to ens; jd 11731ch; ~30 staff"
116,62,Spiral Technolabs Pvt Ltd,spiraltechnolabs.com,"Ahmedabad, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2018; rdap=2018-07-07,Verified,1,lopment Software Development Web Development Our Products Portfolio Blogs Contact Call any,2,0,0,0,10819,nd third-party API integration. Knowledge of version control systems like Git. Problem-sol,-commerce Development Mobile App Development Software Development Web Development Our Prod,8,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2018); owned IP: lopment Software Development Web Develop; jd 10819ch; ~30 staff
117,62,Kapil IT Solutions Private Limited,kapilit.com,Hyderabad,nasscom,,,EXISTED_2COR,rdap=2014-05-02; nasscom_harvest=nasscom:PROVEN; rdap:2014-05-02,Verified,1,align it with your requirements. Innovating Your Products We use innovative technologies t,0,0,2,0,8873,pre-2024: proven,Kapil IT Solutions - Software Development Company In India Home About Products Chit Fu,12,,,,identity_pending,EXISTED_2COR(rdap=2014-05-02); owned IP: align it with your requirements. Innovat; jd 8873ch
118,62,TQuanta Technologies Private Limited,tquanta.com,Hyderabad,nasscom,,,EXISTED_2COR,rdap=2013-08-14; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - 2023-06 ,Verified,1,iceNow SAP MS Dynamics HTD Why Us? Our Model Our Flagships Guidewire Salesforce ORMB DevOp,0,0,1,0,6905,"JD: 'containerization, CI/CD pipelines, and cloud platforms' (careers page) | Site: 'SaaS ",ital ecosystems Year 2020 Innovation Through Product Development Created New Product Devel,13,Yogeshbabu Pani Rama,Director / Chief Executive Officer,,identity_name_only,EXISTED_2COR(rdap=2013-08-14); owned IP: iceNow SAP MS Dynamics HTD Why Us? Our M; jd 6905ch
119,62,Codewinglet Private Limited,codewinglet.com,"Surat, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2018; rdap=2021-12-11,Verified,1,ting Technologies we work with Accelerating your product with next-gen technologies Front-,0,0,4,0,6467,,Top Software Development Company India - Code Winglet Pvt. Ltd. 🎉 We’,5,Dharmik Patel,Co-Founder,https://www.linkedin.com/in/sl-codewinglet,identity_full,EXISTED_2COR(goodfirms_founded=2018); owned IP: ting Technologies we work with Accelerat; jd 6467ch; ~150 staff
120,62,MindWorx Software Services Pvt. Ltd.,mindworxsoftware.com,"Pune, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2010; rdap=2014-03-06,Verified,1,ub. explore Digital Transformation Reinvent your products and services with technological ,0,0,0,0,6438,,Solutions Digital Transformation IoT WoW --> Product Development Product Modernisation Pro,12,(verify),,,identity_name_only,EXISTED_2COR(goodfirms_founded=2010); owned IP: ub. explore Digital Transformation Reinv; jd 6438ch; ~150 staff
121,62,Zessta Software Services,zessta.com,"Hyderabad, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2011; rdap=2011-05-12,Verified,1,"ustive alpha and beta testing modules ensure our products&#8217; perfect usability, compat",0,0,0,0,6360,,es Skip to content What we do Product Design Product Development Cloud Technologies Data E,15,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2011); owned IP: ustive alpha and beta testing modules en; jd 6360ch; ~150 staff
122,62,Skynats Technologies,skynats.com,Ernakulam,nasscom,,,EXISTED_2COR,rdap=2015-08-05; nasscom_harvest=nasscom:PROVEN: 2022 Wayback snapshot ad,Verified,1,"olutions, enabling you to focus on building your product. Join 500+ enterprises that trust",0,0,1,0,6281,"Site: 'outsourced IT support for enterprises', 'complete IT infrastructure management' | S",,11,,,,identity_pending,"EXISTED_2COR(rdap=2015-08-05); owned IP: olutions, enabling you to focus on build; jd 6281ch"
123,62,Clixlogix Technologies,clixlogix.com,"Noida, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2010; rdap=2010-05-03,Verified,1,Testing Need to drive software quality for your product? Clixlogix's ISTQB and Six Sigma c,0,0,0,0,5569,,neering Grow and scale with an award-winning software development team. Over 10+ years of ,16,Pushker Kharbanda,CEO,https://www.linkedin.com/in/pushker-kharbanda-9453a2169,identity_full,EXISTED_2COR(goodfirms_founded=2010); owned IP: Testing Need to drive software quality f; jd 5569ch; ~150 staff
124,62,MarsDevs,marsdevs.com,"Pune, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2019; rdap=2021-04-29,Verified,1,"of senior engineers assigned exclusively to your product, aligned to your roadmap. Moderni",0,0,1,0,5058,,"ransformation, technology modernization, and product engineering from a senior team that g",5,Vrushali S. K,Co-Founder,https://www.linkedin.com/in/vrushalisk,identity_full,EXISTED_2COR(goodfirms_founded=2019); owned IP: of senior engineers assigned exclusively; jd 5058ch; ~150 staff
125,60,BEEU Infotech Private Limited,beeutech.com,"Kolkata, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2019-11-07; wayback=20230604,Verified,1,.. Whether you're a startup racing to build your product or a global enterprise looking ..,0,0,0,0,885369,,do Agentic AI Data Engineering and Analytics Application Development Global Workforce EOR ,7,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2019); owned IP: .. Whether you're a startup racing to bu; jd 885369ch; ~30 staff
126,60,Prilient Technology,prilient.com,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2019-08-12; wayback=20230605,Verified,1,rform detailed research and development for your product and deliver accurate reports on i,0,0,0,0,855259,,Prilient Technologies | AI-Powered Software Development & SaaS Solutions Skip to main cont,7,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2019); owned IP: rform detailed research and development ; jd 855259ch; ~30 staff
127,60,DigiPay.Guru,digipay.guru,"Ahmedabad, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2019; copyright_footer=2011; wayback=20230530,Verified,1,Security is a top priority at DigiPay.Guru. Our platform includes: End-to-end encryption M,0,0,0,0,114732,,,7,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2019); owned IP: Security is a top priority at DigiPay.Gu; jd 114732ch; ~30 staff
128,60,Advait Softech,advaitsoftech.com,"Jaipur, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2023; rdap=2022-10-05; copyright_footer=2018,Verified,1,"that pays great attention to detail, each of our products are a symbol of perfection. With",0,0,0,0,72517,,and blockchain-secured data. Fantasy Sports Application Development Advanced fantasy sport,4,,,,identity_pending,"EXISTED_2COR(goodfirms_founded=2023); owned IP: that pays great attention to detail, eac; jd 72517ch; ~30 staff"
129,60,Digital4design,digital4design.com,"Mohali, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2015-05-19; wayback=20230530,Verified,1,pps designed for all MVP development Launch your product quickly and learn from real users,0,0,0,1,67390,,t company offering custom website design and development services. Our experienced web des,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: pps designed for all MVP development Lau; jd 67390ch; ~30 staff
130,60,LYB Technology LLP,lybtechnology.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2020; copyright_footer=2020; wayback=20230605,Verified,1,re to boost your brand and drive demand for your products and services. Our approach is cu,0,0,0,0,59041,,Lead Generation Agency in Delhi NCR Website Development Services in Delhi NCR Mobile App D,6,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2020); owned IP: re to boost your brand and drive demand ; jd 59041ch; ~30 staff
131,60,Acceleron Solutions Private Limited,acceleronsolutions.io,Kolkata,nasscom,,,DOMAIN_ONLY,nasscom_harvest=nasscom:UNKNOWN - no Wayback snapshot an,Verified,1,g measurable outcomes and long-term success. Our products & solutions Over last one decade,0,1,0,0,51157,JD: 'Perform code reviews to ensure code quality and adherence' | JD: 'Experience with ver,"ron Solutions | SAP, Salesforce, Cloud &amp; Software Development Services Home About Us S",0,,,,identity_pending,DOMAIN_ONLY(nasscom_harvest=nasscom:UNKNOWN - no Wayback snapshot an); owned IP: g measurable outcomes and long-term succ; review-gate JD x1; jd 51157ch
132,60,Web Media Tricks Pvt. Ltd.,webmediatricks.com,"Delhi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2021; rdap=2021-06-28; copyright_footer=2021; wayback=20230323,Verified,1,ttract qualified leads actively looking for your products or services. Local SEO not only ,0,0,0,0,46117,,"Website Designing Company in Delhi, Web Development Services --> --> --> --> Top Digital M",5,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2021); owned IP: ttract qualified leads actively looking ; jd 46117ch; ~30 staff
133,60,Karpaga Assessment App Matrix Services Private Limited,hiremee.co.in,Bengaluru,nasscom,,,EXISTED_2COR,copyright_footer=2017; wayback=20230605,Verified,1,pport@hiremee.co.in call us +91-879 292 2796 Our Products Driving Excellence in Talent Acq,0,0,0,0,41978,,,0,,,,identity_pending,EXISTED_2COR(copyright_footer=2017); owned IP: pport@hiremee.co.in call us +91-879 292 ; jd 41978ch
134,60,Feedback Business Insights Private Limited,insightsfeedback.com,Bengaluru,nasscom,,,PROVEN_EQUIV,wayback=20230601,Verified,1,ead More WHY US First Principles of Research Proprietary Frameworks Custom to your busines,0,0,0,0,33181,,Journey Maps (CJM). He has fuelled many new product development exercises in Construction ,0,,,,identity_pending,PROVEN_EQUIV(wayback=20230601); owned IP: ead More WHY US First Principles of Rese; jd 33181ch
135,60,Xaigi.tech,xaigi.tech,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2019; wayback=20230607,Verified,1,"in end-to-end product engineering, ensuring your products are innovative, robust, and scal",0,0,0,0,32979,,cept Data &#038; Analytics Design Experience Product Engineering Cloud &#038; DevOps Gener,7,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2019); owned IP: in end-to-end product engineering, ensur; jd 32979ch; ~30 staff"
136,60,Nivida software,nividasoftware.com,"Vadodara, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2013; rdap=2023-04-21; copyright_footer=2023,Verified,1,"design, and engineer your next big idea with our Product Engineering services, delivering ",0,0,0,0,28432,,"--> --> --> Best Software Development Company in India, UK, Europe and Australia |",3,,,,identity_pending,"EXISTED_2COR(goodfirms_founded=2013); owned IP: design, and engineer your next big idea ; jd 28432ch; ~30 staff"
137,60,Onepixel Soft Pvt. Ltd.,onepixelsoft.com,"Jaipur, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2019; rdap=2019-02-14; copyright_footer=2023,Verified,1,eo Editing Advanced Visual Effects Portfolio Our Products eLearning Application School Man,0,0,0,0,25822,,OnePixel Software Development & Digital Marketing Company --> End Google T,7,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2019); owned IP: eo Editing Advanced Visual Effects Portf; jd 25822ch; ~30 staff
138,60,Techvins,techvins.com,"Gurgaon, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2020; rdap=2019-10-19; wayback=20230507,Verified,1,"a Trusted Gurgaon, India Partner — Empower Your Product Roadmap We know that you want your",0,0,0,0,25802,,with your users. Android App Development Web Application Development Hybrid App Developmen,7,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2020); owned IP: a Trusted Gurgaon, India Partner — Empow; jd 25802ch; ~30 staff"
139,60,Digital Innovations,dgtlinnovations.in,"Gurgaon, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2022-07-25; copyright_footer=2017; wayback=20231031,Verified,1,d artificial intelligence systems deep into your framework layer. We build end-to-end proc,0,0,0,0,25526,,Web Development Digital Marketing Mobile App Software Development Ai-Ml IOT Web Developmen,4,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: d artificial intelligence systems deep i; jd 25526ch; ~30 staff
140,60,Taksh IT Solutions Pvt Ltd,takshitsolutions.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2021; wayback=20230517,Verified,1,"etplace platforms, and custom ERP solutions. Our products are designed to streamline opera",2,0,0,1,25483,"API, and RESTful services. Familiarity with version control systems (e.g., Git, SVN). Prob","ERP, AI &amp; SaaS Software Development Company | Taksh IT Solutions ) =============",5,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2021); owned IP: etplace platforms, and custom ERP soluti; jd 25483ch; ~30 staff"
141,60,SwaaS Systems Private Limited,swaasitsolutions.com,Chennai,nasscom,,,PROVEN_EQUIV,rdap=2022-10-07; copyright_footer=2015; wayback=20230225,Verified,1,ore Product Engineering Dedicated teams own your product end-to-end. From architecture dec,0,0,0,0,23543,,governed and built for production. Offshore Product Engineering From MVP to production-rea,4,,,,identity_pending,PROVEN_EQUIV(rdap=2022-10-07); owned IP: ore Product Engineering Dedicated teams ; jd 23543ch
142,60,LahaGora,lahagora.com,"Surat, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2021; rdap=2021-09-08; wayback=20230601,Verified,1,tive interfaces to maximize the usability of our products. Prototype After completing UI/U,0,0,0,0,21526,,s. Discover More FOR YOUR BUSINESS SOLUTIONS Custom Software Development Services Try our ,5,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2021); owned IP: tive interfaces to maximize the usabilit; jd 21526ch; ~30 staff
143,60,Siva Cerulean Technologies (SCT),sctinfo.com,"Chennai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2022-11-07; wayback=20230602,Verified,0,,14,2,7,2,19315,"developers, and product teams Participate in code reviews and follow best development prac",evelopment Center Mobile App Development Web Application Development Software Development ,4,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); review-gate JD x2; jd 19315ch; ~30 staff
144,60,Xieno,xieno.com,"Jaipur, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2006; rdap=2006-03-23; wayback=20230601,Verified,0,,5,0,0,0,18355,"uctures, Session &#038; Cookies Handling and Version Control. Knowledge of server commands",onsive Website Content Management System Web Software Development Markup Service E-commerc,20,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2006); jd 18355ch; ~150 staff
145,60,TechnoGemsInc,technogemsinc.com,"Chennai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2007; rdap=2007-05-20; wayback=20230608,Verified,0,,1,0,1,0,17717,"veral tools supporting these process such as Git, Bamboo, Jenkins, JIRA, Confluence, Ansib",Best Software Development Company in Virginia | Fairfax | USA. Traditi,19,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2007); jd 17717ch; ~30 staff
146,60,Devstree IT Solutions,devstree.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2016-01-27; wayback=20230601,Verified,0,,0,0,2,0,16413,,ve Web Applications PHP based enterprise Web application Development Laravel based enterpr,10,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2013); jd 16413ch; ~150 staff
147,60,Enaviya Information Technologies Pvt Ltd,enaviya.com,"Bengaluru, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2006; rdap=2002-10-17; wayback=20230602,Verified,0,,0,0,1,0,16328,,Top Software Development Company India | Custom IT Solutions Expertis,24,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2006); jd 16328ch; ~150 staff
148,60,Deuglo Infosystem Pvt Lmt,deuglo.com,"Bengaluru, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2016-07-06; copyright_footer=2014; wayback=20230609,Verified,0,,1,2,0,1,16172,"es, participates in design reviews, conducts code reviews, creates test plans and particip","Deuglo: Mobile App &amp; Software Development, IoT, AI, UI UX Design Home About Us Solutio",10,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2015); review-gate JD x2; jd 16172ch; ~30 staff
149,60,AHOM Technologies,ahomtech.com,"Gurgaon, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-06-07; wayback=20230602,Verified,0,,0,2,0,0,16168,curity DIGITAL ENGINEERING DevOPS Automation Code Review Integration Machine Learning Deve,ng Services Web Serve CMS DEVELOPMENT Drupal Development Services In India Magento Develop,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); review-gate JD x2; jd 16168ch; ~30 staff
150,60,TRUEiGTECH,trueigtech.com,"Bengaluru, India",goodfirms,50-249,150,NONE,,,1,"untries. Built on a cutting-edge tech stack, our platforms are adaptable, reliable, and sc",1,0,1,0,15724,"zy loading, code splitting). Experience with Git and testing frameworks (e.g., Jest, React","ve, Scale, and Dominate Let's Connect Casino Software Development Solutions Versatile Casi",0,,,,identity_pending,NONE(); owned IP: untries. Built on a cutting-edge tech st; jd 15724ch; ~150 staff
151,60,Budventure Technologies Pvt. Ltd.,budventure.technology,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-09-28; wayback=20230603,Verified,0,,0,1,0,0,14980,"rvices and APIs when required. Contribute to code reviews, technical discussions, and ment",Leading AI Based Software Development Company | Budventure --> --> --> Company Abo,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); review-gate JD x1; jd 14980ch; ~30 staff
152,60,DreamzDigitalSolutions,dreamzdigitalsolutions.com,"Delhi, India",goodfirms,10-49,30,PROVEN_EQUIV,rdap=2018-09-17; copyright_footer=2017; wayback=20230521,Verified,0,,0,1,0,0,14146,mance and troubleshoot issues Participate in code reviews and contribute to improving deve,rvices Website Development Digital Marketing Software Development Ecommerce Solutions Bran,8,,,,identity_pending,PROVEN_EQUIV(rdap=2018-09-17); review-gate JD x1; jd 14146ch; ~30 staff
153,60,PlanicsDev Infotech LLP,planicsdev.com,"Surat, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2019; rdap=2022-02-28; copyright_footer=2022,Verified,0,,8,4,0,0,13556,ng software applications. --> Participate in code reviews and provide constructive feedbac,daily tool powering the fastest and smartest software development teams in the world. Read,4,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2019); review-gate JD x4; jd 13556ch; ~30 staff
