rank,score,name,domain,source,pre2024_grade,corroborators,owned_ip,dev_wording,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,years_active,extraction_verified,final_url,ownip_quote,city
135,25,accuratepms,accuratepms.in,ASSOC:GESIA,NONE,-,True,False,0,0,0,0,0,False,https://accuratepms.in,Replacement / Stand by Demonstration Support Our Products. UPS Online UPS-3 Phase UPS Onli,
136,25,ADAPTIVE CYBER LABS (ACL),acl.ai,ASSOC:GTECH,NONE,-,True,False,0,0,0,0,0,False,https://acl.ai,"breach response, and seamless recovery with our platform, DefenceScout Know More Stay Ahea",
137,25,Ahuja Engineering Services Pvt Ltd,aespl-india.com,ASSOC:HYSEA,NONE,-,True,False,0,0,0,0,0,False,https://aespl-india.com,biofuels and solid waste management sector. Our products and services offer scientific was,
138,25,Aufait Technologies,aufait.in,ASSOC:GTECH,NONE,-,True,True,0,0,0,0,0,False,https://aufaittechnologies.com/,ked development and rigorous testing ensure your product is market- ready. DevOps: Agile &,
139,25,Azinova Technologies Pvt. Ltd.,azinovatechnologies.com,ASSOC:GTECH,NONE,-,True,True,0,0,0,0,0,False,https://azinovatechnologies.com,bai Branding agency Dubai ERP software Dubai Our Products Maid Scheduling Software Restaur,
140,25,"Crazydes - UX UI Design, CX, Product Design",crazydes.com,ASSOC:GTECH,NONE,-,True,False,0,0,0,0,0,False,https://www.crazydes.com/,"ften work directly with startup founders and in-house product teams, plugging in seamlessl",
141,25,EI Dupont Services Center India Pvt. Ltd.,dupont.co.in,ASSOC:HYSEA,SOURCE_ONLY,copyright,True,False,0,0,0,0,0,False,https://www.dupont.co.in/,"wovens View all Brands &amp; Products Search our Product Finder See all DuPont brands, pro",
142,25,Fischer Systems India Pvt. Ltd.,fisc.com,ASSOC:GTECH,NONE,-,True,False,0,0,0,0,0,False,https://fisc.com,upport CONTACT US CONTACT US Innovation for Your Platform From Mainframe to Enterprise OUR,
143,25,fractal31,fractal31.com,ASSOC:GESIA,NONE,-,True,True,0,0,0,0,0,False,https://fx31labs.com/,cial model. This has given a huge impetus to our product development process. Apart from t,
144,25,Futuremug(REVELADO INNOVATIONS PVT. LTD),futuremug.co.in,ASSOC:GTECH,NONE,-,True,True,0,0,0,0,0,False,https://futuremug.com/en-in,t now Trusted by 800+ Companies of all sizes Our Product Everything You Need to Hire Smart,
145,25,iHits Technologies Pvt. Ltd.,ihitsindia.com,ASSOC:GTECH,NONE,-,True,True,0,0,0,0,0,False,https://ihitstech.com/,efficiency. Get a Quote Flexible & Scalable Our platforms are designed to accommodate grow,
146,25,incufiers,incufiers.com,ASSOC:ITAAP,NONE,-,True,False,0,0,0,0,0,False,https://incufiers.com,Incufiers Home About us Our Products Our Services Contact Our Services Ai Futures,
147,25,indiesemic,indiesemic.com,ASSOC:GESIA,NONE,-,True,True,0,0,0,0,0,False,https://indiesemic.com,"nsumer electronics to industrial automation, our products transform ideas into reality, sh",
148,25,infinityradar,infinityradar.com,ASSOC:GESIA,SOURCE_ONLY,copyright,True,True,0,0,0,0,0,False,https://infinityradar.com,ng innovations.. // Infinity Radar Introduce Our Products we believe that true success com,
149,25,Informatics India,informaticsindia.com,ASSOC:HYSEA,NONE,-,True,True,0,0,0,0,0,False,https://informaticsindia.com,with AI-assisted clause and risk analysis on our product roadmap. Backed by over two decad,
150,25,Infinite Open Source Solutions LLP,ioss.in,ASSOC:GTECH,NONE,-,True,True,0,0,0,0,0,False,https://ioss.co/,es Enterprise AI Solutions View All Services Our Products Copyright @ 2026 iOSS All rights,
151,25,manuhtech,manuhtech.com,ASSOC:ITAAP,NONE,-,True,True,0,0,0,0,0,False,https://www.manuh.ai/,ke complex software feel effortless. Explore our Product Design &amp; UX practice Industri,
152,25,Palnar Transmedia Pvt. Ltd.,palnarindia.com,ASSOC:GTECH,SOURCE_ONLY,copyright,True,True,0,0,0,0,0,False,https://palnarindia.com/en/,Retail Finance Oil and Gas Products Discover our products which has influenced organizatio,
153,25,Quinoid Business Solutions Private Limited,quinoid.com,ASSOC:GTECH,NONE,-,True,True,0,0,0,0,0,False,https://www.quinoid.com/,", create meaningful engagement, and connect your product with the market it deserves. SEO ",
154,25,REVOLUTION ENTERTAINMENT SERVICES PRIVATE LIMITED,revolutiones.com,ASSOC:HYSEA,NONE,-,True,False,0,0,0,0,0,False,https://revolutiones.com,aces the classic Now Up To Date. Diverse Our in-house production accounting division handl,
155,25,TECHMAVEN IT SOLUTIONS PRIVATE LIMITED,techmavenit.com,ASSOC:GTECH,NONE,-,True,True,0,0,0,0,0,False,https://www.techmavenit.com/,"2010 to 2019, TechMaven since. Hire our team Our products 50+ senior engineers 98% annual ",
156,25,ThoughtLine Technologies Pvt. Ltd.,thoughtlinetech.com,ASSOC:GTECH,NONE,-,True,False,0,0,0,0,0,False,https://thoughtlinetech.com,ipelines that aggregate before they land on your platform. OEM telematics ingestion — Ford,
157,25,NTT Data Global Delivery Services Pvt. Ltd.,us.nttdata.com,ASSOC:HYSEA,NONE,-,True,True,0,0,0,0,0,False,https://www.nttdata.com/en-us/,more clarity — proven frameworks that align your platforms and pipelines with business goa,
158,25,Wings Infonet Private Limited,wingsinfo.net,ASSOC:HYSEA,NONE,-,True,False,0,0,0,0,0,False,https://wingsinfo.net,k Links About Us Clients Partners Contact Us Our Products Wings ERP Classic Wings ERP Auto,
159,25,AV Zero Touch Pvt. Ltd,zerotouch.in,ASSOC:HYSEA,NONE,-,True,False,0,0,0,0,0,False,https://zerotouch.in,works? Book a free 15-minute video call with our product team — we'll show it working live,
160,20,Enfin Technologies India Pvt. Ltd.,enfintechnologies.com,ASSOC:GTECH,NONE,-,False,True,885082,9,0,0,0,False,https://www.enfintechnologies.com/,,
161,20,Vuchi Media Pvt. Ltd.,mediamint.com,ASSOC:HYSEA,NONE,-,False,False,253703,1,0,0,0,False,https://mediamint.com,,
162,20,ARS Traffic and Transport Technology (India) Pvt Ltd,ars-traffic.com,ASSOC:GTECH,NONE,-,False,False,63910,8,0,0,0,False,https://ars-traffic.com,,
163,20,tamminainfotech,tamminainfotech.com,ASSOC:ITAAP,NONE,-,False,True,63284,8,0,0,0,False,https://tamminainfotech.com,,
164,20,Plural Technology Private Limited,pluraltechnology.com,ASSOC:HYSEA,NONE,-,False,True,62700,8,0,0,0,False,https://www.pluraltechnology.com/,,
165,20,hvinfotech,hvinfotech.com,ASSOC:GESIA,NONE,-,False,True,62403,8,0,0,0,False,https://www.hvinfotech.com/,,
166,20,SimplyBiz Private Limited,simplybiz.in,ASSOC:HYSEA,NONE,-,False,False,60080,8,0,0,0,False,https://simplybiz.in,,
167,20,cheggindia,cheggindia.com,ASSOC:ITAAP,NONE,-,False,False,54634,1,0,0,0,False,https://www.cheggindia.com:443/,,
168,20,datapro,datapro.in,ASSOC:ITAAP,NONE,-,False,True,47340,0,0,8,0,False,https://www.datapro.in/,,
169,20,Cybrosys Techno Solutions Pvt. Ltd.,cybrosys.com,ASSOC:GTECH,NONE,-,False,False,33131,1,0,0,0,False,https://www.cybrosys.com/,,
170,20,odoo,odoo.com,ASSOC:GESIA,DOMAIN_ONLY,wayback,False,False,6429,3,0,0,0,False,https://www.odoo.com/,,
171,20,tek7services,tek7services.com,ASSOC:ITAAP,DOMAIN_ONLY,wayback,True,False,335,0,0,0,0,False,https://www.tek7services.com/,nsion of your business to help you delivery your products and services in an extremely eff,
172,15,Hackett Group (India) Ltd.,thehackettgroup.com,ASSOC:HYSEA,DOMAIN_ONLY,wayback,False,False,25399,0,0,0,0,True,https://www.thehackettgroup.com/,,
173,15,wns,wns.com,ASSOC:ITAAP,DOMAIN_ONLY,wayback,False,False,21592,0,0,0,0,True,https://www.wns.com/,,
174,15,Agora Labs India Pvt Ltd,agora.io,ASSOC:HYSEA,NONE,-,False,False,17419,6,0,0,0,False,https://www.agora.io/en/,,
175,10,Mattel Global Business Services LLP,shop.mattel.com,ASSOC:HYSEA,NONE,-,False,False,904113,0,0,0,0,True,https://shop.mattel.com,,
176,10,FEUJI SOFTWARE SOLUTIONS PVT LTD,feuji.com,ASSOC:HYSEA,NONE,-,False,True,450740,0,0,0,0,True,https://www.feuji.com/,,
177,10,turiyasoftech,turiyasoftech.com,ASSOC:ITAAP,NONE,-,False,False,286445,0,0,0,0,True,https://www.turiyasoftech.com/,,
178,10,infinite,infinite.com,ASSOC:ITAAP,NONE,-,False,False,50142,0,0,0,0,True,https://www.infinite.com/,,
179,10,nsiqinfotech,nsiqinfotech.com,ASSOC:GESIA,NONE,-,False,True,42855,0,0,0,0,True,https://nsiqinfotech.com,,
180,10,Aveva Software India Pvt. Ltd.,aveva.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,False,38222,0,0,0,0,True,https://www.aveva.com/,,
181,10,nuv,nuv.ac.in,ASSOC:GESIA,NONE,-,False,True,35391,0,0,0,0,True,https://nuv.ac.in,,
182,10,Amdrodd Technologies Private Limited,amdrodd.com,ASSOC:GTECH,NONE,-,False,False,32403,0,0,0,0,True,https://amdrodd.com,,
183,10,ProLedger Consulting LLP,proledger.in,ASSOC:HYSEA,NONE,-,False,False,31946,0,0,0,0,True,https://proledger.in,,
184,10,Micron Technology Operations India LLP,in.micron.com,ASSOC:HYSEA,NONE,-,False,False,27178,0,0,0,0,True,https://in.micron.com,,
185,10,intelliflo,intelliflo.com,ASSOC:HYSEA,NONE,-,False,False,27106,0,0,0,0,True,https://www.intelliflo.com/,,
186,10,Helius Computech India Private Limited,helius-tech.com,ASSOC:HYSEA,NONE,-,False,True,25493,0,0,0,0,True,https://helius-tech.com,,
187,10,Bosch Global Software Technologies Private Ltd,bosch-softwaretechnologies.com,ASSOC:HYSEA,NONE,-,False,False,23255,0,0,0,0,True,https://www.bosch-softwaretechnologies.com/en/index.html,,
188,10,imegcorp,imegcorp.com,ASSOC:ITAAP,NONE,-,False,False,21294,0,0,0,0,True,https://imegcorp.com,,
189,10,dhyey,dhyey.com,ASSOC:GESIA,NONE,-,False,True,20476,0,0,0,0,True,https://dhyey.com,,
190,10,TALENT JOIN CRAFTERS HR PRIVATE LIMITED,talentjoin.com,ASSOC:HYSEA,NONE,-,False,True,20168,0,0,0,0,True,https://talentjoin.com,,
191,10,Koncepts Lab,konceptslab.com,ASSOC:GTECH,DOMAIN_ONLY,wayback,False,False,13744,0,0,0,0,True,https://konceptslab.com,,
192,10,stridelysolutions,stridelysolutions.com,ASSOC:GESIA,DOMAIN_ONLY,wayback,False,False,12546,0,0,0,0,True,https://www.stridelysolutions.com/,,
193,10,serpentcs,serpentcs.com,ASSOC:GESIA,DOMAIN_ONLY,wayback,False,False,10769,0,0,0,0,True,https://www.serpentcs.com/india,,
194,10,TM INPUTS AND SERVICES PRIVATE LIMITED,tminetwork.com,ASSOC:HYSEA,DOMAIN_ONLY,wayback,False,False,6932,0,0,0,0,True,https://tminetwork.com,,
195,10,INMAR TECHNOLOGIES PRIVATE LIMITED,inmar.com,ASSOC:HYSEA,DOMAIN_ONLY,wayback,False,False,5560,0,0,0,0,True,https://www.inmar.com/,,
196,10,LMonk Educational and Training Solutions Pvt Ltd,lmonk.com,ASSOC:GTECH,DOMAIN_ONLY,wayback,False,False,5284,0,0,0,0,True,https://www.lmonk.com/,,
197,10,xtratrust,xtratrust.com,ASSOC:GESIA,DOMAIN_ONLY,wayback,False,False,5055,0,0,0,0,True,https://xtratrust.com,,
198,10,prectech,prectech.online,ASSOC:GESIA,NONE,-,False,True,3667,0,0,1,0,False,https://prectech.online,,
199,5,skynettechnologies,skynettechnologies.com,ASSOC:GESIA,NONE,-,False,True,19947,0,0,0,0,True,https://www.skynettechnologies.com/,,
200,5,paruluniversity,paruluniversity.ac.in,ASSOC:GESIA,NONE,-,False,False,19607,0,0,0,0,True,https://www.paruluniversity.ac.in/,,
201,5,Rimini Street India Operations Private Limited,riministreet.com,ASSOC:HYSEA,NONE,-,False,False,19467,0,0,0,0,True,https://www.riministreet.com/,,
202,5,Digitally Empowered Contact Centers,firstsource.com,ASSOC:HYSEA,NONE,-,False,False,16983,0,0,0,0,True,https://www.firstsource.com/,,
203,5,Promantra Synergy Solutions Ltd.,promantra.us,ASSOC:HYSEA,NONE,-,False,True,16579,0,0,0,0,True,https://promantra.us,,
204,5,SHIPCONSOLE Private Limited,shipconsole.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,False,16377,0,0,0,0,True,https://shipconsole.com,,
205,5,valuemomentum,valuemomentum.com,ASSOC:HYSEA,NONE,-,False,False,15986,0,0,0,0,True,https://valuemomentum.com,,
206,5,RamInfo Limited,raminfo.com,ASSOC:HYSEA,NONE,-,False,False,15597,0,0,0,0,True,https://www.raminfo.com/,,
207,5,Oorwin Labs India PVT LTD.,oorwin.com,ASSOC:HYSEA,NONE,-,False,False,15528,0,0,0,0,True,https://oorwin.com,,
208,5,Transcend Street India Private Limited,transcendstreet.com,ASSOC:HYSEA,NONE,-,False,False,15046,0,0,0,0,True,https://www.transcendstreet.com/,,
209,5,ARCH GLOBAL SERVICES (INDIA) PRIVATE LIMITED,archgroup.com,ASSOC:GTECH,NONE,-,False,False,14186,0,0,0,0,True,https://www.archgroup.com/,,
210,5,glssystems,glssystems.com,ASSOC:ITAAP,NONE,-,False,False,14168,0,0,0,0,True,https://glssystems.com,,
211,5,eLogicTech Solutions India Private Limited,elogictech.com,ASSOC:HYSEA,NONE,-,False,True,14002,0,0,0,0,True,https://elogictech.com,,
212,5,ProArch IT Solutions Pvt Ltd,proarch.com,ASSOC:HYSEA,NONE,-,False,True,13306,0,0,0,0,True,https://www.proarch.com/,,
213,5,Ospyn Technologies Pvt. Ltd.,ospyn.com,ASSOC:GTECH,NONE,-,False,False,13240,0,0,0,0,True,https://www.ospyn.com/,,
214,5,Guidehouse India Private Limited,guidehouse.com,ASSOC:GTECH,NONE,-,False,False,13149,0,0,0,0,True,https://guidehouse.com,,
215,5,Argano Software Pvt. Ltd.,argano.com,ASSOC:HYSEA,NONE,-,False,True,12472,0,0,0,0,True,https://argano.com,,
216,5,PEAKIN LEARNING TECHNOLOGIES PVT LTD,peakin.in,ASSOC:HYSEA,NONE,-,False,False,11988,0,0,0,0,True,https://peakin.in,,
217,5,Anion Health Care Services,anion.com,ASSOC:HYSEA,NONE,-,False,False,11752,0,0,0,0,True,https://anion.com,,
218,5,9Commerce Technologies LLP,commerce9.io,ASSOC:GTECH,NONE,-,False,True,11278,0,0,0,0,True,https://commerce9.io,,
219,5,Mastech Digital Private Limited,mastechdigital.com,ASSOC:HYSEA,NONE,-,False,False,11158,0,0,0,0,True,https://www.mastechdigital.com/,,
220,5,STEADFAST BUSINESS CONSULTING LLP,steadfastconsultants.in,ASSOC:HYSEA,NONE,-,False,True,10920,0,0,0,0,True,https://steadfastconsultants.in,,
221,5,Blackbaud Solutions India Private Limited,blackbaud.com,ASSOC:HYSEA,NONE,-,False,False,10647,0,0,0,0,True,https://www.blackbaud.com/,,
222,5,Serole Info Technologies India Private Limited,serole.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,True,10406,0,0,0,0,True,https://www.serole.com/,,
223,5,qxglobalgroup,qxglobalgroup.com,ASSOC:GESIA,NONE,-,False,True,10333,0,0,0,0,True,https://qxglobalgroup.com,,
224,5,Motivity Labs Private Limited,motivitylabs.com,ASSOC:HYSEA,NONE,-,False,True,10266,0,0,0,0,True,https://motivitylabs.com,,
225,5,Techversant Infotech Pvt. Ltd.,techversantinfotech.com,ASSOC:GTECH,NONE,-,False,False,10113,0,0,0,0,True,https://techversantinfotech.com,,
226,5,Noon Technologies,noontechnologies.com,ASSOC:GTECH,SOURCE_ONLY,copyright,False,True,9696,0,0,0,0,True,https://noontechnologies.com,,
227,5,edz,edz.one,ASSOC:ITAAP,NONE,-,False,False,8731,0,0,0,0,True,https://edz.one,,
228,5,bookandhost,bookandhost.com,ASSOC:ITAAP,NONE,-,False,True,8730,0,0,0,0,True,https://bookandhost.com,,
229,5,ganeshhousing,ganeshhousing.com,ASSOC:GESIA,NONE,-,False,False,8689,0,0,0,0,True,https://ganeshhousing.com,,
230,5,Softland India Limited,softlandindia.co.in,ASSOC:GTECH,NONE,-,False,True,8599,0,0,0,0,True,https://softlandindia.co.in,,
231,5,Red Team Academy,redteamacademy.com,ASSOC:GTECH,NONE,-,False,False,8593,0,0,0,0,True,https://redteamacademy.com,,
232,5,sandcupstudio,sandcupstudio.com,ASSOC:GESIA,SOURCE_ONLY,copyright,False,False,8536,0,0,0,0,True,https://sandcupstudio.com,,
233,5,Exceloid Soft Systems Private Limited,exceloid.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,True,8513,0,0,0,0,True,https://www.exceloid.com/,,
234,5,dilytics,dilytics.com,ASSOC:HYSEA,NONE,-,False,False,8021,0,0,0,0,True,https://dilytics.com,,
235,5,Computershare Business Support Service,computershare.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,False,8009,0,0,0,0,True,https://www.computershare.com/,,
236,5,Moschip Technologies Limited,moschip.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,True,7879,0,0,0,0,True,https://moschip.com,,
237,5,Zaggle Prepaid Ocean Services Pvt. Ltd.,zaggle.in,ASSOC:HYSEA,NONE,-,False,False,7462,0,0,0,0,True,https://www.zaggle.in:443/,,
238,5,TTEC Digital Innovation Studio,ttecdigital.com,ASSOC:HYSEA,NONE,-,False,False,7294,0,0,0,0,True,https://www.ttecdigital.com/,,
239,5,PACT SOFTWARE SERVICES PRIVATE LIMITED,pactsoft.in,ASSOC:HYSEA,NONE,-,False,False,7271,0,0,0,0,True,https://pactsoft.in,,
240,5,ease,ease.biz,ASSOC:GESIA,NONE,-,False,False,7125,0,0,0,0,True,https://www.ease.biz/,,
241,5,CADVision Engineers Pvt Ltd,cadvisionengineers.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,True,7067,0,0,0,0,True,https://cadvisionengineers.com,,
242,5,ethosindia,ethosindia.com,ASSOC:GESIA,NONE,-,False,False,7027,0,0,0,0,True,https://ethosindia.com,,
243,5,OSI Digital,osidigital.com,ASSOC:HYSEA,NONE,-,False,True,7022,0,0,0,0,True,https://osidigital.com,,
244,5,Lex Nimble Solutions Ltd.,lexnimble.in,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,True,6812,0,0,0,0,True,https://lexnimble.in,,
245,5,appsrow,appsrow.com,ASSOC:GESIA,NONE,-,False,True,6705,0,0,0,0,True,https://www.appsrow.com/,,
246,5,Emblix Solutions,emblixsolutions.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,False,6582,0,0,0,0,True,https://www.emblixsolutions.com/,,
247,5,Cadeploy Engineering Pvt Ltd,cadeploy.com,ASSOC:HYSEA,NONE,-,False,False,6473,0,0,0,0,True,https://cadeploy.com,,
248,5,FINT SOLUTIONS PRIVATE LIMITED,fintinc.com,ASSOC:HYSEA,NONE,-,False,True,5867,0,0,0,0,True,https://fintinc.com,,
249,5,myvi,myvi.in,ASSOC:GESIA,NONE,-,False,False,5796,0,0,0,0,True,https://www.myvi.in/,,
250,5,Zoondia Software Pvt. Ltd.,zoondia.com,ASSOC:GTECH,NONE,-,False,True,5722,0,0,0,0,True,https://www.zoondia.com/,,
251,5,Deccan AI Automation Private Limited,deccan.ai,ASSOC:HYSEA,NONE,-,False,False,5720,0,0,0,0,True,https://www.deccan.ai/,,
252,5,Plume Design India Private Limited,plume.com,ASSOC:HYSEA,NONE,-,False,False,5707,0,0,0,0,True,https://www.plume.com/,,
253,5,Husys Consulting Limited,husys.com,ASSOC:HYSEA,NONE,-,False,False,5702,0,0,0,0,True,https://husys.com,,
254,5,hrfirst,hrfirst.in,ASSOC:ITAAP,SOURCE_ONLY,copyright,False,False,5595,0,0,0,0,True,https://hrfirst.in,,
255,5,PROITCON SOLUTIONS LLP,proitconsolutions.com,ASSOC:HYSEA,NONE,-,False,False,5213,0,0,0,0,True,https://proitconsolutions.com,,
256,5,ODC APTS ISO Certifications Services,odchyd.com,ASSOC:HYSEA,NONE,-,False,False,5162,0,0,0,0,True,https://odchyd.com,,
257,5,reveation,reveation.io,ASSOC:GESIA,NONE,-,False,True,5036,0,0,0,0,True,https://www.reveation.io/,,
258,5,tej9,tej9.com,ASSOC:GESIA,DOMAIN_ONLY,wayback,False,False,4608,0,0,0,0,False,https://tej9.com,,
259,5,virtualheight,virtualheight.com,ASSOC:GESIA,DOMAIN_ONLY,wayback,False,False,4256,0,0,0,0,False,https://www.virtualheight.com/,,
260,5,Times World Media & Technology Solutions Pvt Ltd,timesworld.com,ASSOC:GTECH,DOMAIN_ONLY,wayback,False,False,3541,0,0,0,0,False,https://www.timesworld.com/,,
261,5,Lera Technologies Pvt. Ltd.,lera.us,ASSOC:HYSEA,DOMAIN_ONLY,wayback,False,False,3287,0,0,0,0,False,https://www.lera.us/,,
262,5,Targetorate Consulting LLP,targetorate.us,ASSOC:HYSEA,DOMAIN_ONLY,wayback,False,False,2693,0,0,0,0,False,https://targetorate.us,,
263,5,sesatsolutions,sesatsolutions.com,ASSOC:ITAAP,DOMAIN_ONLY,wayback,False,False,2529,0,0,0,0,False,https://sesatsolutions.com,,
264,5,juhnu,juhnu.com,ASSOC:ITAAP,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,http://juhnu.com,,
265,5,MA IT Solution Pvt. Ltd.,mait-solutions.com,ASSOC:HYSEA,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://www.mait-solutions.com/,,
266,5,mvgrce,mvgrce.com,ASSOC:ITAAP,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://mvgrce.com,,
267,5,synchrony,synchrony.com,ASSOC:HYSEA,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://www.synchrony.com/,,
268,5,ICE Data Services India Pvt. Ltd.,theice.com,ASSOC:HYSEA,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://www.ice.com/index,,
269,5,vectramind,vectramind.com,ASSOC:ITAAP,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://vectramind.com,,
270,5,visionempowertrust,visionempowertrust.org,ASSOC:HYSEA,DOMAIN_ONLY,wayback,False,False,0,0,0,0,0,False,https://visionempowertrust.org,,
271,0,EQS WEB TECHNOLOGIES PRIVATE LIMITED,eqs.com,ASSOC:GTECH,NONE,-,False,False,83384,0,0,0,0,True,https://www.eqs.com/,,
272,0,Waybeo Technology Solutions Pvt. Ltd.,waybeo.com,ASSOC:GTECH,SOURCE_ONLY,copyright,False,False,4968,0,0,0,0,False,https://www.waybeo.com/,,
273,0,clovetech,clovetech.com,ASSOC:ITAAP,NONE,-,False,True,4799,0,0,0,0,False,https://clovetech.com,,
274,0,Global Outlook Pvt. Ltd.,globaloutlook.com,ASSOC:HYSEA,NONE,-,False,False,4762,0,0,0,0,False,https://globaloutlook.com,,
275,0,Planful Software India Private Limited,planful.com,ASSOC:HYSEA,NONE,-,False,False,4698,0,0,0,0,False,https://planful.com,,
276,0,Vertafore India Pvt Ltd,vertafore.com,ASSOC:HYSEA,NONE,-,False,False,4630,0,0,0,0,False,https://www.vertafore.com/,,
277,0,Founding Minds Software Pvt. Ltd.,foundingminds.com,ASSOC:GTECH,NONE,-,False,True,4510,0,0,0,0,False,https://www.foundingminds.com/,,
278,0,Auropro Soft Systems Private Limited,auropro.com,ASSOC:HYSEA,NONE,-,False,False,4509,0,0,0,0,False,https://auropro.com,,
279,0,itechops,itechops.com,ASSOC:GESIA,NONE,-,False,True,4375,0,0,0,0,False,https://itechops.com,,
280,0,atomgeo,atomgeo.com,ASSOC:ITAAP,SOURCE_ONLY,copyright,False,False,4311,0,0,0,0,False,https://www.atomgeo.com/,,
281,0,S2Tech.Com India Pvt. Ltd.,s2tech.com,ASSOC:HYSEA,NONE,-,False,True,4295,0,0,0,0,False,https://s2tech.com,,
282,0,BrandFell Technologies PVT LTD,brandfell.com,ASSOC:GTECH,NONE,-,False,True,4293,0,0,0,0,False,https://brandfell.com,,
283,0,APPEN AI INDIA PRIVATE LIMITED,appen.com,ASSOC:HYSEA,NONE,-,False,False,4132,0,0,0,0,False,https://www.appen.com/,,
284,0,vsoft,vsoft.co.in,ASSOC:ITAAP,NONE,-,False,False,3884,0,0,0,0,False,https://www.vsoft.co.in/,,
285,0,Acheron Software Consultancy Pvt. Ltd.,acheron-tech.com,ASSOC:HYSEA,NONE,-,False,False,3863,0,0,0,0,False,https://www.acheron-tech.com/,,
286,0,Externetworks India Pvt. Ltd.,externetworks.com,ASSOC:HYSEA,NONE,-,False,False,3736,0,0,0,0,False,https://www.externetworks.com/,,
287,0,Alokin Software Pvt. Ltd.,alokin.in,ASSOC:GTECH,NONE,-,False,True,3682,0,0,0,0,False,https://alokin.in,,
288,0,CATALYCA,catalyca.com,ASSOC:GTECH,SOURCE_ONLY,copyright,False,False,3540,0,0,0,0,False,https://catalyca.com,,
289,0,ORGANO ECO HABITATS PRIVATE LIMITED,organo.co.in,ASSOC:HYSEA,NONE,-,False,False,3540,0,0,0,0,False,https://www.organo.co.in/,,
290,0,microhard,microhard.in,ASSOC:GESIA,NONE,-,False,False,3469,0,0,0,0,False,https://microhard.in,,
291,0,Zyxware Technologies Pvt. Ltd.,zyxware.com,ASSOC:GTECH,NONE,-,False,True,3405,0,0,0,0,False,https://www.zyxware.com/,,
292,0,DISPATCHTRACK INDIA PVT LTD,dispatchtrack.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,False,3372,0,0,0,0,False,https://www.dispatchtrack.com/,,
293,0,Learnpedia Edutech Pvt. Ltd.,learnpedia.in,ASSOC:HYSEA,NONE,-,False,False,3286,0,0,0,0,False,https://learnpedia.in,,
294,0,IdeaGCS Pvt Ltd,ideagcs.com,ASSOC:GTECH,NONE,-,False,True,3170,0,0,0,0,False,https://ideagcs.com,,
295,0,State Street Corporate Services Mumbai Pvt. Ltd.,statestreet.com,ASSOC:HYSEA,NONE,-,False,False,3114,0,0,0,0,False,https://www.statestreet.com/us/en,,
296,0,Xcubated Business Solutions Pvt. Ltd.,xcubated.com,ASSOC:GTECH,NONE,-,False,False,3097,0,0,0,0,False,https://www.xcubated.com/,,
297,0,Technocuz Software Solutions Pvt. Ltd.,technocuz.com,ASSOC:GTECH,NONE,-,False,True,3009,0,0,0,0,False,http://technocuz.com/,,
298,0,MAVEN FACILITY MANAGEMENT SERVICES PRIVATE LIMITED,mavenfms.com,ASSOC:HYSEA,NONE,-,False,False,2932,0,0,0,0,False,https://www.mavenfms.com/,,
299,0,Unisontech Services India Pvt Ltd,unisongroup.com,ASSOC:HYSEA,NONE,-,False,False,2840,0,0,0,0,False,https://unisongroup.com,,
300,0,Daiviksoft Technologies Private Limited.,daiviksoft.com,ASSOC:GTECH,SOURCE_ONLY,copyright,False,True,2827,0,0,0,0,False,https://daiviksoft.com,,
301,0,Colruyt It Consultancy India Pvt. Ltd.,in.colruytgroup.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,False,2777,0,0,0,0,False,https://in.colruytgroup.com,,
302,0,Innoneur IT Ventures Private Limited,innoneur.com,ASSOC:GTECH,SOURCE_ONLY,copyright,False,True,2770,0,0,0,0,False,https://www.innoneur.com/,,
303,0,People Prime Worldwide Private Limited,people-prime.com,ASSOC:HYSEA,NONE,-,False,False,2751,0,0,0,0,False,https://people-prime.com,,
304,0,SBase Technologies,sbasetech.net,ASSOC:HYSEA,NONE,-,False,False,2694,0,0,0,0,False,https://www.sbasetech.net/,,
305,0,Algoleap Technologies Private Limited,algoleap.com,ASSOC:HYSEA,NONE,-,False,True,2693,0,0,0,0,False,https://algoleap.com,,
306,0,Syntrio Technologies,syntrio.in,ASSOC:GTECH,NONE,-,False,True,2685,0,0,0,0,False,https://syntrio.in,,
