name,linkedinUrl,website,tagline,description,foundedYear,employeeCount,employeeCountRange,followerCount,companyType,industries,specialities,hqCity,hqCountry
Sourcebae,https://www.linkedin.com/company/sourcebae/,https://sourcebae.com/?utm_source=LinkedIn&utm_medium=social&utm_campaign=review_platform_tracking,Talent that trains tomorrow’s AI,"Talent that trains tomorrow's AI.  Sourcebae is an AI-powered expert platform that provides on-demand domain experts to AI labs and enterprises for model training, evaluation, and technical hiring.  Our 200,000+ technical professionals are vetted through Saira, our proprietary AI recruiter agent that conducts 500+ real-time interviews daily across 33+ languages with enterprise-grade anti-cheat detection.  What we do:  → AI Training & Evaluation Domain experts for RLHF data labeling, code evaluat",2022,91,51-200,242783,Privately Held,"Technology, Information and Internet","Remote Engineer, Contract Staffing, Dedicated Developer, AI Interviewer, Remote Work, Tech Hiring, Recruitment, data annotations , ai trainer",Indore,India
CraftandCode solutions private limited,https://www.linkedin.com/company/craft-code-solutions-pvt-ltd/,http://craftandcode.in/,A results-driven IT solutions company leveraging technology and analytics to drive business growth and profitability.,"We are experts in Web Application Development and Mobile App Development, delivering scalable, secure, and high-performance digital solutions.  We help businesses connect seamlessly with customers, integrate efficiently with vendors, and build strong digital ecosystems. From idea validation to growth, we support your business at every stage through strategic planning, development, testing, deployment, and continuous optimization. We specialize in custom web and mobile app development that helps ",,12,11-50,1125,Public Company,IT Services and IT Consulting,,Gwalior,India
Cubixsys Technologies PVT LTD,https://www.linkedin.com/company/cubixsys-technologies-pvt-ltd/,https://cubixsys.com/,We are an energetic team of innovative developers committed to turning your digital dreams into reality.,"Cubixsys Technologies PVT LTD is a comprehensive IT solution provider and corporation personalized app development firm founded in 2015. Our young squad of multi-skilled and multi-cultural technological tools has decided to join us on our journey to develop the most reliable and long-term employee and customer engagement model possible, with a central objective on inventions, technological advancements, corporation solutions, and constant improvement. With an average level of experience of far m",2015,18,11-50,5795,Privately Held,IT Services and IT Consulting,"App Development, Web Development, Blockchain, Artificial Intelligence, Machine Learning, UI/UX, Digital Marketing",Indore,India
Mobimint,https://www.linkedin.com/company/mobimintco/,www.mobimint.co,Your store in every pocket.,"Your store gets 80% of its traffic on mobile. But mobile websites convert at half the rate of desktop. The gap between your traffic and your revenue? That's the mobile app problem.  We built Mobimint to close it.  Mobimint is a no-code mobile app builder built exclusively for Shopify and WooCommerce stores.  Store owners install the plugin, design their app using a drag-and-drop builder, and go live on iOS and Android — usually within 48 hours. No developers. No agencies. No second dashboard to ",,4,2-10,35,Privately Held,Software Development,,Indore,India
Bitvision Technologies - FZCO,https://www.linkedin.com/company/bitvisiontechnologies/,https://www.bitvisiontechnologies.com/,UAE-Based Technology Partner for Custom Software & Digital Transformation,"We build Digital Products that help your business move forward.  BitVision Technologies is a UAE-based technology company helping businesses turn ideas, operational challenges and growth opportunities into scalable digital products.  We discover, design, build and support custom software solutions that are aligned with the way your business actually works. From initial strategy and UI/UX design to development, testing, deployment and long-term support, our team got you all covered.   What do we ",,1,11-50,3,Privately Held,IT Services and IT Consulting,"Custom Software Development, Web Application Development, Mobile App Development, SaaS development, Business Process Automation, UI/UX Design, Product Design, Product Design, API Integration, Software Testing & QA, Dedicated Development Teams, Digital Transformation, Software Product Development, Enterprise Software Development, IT Consulting",Dubai,United Arab Emirates
Vigility Technologies Private Limited,https://www.linkedin.com/company/vigility-technologies-private-limited/,http://www.vigility.in,Your True Partner,"Vigility Technologies: Empowering Enterprises with Intelligent IT and AI Solutions  At Vigility Technologies, we're at the forefront of transforming enterprise IT landscapes through innovative solutions that drive efficiency, security, and growth. With deep expertise in IT service management, we specialize in observability, infrastructure monitoring, cybersecurity services, cloud optimization, and application performance monitoring—ensuring your operations run seamlessly in today's dynamic digit",2017,39,11-50,2857,Privately Held,IT Services and IT Consulting,"Enterprise Management Solution, Software Development, ERP Consulting, Infrastructure Management, Robotics Automation, Outsource Consulting",Indore,India
TCQ IT Solutions,https://www.linkedin.com/company/techconqueror/,https://techconqueror.com,Empowering Digital Growth with Scalable IT Solutions.,"Your Trusted Technology Partner. At Techconqueror, we’re more than just development company — we’re solution architects. With a passionate team of experienced professionals, we specialize in building high-performance web platforms, mobile applications, and scalable cloud solutions.",2025,18,11-50,182,Sole Proprietorship,IT Services and IT Consulting,"Mobile application development, Software Development, CMS, E-commerce platform development, CRM', Website Development",Dewas,India
LMS Solutions (India) Pvt. Ltd.,https://www.linkedin.com/company/lms-solutions-india-pvt-ltd/,http://www.lmsin.com,Dedicated to Deliver,"Incorporated in 2008, We are full-fledged software design and development company, offering top of the line solutions to its clients globally. With the purpose to offer the exceptional services and as per our clients’ needs, we have expanded our international office in USA and the development center in Indore.  With a team of 250+ experienced and enthusiastic resources in various areas of technologies, design, and quality control, we are proudly known as the full-stack technology partners for ou",2008,234,201-500,6363,Privately Held,IT Services and IT Consulting,,Indore,India
Swifnix Technologies,https://www.linkedin.com/company/swifnixtechnologies/,https://swifnix.com/,Development is our Passion,"As a leading IT services company, we specialise in software development with a focus on providing top-notch services and innovative products to our clients and partners. Our service offerings include cutting-edge technologies such as Web 3, NFT, and Metaverse development, as well as traditional services like web development, mobile app development, digital marketing, UI/UX design, and automation testing. Our team of experts is dedicated to providing exceptional value to our clients through servi",2015,21,11-50,3128,Partnership,IT Services and IT Consulting,"MOBILE APPLICATION DEVELOPMENT, SOFTWARE PRODUCT DEVELOPMENT, WEB DEVELOPMENT, INDUSTRIAL & CORPORATE TRAINING SERVICES, INTERNET MARKETING , SEO, Security, Security solutions, android app development, ios app development , web3 , automation testing, AWS, Full stack Development , design support , AI Tools, digital marketing",Gwalior,India
Msgclub,https://www.linkedin.com/company/msgclub-net---india/,http://msgclub.net,"We are communications platform solutions provider company.- Inhouse developed application, Open for Customisation ","We have established our company as a bulk SMS service provider in the year 2009. Our company's office is situated at the business capital of Madhya Pradesh, Indore.   Starting off as a bulk SMS provider, we have expanded ourselves in a various division like Voice Call, Missed call alert, URL Shortener, SMS plugins, Software integrations etc. This has made us a complete solution provider for those who wish to gain competitive excellence. We have a team of 50+ professionals who have come together ",2009,16,11-50,782,Privately Held,IT Services and IT Consulting,"Communication Solution, Communication API, Bulk SMS SMPP, Bulk SMS Platform, Voice OBD, Whatsapp Business API, Whatsapp Green tick Solution, RCS, IVR, IVRS, Bulk SMS API",Indore,India
DigiChum Infotech,https://www.linkedin.com/company/digichum-infotech/,http://digichuminfotech.com,Building AI-First Systems for Smarter Business Growth,"DigiChum Infotech is an AI‑first technology company based in Indore, India, helping businesses build smarter, scalable, and future‑ready systems.  We specialize in designing AI‑driven solutions alongside robust software development, enabling companies to move from manual operations to intelligent, automated workflows.  Our core belief is simple: AI should not be a buzzword it should be a practical tool to solve real business problems.  What We Do :  We partner with startups and enterprises to: •",2023,29,51-200,2217,Partnership,IT Services and IT Consulting,"Artificial Intelligence (AI), Machine Learning (ML), Generative AI & LLM Integrations, AI Workflow Automation, Custom Software & SaaS Development, Web (React, Angular, Node, Vue), Mobile (Flutter, React Native, iOS, Android), Backend (Java, Spring Boot, Python, FastAPI, Django), Data Engineering & Analytics, Cloud & Scalable Architecture",Indore,India
Brillsense Private Limited,https://www.linkedin.com/company/brillsense/,http://www.brillsense.com,Brilliant Sense of Rapid Growth,"Thank you for reaching out to us & considering Brillsense Pvt. Ltd. as your Business Strategy | Branding | IT Partner. Incepted in the year 2014 Brillsense Pvt. Ltd. is an ISO, CE, GMP, and FDA certified Private Limited Company, an Innovative DIPP recognized startup company in India, dealing in Public Relations [PR], Information Technology [IT], Digital Marketing & Startup Sectors.  We Empower Brands to Grow Digitally We love social media, connecting with people, knowing their thoughts, engaging",2014,31,11-50,2083,Privately Held,IT Services and IT Consulting,"Customise software solutions  , Cost Effective Search Engine Optimization, Cross Platform Mobile Applications, Digital Marketing, Startup Product Development, Branding, PPC, Public Relation, Social Media Management, Professional Website ",Ujjain,India
Tecpinion,https://www.linkedin.com/company/tecpinion/,https://www.tecpinion.com/,Delivering IT End-To-End,"Tecpinion is a trusted technology company that offers software development services and provides ready B2B solutions across industries. With more than 6 years of experience and a team of 20+ passionate developers, we have been instrumental in the digital transformation of more than 100 businesses from across the world.  We have rolled our successful digital businesses in the Market that are actually running, have a huge user base, stakeholders are reaping profits from their operations and lastly",2016,35,11-50,3252,Sole Proprietorship,Information Technology & Services,"software development, website design & development, mobile app design & development, fantasy sports software, sports betting software solutions, eSports tournament, online casino, live casino, healthcare solutions & services, telemedicine platform, telepharmacy software, custom development services, iGaming, project management, startup software development",Indore,India
DSS Digital Success Solutions LLP,https://www.linkedin.com/company/dss-digital-success-solutions-llp/,https://digitalsuccesssolutions.in/,Your Satisfaction is Our Success,"DSS Digital Success Solutions LLP is a technology and digital growth partner helping businesses build, scale, and automate their digital presence. With 6+ years of industry experience, we have successfully delivered 1,600+ projects for 950+ clients, including businesses across India and international markets. We combine technology, performance marketing, creative strategy, and business growth to help brands generate visibility, qualified leads, customers, and sustainable revenue. Our Core Servic",2021,16,11-50,565,Privately Held,IT Services and IT Consulting,"Website Developement, Application Development, Custom website developement, Cross Platform Mobile application developement, UI/UX designing",Indore,India
NI Ventures Pvt. Ltd.,https://www.linkedin.com/company/ni-ventures-pvt-ltd/,,"Leading the region’s restaurant industry with quality, service, and sustainable growth for all stakeholders.","NIVPL is the parent company of 14 diverse restaurant and catering brands, built on a legacy of passion, consistency, and innovation.  We are committed to delivering exceptional food quality, world-class service, and the highest standards of hygiene across all our ventures. From fine dining restaurants to large-scale catering services, our focus is on creating memorable experiences for our customers while ensuring sustainable growth and strong partnerships with our stakeholders.",2017,27,501-1000,252,Privately Held,Hospitality,"Hospitality, Restaurants, Events, Catering",Belgaum,India
InfoSparkles IT Solution LLP,https://www.linkedin.com/company/infosparkles-it-solution/,http://infosparkles.com/,We at InfoSparkles believe in excellence and delivering top-notch work to turn a good idea into a successful enterprise.,"Our foremost objective is to ensure our clients' complete satisfaction while delivering top-notch quality in every aspect of our work. Our comprehensive suite of services encompasses e-commerce solutions, website development, consulting services, internet marketing, as well as mobile app development and maintenance.  Our unwavering passion for branding, coupled with our team's diverse backgrounds and profound industry expertise, empowers us to craft bespoke, cutting-edge solutions tailored to th",2017,29,11-50,23174,Partnership,IT Services and IT Consulting,"Website development, Mobile app development, Graphic design and UI UX, IT services and Consulting, Online store development, Wordpress, Shopify, WIX and Opencart, Laravel, Codeigniter and PHP, IOS and Android app, Support and maintenance, CRM, ERP, POS and business management dashboard, Complete Restaurant management system, Food delivery app, Job seeker and provider app, On demand service app, Hardware connectivity, Full stack developer",Indore,India
Morse Consulting,https://www.linkedin.com/company/morseconsulting/,www.morseconsulting.co,Innovating Progress & Delivering Excellence,"At Morse Consulting, we consider ourselves more than just a provider of services, we are your strategic allies in achieving success. Our goal is to offer innovative solutions tailored to meet your business requirements, ensuring your edge over the competition.   Established in 2025, Morse Consulting is a reliable partner for top-tier MSP programs and specialize in recruitment-based talent acquisition, delivering multi-sector staffing solutions to Fortune 500 companies worldwide.   Morse Consulti",2025,16,11-50,1314,Privately Held,IT Services and IT Consulting,"IT Strategy, Software Engineering, IT Workforce Services, Product development",Indore,India
Softinator TechLabs Private Limited,https://www.linkedin.com/company/softinator/,https://softinator.com,"Digitizing Dreams, Expanding Horizons.","Step into the world of technological mastery with Softinator TechLabs, where we bring your digital dreams to life. As pioneers in AI, Mobility, Web, Cloud, Development, IoT, AR, and Security Solutions, we're more than just an IT company; we're your partners in innovation and growth.  Here at Softinator TechLabs, our heartbeat is the pulse of technology. With our deep-rooted passion for crafting bespoke digital experiences, we empower businesses across the spectrum to soar in the ever-changing di",2009,69,201-500,3514,Privately Held,IT Services and IT Consulting,"LLM Training, Custom Model Development, n8n Automation and Integration, Workflow Automation, AI Model Optimization and Fine Tuning, Generative AI Solutions, NLP and Large Language Model Engineering, AI Consulting and Strategy, AI Powered Chatbots, Cybersecurity AI, Payload CMS Development, Low Code Development, Big Data and Data Science, AI in Healthcare, Drag and Drop Web App Development, Data Annotation Services",Indore,India
i-SOFTZONE,https://www.linkedin.com/company/i-softzone/,http://www.isoftzone.com,Think Software Think i-SOFT,"i-Softzone specializes in the business of providing Software Development and website design & development services to its clients. i-Softzone's expertise lies in reducing costs and enhancing productivity by bringing the strategic advantage of website designing and Software Development to our customers.",2009,25,51-200,2467,Sole Proprietorship,Information Technology & Services,"Software Development, Website Designing & Development, Search Engine Optimization, Customized Software",INDORE,India
Open Source Connect,https://www.linkedin.com/company/open-source-connect/,https://www.osconnect.org/,Connecting the World Through Open Source.,"Open Source Connect is an international open-source community initiative dedicated to connecting developers, contributors, and tech enthusiasts across the world. We provide learning programs, hands-on contributor opportunities, and international networking events to help individuals grow in open-source development.  Our vision is to establish the world’s most trusted and inclusive open-source network, enabling millions to gain hands-on experience, enhance their skills, and grow professionally. W",2025,605,11-50,17638,Educational Institution,Education,,Delhi,India
Ixora Infotech Private Limited,https://www.linkedin.com/company/instate-infotech-private-limited/,http://www.ixorainfotech.com,Empowered by Innovation,"Ixora Infotech is a global leader in next-generation digital services and consulting. We enable clients in different countries to navigate their digital transformation. With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through the many next of their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital ",2013,21,51-200,2460,Privately Held,IT Services and IT Consulting,"Android, IOS, Web development, React Native, Mobile App development, Flutter, Node.js, Laravel, Codeigniter, Web App, Html, CSS",Indore,India
Nanostack.io,https://www.linkedin.com/company/nanostackio/,https://nanostack.io,"NanoStack Software: Pioneering Innovation in Software Solutions for a Smaller, Smarter World","NanoStack Software is a cutting-edge technology company at the forefront of innovation. We specialize in developing advanced software solutions that harness the power of nanotechnology to create a smaller, smarter world. Our mission is to revolutionize industries through our expertise in coding, entrepreneurship, and research and development.  At NanoStack Software, we are driven by a passion for pushing the boundaries of what is possible in the tech world. Our dedicated team of developers and r",2023,11,2-10,595,Sole Proprietorship,IT Services and IT Consulting,"software development, it industry, passinate developers",Bhopal,India
Zehntech,https://www.linkedin.com/company/zehntech-technologies/,https://www.zehntech.com/,"We build IT solutions for business challenges.
","Founded in 2013, Zehntech is a certified Odoo Ready Partner specializing in Odoo ERP that helps businesses streamline operations, automate processes, and drive growth.  We deliver end-to-end Odoo services—implementation, customization, integration, and migration- to unify core functions like CRM, Sales, Inventory, Accounting, HR, and Manufacturing into a single scalable platform.  Zehntech supports organizations in modernizing systems, optimizing workflows, and scaling digital infrastructure wit",2013,135,51-200,34906,Privately Held,IT Services and IT Consulting,"IIOT, Enterprise Work Flow Automation, Data Science, Job Scheduler, Application Management Service, NodeJS, AngularJS, web development, mobile app development, Cloud migration, Robotic Process Automation, Digital Marketing, Custom WordPress Development, Saas Development, Data Visualization, Dev Ops Services, Workload Automation,  Robotic Process Automation, Managed File Transfer, Odoo website development, Odoo migration services, odoo implemetation services, odoo apps and themes development, Artificial Intelligence",Indore,India
CDN Solutions Group,https://www.linkedin.com/company/cdnsolutionsgroup/,https://www.cdnsol.com,"Consistently Delivering Quality Solutions in Custom Software Development, Web and Mobile App Development.","CDN Solutions Group a leading App development company, started off as a team of four in the year 2000, by two passionate entrepreneurs, Mr. Surajit Mitra and Mr. Chetan Naik, who had this irresistible dream of building an organization that would embrace everything from soup to nuts of the IT services Industry. CDN Solutions Group Achievements:  # Glad to be listed among Top 15 Python Development Companies Worldwide # Elected as Top eCommerce Development Companies 2018 -Goodfirms.co # Listed in T",2000,252,201-500,17413,Privately Held,IT Services and IT Consulting,"IT Services, Mobile app Development, Software Development, Website Development, Web designing, Smart living solution, PHP, HTML5, Ruby on Rails, Internet of things, Dot Net, Ecommerce, iPhone, Quality  Testing, Android, Mobile Computing, Joomla, Bootstrap, Cross patform, Beacon, Hardware Integration, Blockchain, ibeacon, reactjs, NodeJS, AngularJS, Smart Contract, dAPP, ICO Development, NFT Development, Protocol Development, Wallet Development, Defi, Metaverse Development, DAO",Indore,India
Mute Web Technologies Pvt Ltd,https://www.linkedin.com/company/mw-technologies-pvt-ltd/,http://www.mutewebtechnologies.com,White-Label WordPress & Shopify Development for Agencies | 1500+ Projects | NDA on Every Build,"Some of the best agency work in the US, UK, and Europe has Mute Web behind it.  The clients who received it never knew we existed. That is exactly how we designed it.  Mute Web Technologies is a white-label WordPress and Shopify development company built exclusively for digital agencies, web design studios, and creative consultancies who need a development team they can trust with their most valuable asset — their client relationships.  We don't compete with agencies. We power them.  When an age",2016,13,51-200,3692,Privately Held,IT Services and IT Consulting,"White Label Development, WordPress Development, Shopify Development, Agency Partner, WooCommerce, Mobile App Development, AI Development & Integration, White Label Agency, Digital Agency Partner, E-Commerce Development, Webflow, Go High level Development, UI/UX Design, Backend Development, MVP Development",Indore,India
Augment Infotech Private Limited,https://www.linkedin.com/company/augment-infotechprivate-limited/,,Augmenting Businesses with Smart IT Solutions,"Augment Infotech Private Limited is an IT consulting and services provider based in Indore, India. We help businesses optimize, manage, and scale their technology through reliable IT consulting, managed services, technical support, and infrastructure solutions. Our focus is on delivering secure, efficient, and scalable IT systems that support business growth. With a client-centric approach and strong technical expertise, we enable organizations to navigate digital transformation with confidence ",2026,26,51-200,2395,Privately Held,IT Services and IT Consulting,"custom software development , web development , SaaS Development , Mobile App Development ",Indore,India
Anav WebTech Private Ltd.,https://www.linkedin.com/company/anav-webtech-pvt-ltd/,https://anavwebtech.com,"Beyond Technology, Building Intelligent Solutions.","Anav WebTech provides specialized workstream capacity to boutique OutSystems, AI, and ServiceNow agencies across the US, Canada, Australia, and Malaysia — under your brand, on your terms. ISO 27001 and ISO 9001:2015 certified. 50+ certified OutSystems developers, 10+ architects, 60+ team members. NDA-first engagement, MSA/SOW ready, W-8BEN-E on file, USD billing — built for fast contract onboarding with established agencies. Since 2022, we've delivered for 30+ clients across 5 geographies, with ",2022,54,51-200,3729,Privately Held,IT Services and IT Consulting,"OutSystems, Low Code - No Code, training, lowcodenocode, partnership",Bhopal,India
DigiGyor Tech Pvt Ltd.,https://www.linkedin.com/company/digigyor/,digigyor.com,Accelerating Brands to 10X Growth with Digital Power 🚀,"DigiGyor helps businesses to supercharge their growth and revenue. Our expertise lies in driving 10x growth for Amazon sellers and transforming digital strategies that lead to long-term success.   💼 𝗦𝗽𝗲𝗰𝗶𝗮𝗹𝗶𝘇𝗲𝗱 𝗘𝘅𝗽𝗲𝗿𝘁𝗶𝘀𝗲 𝗧𝗵𝗮𝘁 𝗣𝗼𝘄𝗲𝗿𝘀 𝗕𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝗚𝗿𝗼𝘄𝘁𝗵 & 𝗗𝗶𝗴𝗶𝘁𝗮𝗹 𝗧𝗿𝗮𝗻𝘀𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻  🚀 𝗔𝗺𝗮𝘇𝗼𝗻 𝗔𝗰𝗰𝗼𝘂𝗻𝘁 𝗠𝗮𝗻𝗮𝗴𝗲𝗺𝗲𝗻𝘁 We ensure full account setup, optimization, and fix technical or policy-related errors. Providing services including listings, research, brand registry, and catalog creation.  📈 𝗔𝗱𝘃𝗲𝗿𝘁𝗶𝘀𝗶𝗻𝗴 & 𝗣𝗣𝗖 𝗠",2018,30,11-50,4529,Privately Held,Information Technology & Services,"smm, UI/UX design, Web Development, App Development, Mobile Applications, Meta Ads, Shopify, ecommerce, Ebay, Graphic Designing, SEO, Content Writing, SMM, Social Media Management, Amazon account management, Wordpress, Amazon A+ content, Premium A+ content, Project Management, Customer Support, Copywriting, Google Adwords, Amazon PPC, Amazon Product Listing, Branding, Content marketing, Digital marketing, Website development, PHP websites, Logo designing, Packaging design",Indore,India
InfoKoders Technologies Private Limited,https://www.linkedin.com/company/infokoders-technologies/,https://www.infokoders.com,World Class Software Development & Solutions Company | Hire Dedicated Resources,"InfoKoders Software Technologies is a `high tech and global professional company that specializes in digital technologies. With unbeatable experience and specialized talents across more than 20 industries, we offer development, Enterprise Mobile & web applications development, and Hybrid app development with a wide array of engagement models like dedicated staffing solution, offshore development, and more, specially designed to achieve customer development wants.  Every day, our enthusiast profe",2021,22,11-50,1524,Privately Held,IT Services and IT Consulting,,Indore,India
Loyaltics Tech Private Limited,https://www.linkedin.com/company/loyaltics-tech-pvt-ltd/,https://bzloyalty.com/,"We build CleanLoyalty™, SFA , DMS , RMS 
Simple Journeys. Honest Rewards.","Loyaltics Tech Private Limited is a next-generation loyalty and retention engine built to help brands accelerate customer lifetime value, increase repeat revenue, and create high-engagement customer ecosystems.  Powered by a flexible rules engine, Loyaltics lets you launch dynamic programs such as points, cashback, tiers, referrals, gamified journeys; without apps, heavy tech integrations, or operational complexity.  Whether you're in retail, F&B, salons, e-commerce, or services, Loyaltics equip",2024,13,11-50,514,Privately Held,IT Services and IT Consulting,,Indore,India
LendingLogik,https://www.linkedin.com/company/lendinglogik/,https://www.lendinglogik.com/,"Delivering transformational value to Lending Companies, with AI, Salesforce, Cloud & Full Stack technologies.","LendingLogik: Transforming Lending with AI & Salesforce.  At LendingLogik, we empower lending companies to thrive in a digital-first world. By delivering cutting-edge AI and Salesforce-powered solutions, we enable ‘Digital Lending’ and automations that streamline operations, reduce costs, enhance efficiency and borrower experience. With over two decades of experience serving lenders across Australia, USA, Canada, and UK, we combine our expertise in AI, Salesforce, Cloud, and Full-Stack technolog",,57,51-200,453,Privately Held,IT Services and IT Consulting,"AI, Salesforce",,
Rayosys,https://www.linkedin.com/company/rayo-sys/,https://www.rayosys.com,Global IT Consulting & AI-Powered Solutions | Staff Augmentation Services | Pre-Vetted Developers Available on Contract ,"Rayosys Services Pvt. Ltd., headquartered in the vibrant city of Indore, India, is a global leader in providing innovative and cutting-edge technological solutions. Originally founded as Webmosk Softwares in 2016, we have since evolved into Rayosys, representing not just a change in name but a testament to our global reach and commitment to excellence.  Our Global Presence :   With a strong foothold in Indore, we have expanded our footprint to four more countries: the United States, the United A",2016,47,51-200,5680,Privately Held,IT Services and IT Consulting,"Web Design, Web Development, Mobile App Development, IT Consulting , Digital Marketing, UI/UX Design, Wordpress Website Design, React / Node Development, SEO, Salesforce, React Native, Flutter, MERN Stack, Full Stack, Graphics Design, Paid Marketing, Lead Generation, Ecommerce Development, Social Media Post Design, US Staffing Services, Managed Services , Providing Remote Developers, Staff Augmentation, Staffing, Gen AI, AI/ML",Indore,India
ABIR Networks®,https://www.linkedin.com/company/abirnetworks/,https://www.abirnetworks.com,Next Gen. Cybersecurity Team,"Founded in 2017, ABIR Networks is a fast-growing cybersecurity company specializing in Penetration Testing, Risk Advisory, Cloud Security, and Bug Bounty Management. Our mission is to help businesses proactively secure their assets, streamline security testing, and optimize costs with flexible, output-based models.  With a dynamic team of 25+ cybersecurity experts and over a decade of deep industry experience, we have built a reputation for delivering actionable security insights and real-time p",2017,40,11-50,1274,Privately Held,Information Technology & Services,"Penetration Testing, Risk Advisory, Mobile Security, Code Review, Cloud Security & DevSecOps, IOT Pentest, Threat Modeling, HIPPA, FDA",Bhopal,India
TOSS Solutions [ Training | Outsourcing | Sales | Service ],https://www.linkedin.com/company/tosssolution/,https://tosssolution.com/,TOSS – Structuring Data. Driving Growth.,"TOSS Stands for Training Outsourcing Sales and Services, We are a woman-owned ed-Tech Start up, that was founded on the principles of developing and delivering high-quality Services. We offer Artificial Intelligence, Machine Learning, Business Intelligence and BPO services to FlipKart, Shopsy,  Defined Crowd, Playment, Uplara, Markteck Solutions, Trell and more.  TOSS SOLUTIONS has been providing training, outsourcing (Business & Manpower) and IT services with highest quality and on time deliver",2019,100,51-200,1206,Partnership,IT Services and IT Consulting,"Training , Outsourcing, Sales, Sevices, Annotation, Transcription, BPO, Telesales, Chatbot, Artificial Intelligence , Machine Learning, Product mapping, Business Intelligence",Jabalpur,India
Camncloud,https://www.linkedin.com/company/camncloud/,https://camncloud.com/,We Monitor What Matter You The Most,"Camncloud is a Cloud Video Surveillance platform, for streaming, sharing, storing & analysing any surveillance device. We are the only platform, supporting, Analog & IP cameras of almost any major surveillance brand.  Camncloud brings cutting-edge Cloud and Edge technology to streamline operations, enhance business security & productivity, and deliver robust smart surveillance solutions for modern organisations. We are trusted by shops, retail shops, showrooms, schools, universities, corporate o",2015,21,11-50,1128,Privately Held,IT Services and IT Consulting,"Cloud Storage, Live CCTV Streaming, Video Analytics, IoT, Transport Monitoring, VSaaS, Cloud Based Software, Cloud Video Surveillance, Artificial Intelligence, Computer Vision AI, Cloud based, Smart Security, Business Productivity, Operational Efficiency, Real time, Monitoring, Peace of Mind, Home Security, Industry Security, Remote Location, Low bandwidth support, Edge Solution, Cloud Solution, Customised Solutions",Indore,India
Karmyug,https://www.linkedin.com/company/karmyug/,https://karmyugtechzone.in/,"Unlock your tech potential with our cutting-edge IT training programs, designed to propel your career forward.","Karmyug Tech Zone is an innovative educational hub in Ratlam, dedicated to providing high-quality tech education and career guidance at an affordable price. Our mission is to empower students and professionals with the skills and knowledge needed to thrive in today's competitive tech industry.  We offer a wide range of practical courses, competitive exam preparation, and free workshops designed to help you reach your full potential. With expert faculty, hands-on projects, and placement assistanc",2023,20,2-10,549,Self-Employed,IT Services and IT Consulting,"Web Development, App Development, Full Stack Development, Backend Development, Frontend Development, Three.js, Digital Marketing, Placement Assistance, AI tools, Aptitude, Mock Interviews, Python, C, C++",Ratlam,India
InnovateNX,https://www.linkedin.com/company/innovatenx/,https://innovatenx.com,Electronics and Electrical Products Manufacturing Company with a vision to make Green Energy Products,"InnovateNX is an electronics and electrical product manufacturing company with a vision to make green energy products. Our product range begins with Led Lights. We have a inhouse manufacturing plant of Street Lights, Flood Lights, HighBay Lights.",2024,11,11-50,210,Partnership,Electric Lighting Equipment Manufacturing,"Energy Efficient, Made in India, Power Saving",,
IndoriCoders,https://www.linkedin.com/company/indoricoders/,www.indoricoders.com,Empowering Tomorrow's Innovators Today: IT Services and Training Excellence with Indoricoders,"Indoricoders leads the way in IT excellence, offering comprehensive services and expert training programs tailored for college students. Our commitment to innovation and education ensures that we not only meet current IT needs but also prepare future generations of tech leaders with cutting-edge skills and knowledge.",2024,28,11-50,1308,Privately Held,IT Services and IT Consulting,"Python, Django, React, MERN, DSA, ITtraining, computer education, Developer Training",Indore,India
DIGITALE-SAMARTH LLP,https://www.linkedin.com/company/digitale-samarth-llp/,www.digitalesamarth.com,Make Your Business Digitally Samarth,"We Provide Complete digital marketing services like Social Media Marketing, Website Development, Graphic design, Search Engine Optimization, Google ads Theatre ads and Railway Audio Ads. ",2023,11,2-10,64,Partnership,Digital Accessibility Services,"Branding Agency, social media marketing",Satna,India
BridgeFix Technology,https://www.linkedin.com/company/bridgefix/,https://bridgefix.co/,"Empowering Innovation, Enhancing Lives.","Bridgefix Technology Pvt. Limited is a global leader providing comprehensive solutions in both software development and engineering services, offering cutting-edge technology and manpower solutions to help businesses thrive.  Founded in September 2021 and located in Indore, India, we have quickly grown into a team of 50-100 highly skilled professionals serving 60+ satisfied clients globally. Our services span across two primary areas:  * Software Development and Consultant Services:  Bridgefix e",2020,65,51-200,20145,Privately Held,IT Services and IT Consulting,,Indore,India
AT Technologies,https://www.linkedin.com/company/at-technologiesindore/,www.attechnologies.in,Lets Create Future Together,"At AT Technologies, we are not just developers; we are dreamers, creators, and innovators dedicated to crafting exceptional iOS applications. WE HELP COMPANIES SHAPE THE FUTURE through our expertise in iOS development, delivering sleek, high-performance apps that drive growth and create impact.  From ambitious startups to established enterprises, we have successfully launched numerous iOS applications across industries such as healthcare, finance, fitness, and education. Every project is an oppo",2020,15,2-10,1837,Partnership,IT Services and IT Consulting,"iOS Development, Mobile App Development",Indore,India
