company_name,domain,domain_source,city,state_region,phone,email,source,profile_url,first_seen_run,notes,reason
Cubet Techno Labs Pvt.Ltd,cubettech.com,listed,Kochi,Kerala,0484-4054324,infopark@cubettech.com,infopark,https://infopark.in/companies-profile/cubet-techno-labs-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Currentware India Pvt Ltd.,currentware.com,listed,Kochi,Kerala,+91-484-4055678,india@codework-solutions.com,infopark,https://infopark.in/companies-profile/currentware-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
CVS Info Solutions Private Limited,cvsinfosolutions.com,listed,Kochi,Kerala,+918921947372,Aditya@cvsinfosolutions.com,infopark,https://infopark.in/companies-profile/cvs-info-solutions-private-limited,2026-08-19,,dup_domain_within_scrape
Cybrosys Technologies Pvt. Ltd.,cybrosys.com,listed,Kochi,Kerala,0484 320 0080,info@cybrosys.com,infopark,https://infopark.in/companies-profile/cybrosys-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Daddara,daddara.in,listed,Kochi,Kerala,8921062753,mail@daddara.in,infopark,https://infopark.in/companies-profile/daddara,2026-08-19,,dup_domain_within_scrape
DBiz AI Solutions Pvt. Ltd.,dbiz.ai,listed,Kochi,Kerala,9995617998,ThePeopleDesk@dbizsolution.com,infopark,https://infopark.in/companies-profile/dbiz-ai-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Difinity Digital,difinitydigital.com,listed,Kochi,Kerala,+91 99950 99789,careers@difinitydigital.com,infopark,https://infopark.in/companies-profile/difinity-digital,2026-08-19,,dup_domain_within_scrape
Digiora Technologies Pvt.Ltd.,digiora.com,listed,Kochi,Kerala,0484 4061387,info@digiora.com,infopark,https://infopark.in/companies-profile/digiora-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Dimensions Cybertech India Pvt. Ltd.,dimensionslive.com,listed,Kochi,Kerala,080-61860333,info@dimensionslive.com,infopark,https://infopark.in/companies-profile/dimensions-cybertech-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Distinct Infotech Solutions,distinctinfotech.com,listed,Kochi,Kerala,+91 9074508742,hradmin@distinctinfotech.com,infopark,https://infopark.in/companies-profile/distinct-infotech-solutions,2026-08-19,,dup_domain_within_scrape
DOCGIANT SERVICES INDIA PVT.LTD.,docgiant.in,listed,Kochi,Kerala,6282503130,hrd@docgiant.in,infopark,https://infopark.in/companies-profile/docgiant-services-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Dynactionize India Pvt Ltd,consono.ai,listed,Kochi,Kerala,+91 91 880 70144,info-india@dynactionize.com,infopark,https://infopark.in/companies-profile/dynactionize-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
EGC Global Services India Pvt Ltd,theegc.com,listed,Kochi,Kerala,+91 9946567777,egcgshr@psmicorp.com,infopark,https://infopark.in/companies-profile/egc-global-services-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
EMATRIX SOFTWARE PRIVATE LIMITED,ematrixsoftware.com,listed,Kochi,Kerala,+917356451100,info@ematrixsoftware.com,infopark,https://infopark.in/companies-profile/ematrix-software-private-limited,2026-08-19,,dup_domain_within_scrape
Emergio Technologies Pvt Ltd,emergiogames.com,listed,Kochi,Kerala,+91 7593898080,nisha@emergiotech.com,infopark,https://infopark.in/companies-profile/emergio-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Empay Software Solutions Private Limited,,backfill_needed,Kochi,Kerala,0484-4865189,info@empaysoft.com,infopark,https://infopark.in/companies-profile/empay-software-solutions-private-limited,2026-08-19,,dup_name_within_scrape
Empress InfoTech,empressinfotech.com,listed,Kochi,Kerala,0484-4042440,hr@empressinfotech.com,infopark,https://infopark.in/companies-profile/empress-infotech,2026-08-19,,dup_domain_within_scrape
Emsyne Technologies Private Limited,emsyne.com,listed,Kochi,Kerala,"0484-6677602 , 0484-6677",jobs@emsyne.com,infopark,https://infopark.in/companies-profile/emsyne-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
EnergyScape Renewables LLP,energyscaperenewables.com,listed,Kochi,Kerala,+91 9207130069,info@energyscaperenewables.com,infopark,https://infopark.in/companies-profile/energyscape-renewables-llp,2026-08-19,,dup_domain_within_scrape
EPI-USE India Pvt.Ltd.,epiuse.com,listed,Kochi,Kerala,+91 9778316023,hr_cochin@epiuse.com,infopark,https://infopark.in/companies-profile/epi-use-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Eqsoft Business Solutions Pvt Ltd,eqsoftonline.com,listed,Kochi,Kerala,9946017660,hr@eqsoftglobal.com,infopark,https://infopark.in/companies-profile/eqsoft-business-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Exor India Pvt Ltd.,hr.in,listed,Kochi,Kerala,04842415101,hr.in.cochin@exorint.com,infopark,https://infopark.in/companies-profile/exor-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Expeed Software Private Limited,expeed.com,listed,Kochi,Kerala,0091- 9633066613,info@expeed.com,infopark,https://infopark.in/companies-profile/expeed-software-private-limited,2026-08-19,,dup_domain_within_scrape
Experion Technologies,experionglobal.com,listed,Kochi,Kerala,04843067309,careers@experionglobal.com,infopark,https://infopark.in/companies-profile/experion-technologies,2026-08-19,,dup_domain_within_scrape
Extravelmoney Technosol Private Limited,extravelmoney.com,listed,Kochi,Kerala,9072000850,join@extravelmoney.com,infopark,https://infopark.in/companies-profile/extravelmoney-technosol-private-limited,2026-08-19,,dup_domain_within_scrape
Facade Global Pvt. Ltd.,facadeglobal.in,listed,Kochi,Kerala,+91 0484 4010129,info@facadeglobal.com,infopark,https://infopark.in/companies-profile/facade-global-pvt-ltd,2026-08-19,,dup_domain_within_scrape
FDC Web Technologies Pvt Ltd,financial.com,listed,Kochi,Kerala,7025118844,recruitment.india@financial.com,infopark,https://infopark.in/companies-profile/fdc-web-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Federal Operations and Services Ltd (FedServ),fedserv.co.in,listed,Kochi,Kerala,"04842412048, 8089908700",careers@fedserv.co.in,infopark,https://infopark.in/companies-profile/federal-operations-and-services-ltd-fedserv-1,2026-08-19,,dup_domain_within_scrape
Fine Destination,finedestination.co.in,listed,Kochi,Kerala,7012155322,Career@finedestination.co.in,infopark,https://infopark.in/companies-profile/fine-destination,2026-08-19,,dup_domain_within_scrape
Fingent Global Solutions,,backfill_needed,Kochi,Kerala,0484-4055006,careers@fingent.com,infopark,https://infopark.in/companies-profile/fingent-global-solutions,2026-08-19,,dup_name_within_scrape
Flycatch Infotech Pvt. Ltd.,flycatchtech.com,listed,Kochi,Kerala,+91 7736830531,Opportunity@flycatchtech.com,infopark,https://infopark.in/companies-profile/flycatch-infotech-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Focaloid Technologies Private Limited,focaloid.com,listed,Kochi,Kerala,+91-484-7136778,careers@focaloid.com,infopark,https://infopark.in/companies-profile/focaloid-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
Founding Minds software Pvt.Ltd,foundingminds.com,listed,Kochi,Kerala,"0484-4042200, 4042202",hr@foundingminds.com,infopark,https://infopark.in/companies-profile/founding-minds-software-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Fragomen Immigration Services India Private Limited,fragomen.com,listed,Kochi,Kerala,,snikhil@fragomen.com,infopark,https://infopark.in/companies-profile/fragomen-immigration-services-india-private-limited,2026-08-19,,dup_domain_within_scrape
G10X INDIA PRIVATE LIMITED,,backfill_needed,Kochi,Kerala,,Contact@g10x.com,infopark,https://infopark.in/companies-profile/g10x-india-private-limited,2026-08-19,,dup_name_within_scrape
GEOJIT TECHNOLOGIES PVT LTD,geojit.tech,listed,Kochi,Kerala,04842901901,hr@geojittechnologies.com,infopark,https://infopark.in/companies-profile/geojit-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
GIS AXIOM Pvt. Ltd.,gisaxiom.com,listed,Kochi,Kerala,"+91 81380 17386, 9995917",sales@gisaxiom.com,infopark,https://infopark.in/companies-profile/gis-axiom-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Gizmeon Technologies Private Limited,gizmeon.com,listed,Kochi,Kerala,+91 9645833111,sunil@gizmeon.com,infopark,https://infopark.in/companies-profile/gizmeon-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
Global Infonet Inc,,backfill_needed,Kochi,Kerala,9633138880,hr@global-infonet.com,infopark,https://infopark.in/companies-profile/global-infonet-inc,2026-08-19,,dup_name_within_scrape
Grapelime Innovations Private Limited.,grapelime.in,listed,Kochi,Kerala,+91 484 401 1758,hr@grapelime.in,infopark,https://infopark.in/companies-profile/grapelime-innovations-private-limited,2026-08-19,,dup_domain_within_scrape
Greenworld International Enterprise Private Limited,greenworldin.in,listed,Kochi,Kerala,+91 9947407002,mail.greenworldin@gmail.com,infopark,https://infopark.in/companies-profile/greenworld-international-enterprise-private-limited,2026-08-19,,dup_domain_within_scrape
Grehasoft,,backfill_needed,Kochi,Kerala,+91 8921540183,info@grehasoft.com,infopark,https://infopark.in/companies-profile/grehasoft,2026-08-19,,dup_name_within_scrape
HashRoot Technologies Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 484 404 1616,info@hashroot.com,infopark,https://infopark.in/companies-profile/hashroot-technologies-pvt-ltd,2026-08-19,,dup_name_within_scrape
Hubbell Burndy India,,backfill_needed,Kochi,Kerala,,,infopark,https://infopark.in/companies-profile/hubbell-burndy-india,2026-08-19,,dup_name_within_scrape
IBS Software,ibsplc.com,listed,Kochi,Kerala,04847193700,receptiondesk@ibsplc.com,infopark,https://infopark.in/companies-profile/ibs-software,2026-08-19,,dup_domain_within_scrape
iCodeBees Private Limited,icodebees.com,listed,Kochi,Kerala,ph. - 98477 32355,info@icodebees.com,infopark,https://infopark.in/companies-profile/icodebees-private-limited,2026-08-19,,dup_domain_within_scrape
IdeaGCS Private Limited,ideagcs.com,listed,Kochi,Kerala,+91 9746126217,hello@ideagcs.com,infopark,https://infopark.in/companies-profile/ideagcs-private-limited,2026-08-19,,dup_domain_within_scrape
iLeaf Solutions Pvt Ltd.,ileafsolutions.com,listed,Kochi,Kerala,+91-9746226403,careers@ileafsolutions.com,infopark,https://infopark.in/companies-profile/ileaf-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Indian Institute of Management - Kozhikode,iimk.ac.in,listed,Kochi,Kerala,,sheelu_k@iimk.ac.in,infopark,https://infopark.in/companies-profile/indian-institute-of-management-kozhikode,2026-08-19,,dup_domain_within_scrape
IndustryApps Technologies Pvt Ltd,industryapps.net,listed,Kochi,Kerala,+91 99462 60111,director-india@industryapps.net,infopark,https://infopark.in/companies-profile/industryapps-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
InerG Software Innovations Pvt.Ltd.,inerg.com,listed,Kochi,Kerala,,hr@inerg.com,infopark,https://infopark.in/companies-profile/inerg-software-innovations-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Infintor Solutions LLP,infintor.com,listed,Kochi,Kerala,+919422799989,info@infintor.com,infopark,https://infopark.in/companies-profile/infintor-solutions-llp,2026-08-19,,dup_domain_within_scrape
INFOCYLANZ PVT. LTD.,infocylanz.com,listed,Kochi,Kerala,8921032682,info@infocylanz.com,infopark,https://infopark.in/companies-profile/infocylanz-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Infosmart Technologies Private Limited,infosmart-technologies.com,listed,Kochi,Kerala,+91 99468 05010,boby.thomas@infosmart-technologies.com,infopark,https://infopark.in/companies-profile/infosmart-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
Inspired Software Development (India) LLP,inseinc.com,listed,Kochi,Kerala,+91-9995229371,india.careers@inseinc.com,infopark,https://infopark.in/companies-profile/inspired-software-development-india-llp,2026-08-19,,dup_domain_within_scrape
Inspirisys Solutions Limited,inspirisys.com,listed,Kochi,Kerala,0484 - 3343403/3343404,samritha.santhosh@inspirisys.com,infopark,https://infopark.in/companies-profile/inspirisys-solutions-limited,2026-08-19,,dup_domain_within_scrape
Inspite Technologies Pvt.Ltd,inspitetech.com,listed,Kochi,Kerala,8714153735,inspitetechnologies@gmail.com,infopark,https://infopark.in/companies-profile/inspite-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Intbrains Private Limited,intbrains.com,listed,Kochi,Kerala,,hr@intbrains.com,infopark,https://infopark.in/companies-profile/intbrains-private-limited,2026-08-19,,dup_domain_within_scrape
iWEX Infomatics,iwex.in,listed,Kochi,Kerala,+919744783338,emails@iwex.in,infopark,https://infopark.in/companies-profile/iwex-infomatics,2026-08-19,,dup_domain_within_scrape
Jachoos Technologies Private Limited,jachoos.com,listed,Kochi,Kerala,+9181290 05574,info@jachoos.com,infopark,https://infopark.in/companies-profile/jachoos-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
JTSi Technologies India Private Limited,jtsiindia.com,listed,Kochi,Kerala,0484 - 4070368,hr@jtsiindia.com,infopark,https://infopark.in/companies-profile/jtsi-technologies-india-private-limited,2026-08-19,,dup_domain_within_scrape
Kakapo Systems India Private Limited,kakaposystems.com,listed,Kochi,Kerala,+91 9946864488,talkindia@kakaposystems.com,infopark,https://infopark.in/companies-profile/kakapo-systems-india-private-limited,2026-08-19,,dup_domain_within_scrape
KnowBe4 India Private Limited,knowbe4.com,listed,Kochi,Kerala,+1-727-748-4221,info@knowbe4.com,infopark,https://infopark.in/companies-profile/knowbe4-india-private-limited,2026-08-19,,dup_domain_within_scrape
Mantle Solutions Private Limited,mantlesolutions.in,listed,Kochi,Kerala,0484-6633333,careers@mantlesolutions.in,infopark,https://infopark.in/companies-profile/mantle-solutions-private-limited,2026-08-19,,dup_domain_within_scrape
Mantra IT Solutions,mantraitsolutions.in,listed,Kochi,Kerala,6282113506,info@mantraitsolutions.in,infopark,https://infopark.in/companies-profile/mantra-it-solutions,2026-08-19,,dup_domain_within_scrape
MARLABS SOFTWARE,marlabs.com,listed,Kochi,Kerala,"91 0484 6062885, 6062886",harsha.pramod@marlabs.com,infopark,https://infopark.in/companies-profile/marlabs-software,2026-08-19,,dup_domain_within_scrape
Mashuptech,mashuptech.in,listed,Kochi,Kerala,"+91 4843514093, +91 8089",info@mashuptech.in,infopark,https://infopark.in/companies-profile/mashuptech,2026-08-19,,dup_domain_within_scrape
McFadyen Digital,mcfadyen.com,listed,Kochi,Kerala,9495662507,djanardhanan@mcfadyen.com,infopark,https://infopark.in/companies-profile/mcfadyen-digital,2026-08-19,,dup_domain_within_scrape
Merabt Technologies Private Limited,,backfill_needed,Kochi,Kerala,+91-7907092564,hr@merabt.com,infopark,https://infopark.in/companies-profile/merabt-technologies-private-limited,2026-08-19,,dup_name_within_scrape
Milestone Technologies,milestone.tech,listed,Kochi,Kerala,91-484-4060800,recruiters-apac@milestone.tech,infopark,https://infopark.in/companies-profile/milestone-technologies,2026-08-19,,dup_domain_within_scrape
Millennium InfoLogic,millinfo.net,listed,Kochi,Kerala,+91 484 4856688,hr@millinfo.net,infopark,https://infopark.in/companies-profile/millennium-infologic,2026-08-19,,dup_domain_within_scrape
Mindcurv Technology Solutions Pvt. Ltd.,mindcurv.com,listed,Kochi,Kerala,0484 2100164,hr@mindcurv.com,infopark,https://infopark.in/companies-profile/mindcurv-technology-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
MindLabs Systems Pvt Ltd,mindlabssys.com,listed,Kochi,Kerala,9656056789,hrteam@mindlabssys.com,infopark,https://infopark.in/companies-profile/mindlabs-systems-pvt-ltd,2026-08-19,,dup_domain_within_scrape
mitz AI Minds Pvt Ltd,mitz.ai,listed,Kochi,Kerala,9656730556,contactus@mitz.ai,infopark,https://infopark.in/companies-profile/mitz-ai-minds-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Navicater Solutions India Pvt Ltd,navicater.com,listed,Kochi,Kerala,"+91 9446 88 33 77, +91 8",admin@navicater.com,infopark,https://infopark.in/companies-profile/navicater-solutions-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
NDimensionZ Solutions Pvt.Ltd.,ndimensionz.com,listed,Kochi,Kerala,0484 - 6689999,hr@ndimensionz.com,infopark,https://infopark.in/companies-profile/ndimensionz-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Neem Info Solutions Pvt. Ltd.,neemsoftware.com,listed,Kochi,Kerala,8281155932,admin@neemsoftware.com,infopark,https://infopark.in/companies-profile/neem-info-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Neork Technologies,neork.com,listed,Kochi,Kerala,+91 99958 03233,info@neork.com,infopark,https://infopark.in/companies-profile/neork-technologies,2026-08-19,,dup_domain_within_scrape
Nesote Technologies Pvt Ltd,nesote.com,listed,Kochi,Kerala,04842987111,hr@nesote.com,infopark,https://infopark.in/companies-profile/nesote-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Nestsoft TechnoMaster PVT LTD,,backfill_needed,Kochi,Kerala,+91 9895490866,join@nestsoft.com,infopark,https://infopark.in/companies-profile/nestsoft-technomaster-pvt-ltd,2026-08-19,,dup_name_within_scrape
Netlyft Technologies Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 9207325275,contact@netlyft.com,infopark,https://infopark.in/companies-profile/netlyft-technologies-pvt-ltd,2026-08-19,,dup_name_within_scrape
NewAgeSys Solutions (P) Ltd.,newagesysindia.com,listed,Kochi,Kerala,0484-2983032 / 2983033,career@newagesysindia.com,infopark,https://infopark.in/companies-profile/newagesys-solutions-p-ltd,2026-08-19,,dup_domain_within_scrape
Next Apps,nextapps.in,listed,Kochi,Kerala,9916940449,support@nextapps.in,infopark,https://infopark.in/companies-profile/next-apps,2026-08-19,,dup_domain_within_scrape
Niaway Technologies Pvt Ltd,niaway.com,listed,Kochi,Kerala,+91 6238833983,info@niaway.com,infopark,https://infopark.in/companies-profile/niaway-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Niche Techies,nichetechies.com,listed,Kochi,Kerala,9995333078,info@nichetechies.com,infopark,https://infopark.in/companies-profile/niche-techies,2026-08-19,,dup_domain_within_scrape
Noa Infosolutions LLP,noainfosolutions.com,listed,Kochi,Kerala,9846002792,hr@noainfosolutions.com,infopark,https://infopark.in/companies-profile/noa-infosolutions-llp,2026-08-19,,dup_domain_within_scrape
Offline Human Studios,offlinehumanstudios.com,listed,Kochi,Kerala,+91 9995479222,contact@offlinehumanstudios.com,infopark,https://infopark.in/companies-profile/offline-human-studios,2026-08-19,,dup_domain_within_scrape
Onesoft Technologies LLP,onesoftapps.com,listed,Kochi,Kerala,+91-96567 07783,admin@onesoftapps.com,infopark,https://infopark.in/companies-profile/onesoft-technologies-llp,2026-08-19,,dup_domain_within_scrape
Opshore Talent Solutions Pvt.Ltd.,opshoretalentsolutions.com,listed,Kochi,Kerala,9995205566,hr@opshoretalentsolutions.com,infopark,https://infopark.in/companies-profile/opshore-talent-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Orestes Technologies Pvt Ltd,orestestech.com,listed,Kochi,Kerala,+918078206146,info@orestestech.com,infopark,https://infopark.in/companies-profile/orestes-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Orion India Systems Pvt. Ltd.,orioninc.com,listed,Kochi,Kerala,+91 484 6616100,pramodt@orioninc.com,infopark,https://infopark.in/companies-profile/orion-india-systems-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Ormeon IT Consulting Pvt Ltd,ormeon.com,listed,Kochi,Kerala,+91 94472 14688,info@ormeon.com,infopark,https://infopark.in/companies-profile/ormeon-it-consulting-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Outsource Partners International,opiglobal.com,listed,Kochi,Kerala,,info@opiglobal.com,infopark,https://infopark.in/companies-profile/outsource-partners-international,2026-08-19,,dup_domain_within_scrape
PanashiFZCO Technology Solution Private Limited,,backfill_needed,Kochi,Kerala,04842915045,hr@panashi.ae,infopark,https://infopark.in/companies-profile/panashifzco-technology-solution-private-limited,2026-08-19,,dup_name_within_scrape
Paoyaila Animation Studios LLP,paoyaila.com,listed,Kochi,Kerala,"+91 9495463841, +9194001",hrpaoyaila@gmail.com,infopark,https://infopark.in/companies-profile/paoyaila-animation-studios-llp,2026-08-19,,dup_domain_within_scrape
PaulCart E Commerce Pvt. Ltd.,wibserp.com,listed,Kochi,Kerala,9995434111,rinosh@paulcart.com,infopark,https://infopark.in/companies-profile/paulcart-e-commerce-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Pearlsoft Technologies LLP,pearlsofttechnologies.com,listed,Kochi,Kerala,,joinus@pearlsofttechnologies.com,infopark,https://infopark.in/companies-profile/pearlsoft-technologies-llp,2026-08-19,,dup_domain_within_scrape
Penguin Data Centre Pvt.Ltd.,penguininc.com,listed,Kochi,Kerala,+91-6238309752,careers@penguininc.com,infopark,https://infopark.in/companies-profile/penguin-data-centre-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Phases India Technology Solutions Pvt Ltd.,phases.io,listed,Kochi,Kerala,,_@c.c,infopark,https://infopark.in/companies-profile/phases-india-technology-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
PIT Solutions Private Limited,pitsolutions.com,listed,Kochi,Kerala,04712700915,enquiries@pitsolutions.com,infopark,https://infopark.in/companies-profile/pit-solutions-private-limited,2026-08-19,,dup_domain_within_scrape
Pixdynamics,pixdynamics.com,listed,Kochi,Kerala,+91 79944 31750,hr@pixdynamics.com,infopark,https://infopark.in/companies-profile/pixdynamics,2026-08-19,,dup_domain_within_scrape
Portrave Solutions Pvt Ltd,portrave.com,listed,Kochi,Kerala,+91484 4070667,info@portrave.com,infopark,https://infopark.in/companies-profile/portrave-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Privo TechCorp Private Limited,privocorp.com,listed,Kochi,Kerala,,hr@privocorp.com,infopark,https://infopark.in/companies-profile/privo-techcorp-private-limited,2026-08-19,,dup_domain_within_scrape
Pueblo Shades Pvt.Ltd,puebloshades.com,listed,Kochi,Kerala,80752 45591,info@puebloshades.com,infopark,https://infopark.in/companies-profile/pueblo-shades-pvt-ltd,2026-08-19,,dup_domain_within_scrape
QBurst Technologies,,backfill_needed,Kochi,Kerala,,hr@qburst.com,infopark,https://infopark.in/companies-profile/qburst-technologies,2026-08-19,,dup_name_within_scrape
Qubiqon Consulting India Private Limited,qubiqon.io,listed,Kochi,Kerala,91 9995222141,contactus@qubiqon.io,infopark,https://infopark.in/companies-profile/qubiqon-consulting-india-private-limited,2026-08-19,,dup_domain_within_scrape
RedBlack Technologies Private Limited,redblacksoftware.com,listed,Kochi,Kerala,+919605623900,infokochi@intelliflo.com,infopark,https://infopark.in/companies-profile/redblack-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
Redux (Network Redux),redux.co,listed,Kochi,Kerala,0484 2972794,india.hr@redux.co,infopark,https://infopark.in/companies-profile/redux-network-redux,2026-08-19,,dup_domain_within_scrape
Rextech Studios,rextechstudios.com,listed,Kochi,Kerala,9562965493,info@rextechstudios.com,infopark,https://infopark.in/companies-profile/rextech-studios,2026-08-19,,dup_domain_within_scrape
ROGERSOFT,,backfill_needed,Kochi,Kerala,9995207676,info@rogersoft.com,infopark,https://infopark.in/companies-profile/rogersoft,2026-08-19,,dup_name_within_scrape
RUBY SEVEN STUDIOS,rubyseven.in,listed,Kochi,Kerala,04844059440,careersindia@rubyseven.com,infopark,https://infopark.in/companies-profile/ruby-seven-studios,2026-08-19,,dup_domain_within_scrape
SayOne Technologies Pvt.Ltd.,sayonetech.com,listed,Kochi,Kerala,,hr@sayonetech.com,infopark,https://infopark.in/companies-profile/sayone-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
SBL Knowledge Services Pvt Ltd,sblcorp.com,listed,Kochi,Kerala,98957 64867,hr@sblcorp.com,infopark,https://infopark.in/companies-profile/sbl-knowledge-services-pvt-ltd,2026-08-19,,dup_domain_within_scrape
SE-Mentor Solutions,sementor.com,listed,Kochi,Kerala,7306021783,careers@se-mentor.com,infopark,https://infopark.in/companies-profile/se-mentor-solutions,2026-08-19,,dup_domain_within_scrape
Seeroo IT Solutions,seeroo.com,listed,Kochi,Kerala,+91 484 298 5660,info@seeroo.com,infopark,https://infopark.in/companies-profile/seeroo-it-solutions,2026-08-19,,dup_domain_within_scrape
Seguro Technologies,segurotechnologies.com,listed,Kochi,Kerala,8078791340,hr@segurotechnologies.com,infopark,https://infopark.in/companies-profile/seguro-technologies,2026-08-19,,dup_domain_within_scrape
Senscript Technologies Pvt Ltd,senscript.ai,listed,Kochi,Kerala,+91-9037122872,careers@senscript.ai,infopark,https://infopark.in/companies-profile/senscript-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Simelabs - An Astek Company,simelabs.com,listed,Kochi,Kerala,8590718392,hr@simelabs.com,infopark,https://infopark.in/companies-profile/simelabs-an-astek-company,2026-08-19,,dup_domain_within_scrape
Skybertech IT Innovation Pvt Ltd,skybertech.com,listed,Kochi,Kerala,+91 7592 888 111,mail@skybertech.com,infopark,https://infopark.in/companies-profile/skybertech-it-innovation-pvt-ltd,2026-08-19,,dup_domain_within_scrape
SMEC Automation Pvt Ltd,smeclabs.com,listed,Kochi,Kerala,9656227714,connect@smectechnologies.com,infopark,https://infopark.in/companies-profile/smec-automation-pvt-ltd,2026-08-19,,dup_domain_within_scrape
SnippetCommerce360 Pvt Ltd,snippetcommerce360.com,listed,Kochi,Kerala,+91 9061234445,collab@snippetcommerce360.com,infopark,https://infopark.in/companies-profile/snippetcommerce360-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Softop Solutions Pvt Ltd,softopsolutions.com,listed,Kochi,Kerala,+971 529822133,careers@softopsolutions.com,infopark,https://infopark.in/companies-profile/softop-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Softspace Infotech Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 9847811647,info@softspace.ae,infopark,https://infopark.in/companies-profile/softspace-infotech-pvt-ltd,2026-08-19,,dup_name_within_scrape
Spawoz Technologies Pvt. Ltd.,spawoz.com,listed,Kochi,Kerala,,info@spawoz.com,infopark,https://infopark.in/companies-profile/spawoz-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Speridian Technologies Pvt Ltd,speridian.com,listed,Kochi,Kerala,+91 484 401 7951,smitha.sankarankutty@speridian.com,infopark,https://infopark.in/companies-profile/speridian-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Spiderline Technologies,spiderline.in,listed,Kochi,Kerala,+91 97453 66367,info@spiderline.in,infopark,https://infopark.in/companies-profile/spiderline-technologies,2026-08-19,,dup_domain_within_scrape
Spiralcode Innovates LLP,spiralcode.in,listed,Kochi,Kerala,8590041414,info@spiralcode.in,infopark,https://infopark.in/companies-profile/spiralcode-innovates-llp,2026-08-19,,dup_domain_within_scrape
Steigend IT Solutions,,backfill_needed,Kochi,Kerala,9946161106,info@steigendit.com,infopark,https://infopark.in/companies-profile/steigend-it-solutions,2026-08-19,,dup_name_within_scrape
Stepping Stone Consultancy Services,steppingstoneconsultancy.com,listed,Kochi,Kerala,+91- 0484 - 2989811,hire1.steppingstone@gmail.com,infopark,https://infopark.in/companies-profile/stepping-stone-consultancy-services,2026-08-19,,dup_domain_within_scrape
Syriac Consultancy Services Private Limited,syriacconsultancy.com,listed,Kochi,Kerala,+91 8136923078,career@syriacconsultancy.com,infopark,https://infopark.in/companies-profile/syriac-consultancy-services-private-limited,2026-08-19,,dup_domain_within_scrape
SysTalent Software Private Limited,,backfill_needed,Kochi,Kerala,+91 484 2415230,info@systalent.com,infopark,https://infopark.in/companies-profile/systalent-software-private-limited,2026-08-19,,dup_name_within_scrape
