company_name,domain,domain_source,city,state_region,phone,email,source,profile_url,first_seen_run,notes
iWEX Infomatics,iwex.in,listed,Kochi,Kerala,+919744783338,emails@iwex.in,infopark,https://infopark.in/companies-profile/iwex-infomatics,2026-08-19,
Jachoos Technologies Private Limited,jachoos.com,listed,Kochi,Kerala,+9181290 05574,info@jachoos.com,infopark,https://infopark.in/companies-profile/jachoos-technologies-private-limited,2026-08-19,
JK Lucent Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 480 208 1883,careers@jklucent.com.au,infopark,https://infopark.in/companies-profile/jk-lucent-pvt-ltd,2026-08-19,
Jobin & Jismi Pvt. Ltd.,jobinandjismi.com,listed,Kochi,Kerala,7034499822,contactus@jobinandjismi.com,infopark,https://infopark.in/companies-profile/jobin-jismi-pvt-ltd,2026-08-19,
JohnTuringWatson Software Solutions Pvt Ltd,johnturingwatson.ai,listed,Kochi,Kerala,9188933408,johnturingwatson.ai@gmail.com,infopark,https://infopark.in/companies-profile/johnturingwatson-software-solutions-pvt-ltd,2026-08-19,
JTSi Technologies India Private Limited,jtsiindia.com,listed,Kochi,Kerala,0484 - 4070368,hr@jtsiindia.com,infopark,https://infopark.in/companies-profile/jtsi-technologies-india-private-limited,2026-08-19,
Kakapo Systems India Private Limited,kakaposystems.com,listed,Kochi,Kerala,+91 9946864488,talkindia@kakaposystems.com,infopark,https://infopark.in/companies-profile/kakapo-systems-india-private-limited,2026-08-19,
Katzion Technology Solutions LLP,katzion.com,listed,Kochi,Kerala,0484 4858680,hr@katzion.com,infopark,https://infopark.in/companies-profile/katzion-technology-solutions-llp,2026-08-19,
KL Koncepts Lab Media and IT Park,konceptslab.com,listed,Kochi,Kerala,8606119333,hr@konceptslab.com,infopark,https://infopark.in/companies-profile/kl-koncepts-lab-media-and-it-park,2026-08-19,
KnowBe4 India Private Limited,knowbe4.com,listed,Kochi,Kerala,+1-727-748-4221,info@knowbe4.com,infopark,https://infopark.in/companies-profile/knowbe4-india-private-limited,2026-08-19,
KOTT SOFTWARE PRIVATE LIMITED,kottsoftware.com,listed,Kochi,Kerala,0484- 2362860 / 2979898 ,info@kottsoftware.com,infopark,https://infopark.in/companies-profile/kott-software-private-limited,2026-08-19,
Krythium Solutions Private Limited,krythium.com,listed,Kochi,Kerala,91 7511101166,info@krythium.com,infopark,https://infopark.in/companies-profile/krythium-solutions-private-limited,2026-08-19,
Linnk Outsource Solutions India Pvt Ltd,linnk.com,listed,Kochi,Kerala,+91 9778418989,shibu.melath@linnk.com,infopark,https://infopark.in/companies-profile/linnk-outsource-solutions-india-pvt-ltd,2026-08-19,
LINXAS IT CONSULTING PRIVATE LIMITED,linxas.com,listed,Kochi,Kerala,+91-8301076022,rvijayan@linxas.com,infopark,https://infopark.in/companies-profile/linxas-it-consulting-private-limited,2026-08-19,
Lisbell Technologies Pvt Ltd,lisbell.com,listed,Kochi,Kerala,9207700229,Info@lisbell.com,infopark,https://infopark.in/companies-profile/lisbell-technologies-pvt-ltd,2026-08-19,
LucidPlus Infotech Pvt Ltd,lucidplus.com,listed,Kochi,Kerala,0480 2731677,career@lucidplus.com,infopark,https://infopark.in/companies-profile/lucidplus,2026-08-19,
Luure.ai LLP,luure.ai,listed,Kochi,Kerala,0484-4867768,info@luure.ai,infopark,https://infopark.in/companies-profile/luure-ai-llp,2026-08-19,
Mantle Solutions Private Limited,mantlesolutions.in,listed,Kochi,Kerala,0484-6633333,careers@mantlesolutions.in,infopark,https://infopark.in/companies-profile/mantle-solutions-private-limited,2026-08-19,
Mantra IT Solutions,mantraitsolutions.in,listed,Kochi,Kerala,6282113506,info@mantraitsolutions.in,infopark,https://infopark.in/companies-profile/mantra-it-solutions,2026-08-19,
MapleTech Space Pvt Ltd,mapletechspace.com,listed,Kochi,Kerala,7559923436,info@mapletechspace.com,infopark,https://infopark.in/companies-profile/mapletech-space-pvt-ltd,2026-08-19,
MarketBytes WebWorks Private Limited,marketbytes.in,listed,Kochi,Kerala,+91 88918 27272,hr@marketbytes.net,infopark,https://infopark.in/companies-profile/marketbytes-webworks-private-limited,2026-08-19,
MARLABS SOFTWARE,marlabs.com,listed,Kochi,Kerala,"91 0484 6062885, 6062886",harsha.pramod@marlabs.com,infopark,https://infopark.in/companies-profile/marlabs-software,2026-08-19,
Mashuptech,mashuptech.in,listed,Kochi,Kerala,"+91 4843514093, +91 8089",info@mashuptech.in,infopark,https://infopark.in/companies-profile/mashuptech,2026-08-19,
Maxxion Systems Private Limited,maxxion.com,listed,Kochi,Kerala,+918547906576,mail@maxxion.com,infopark,https://infopark.in/companies-profile/maxxion-systems-private-limited,2026-08-19,
McFadyen Digital,mcfadyen.com,listed,Kochi,Kerala,9495662507,djanardhanan@mcfadyen.com,infopark,https://infopark.in/companies-profile/mcfadyen-digital,2026-08-19,
Media Systems India,msisoft.in,listed,Kochi,Kerala,,prasanth.j@msisoft.in,infopark,https://infopark.in/companies-profile/media-systems-india,2026-08-19,
Merabt Technologies Private Limited,,backfill_needed,Kochi,Kerala,+91-7907092564,hr@merabt.com,infopark,https://infopark.in/companies-profile/merabt-technologies-private-limited,2026-08-19,
MERP Systems Private Limited,merpsystems.com,listed,Kochi,Kerala,+918547117240,smadhav@merpsystems.com,infopark,https://infopark.in/companies-profile/merp-systems-private-limited,2026-08-19,
Milestone Technologies,milestone.tech,listed,Kochi,Kerala,91-484-4060800,recruiters-apac@milestone.tech,infopark,https://infopark.in/companies-profile/milestone-technologies,2026-08-19,
Millennium InfoLogic,millinfo.net,listed,Kochi,Kerala,+91 484 4856688,hr@millinfo.net,infopark,https://infopark.in/companies-profile/millennium-infologic,2026-08-19,
Mindcurv Technology Solutions Pvt. Ltd.,mindcurv.com,listed,Kochi,Kerala,0484 2100164,hr@mindcurv.com,infopark,https://infopark.in/companies-profile/mindcurv-technology-solutions-pvt-ltd,2026-08-19,
MindLabs Consultancy Services LLP,mindlabssolutions.com,listed,Kochi,Kerala,0484 4046900,hr@mindlabssolutions.com,infopark,https://infopark.in/companies-profile/mindlabs-consultancy-services-llp,2026-08-19,
MindLabs Systems Pvt Ltd,mindlabssys.com,listed,Kochi,Kerala,9656056789,hrteam@mindlabssys.com,infopark,https://infopark.in/companies-profile/mindlabs-systems-pvt-ltd,2026-08-19,
Mitsogo,mitsogo.com,listed,Kochi,Kerala,8921244876,hr@mitsogo.com,infopark,https://infopark.in/companies-profile/mitsogo,2026-08-19,
mitz AI Minds Pvt Ltd,mitz.ai,listed,Kochi,Kerala,9656730556,contactus@mitz.ai,infopark,https://infopark.in/companies-profile/mitz-ai-minds-pvt-ltd,2026-08-19,
Mozilor Technologies Pvt. Ltd.,mozilor.com,listed,Kochi,Kerala,,careers@mozilor.com,infopark,https://infopark.in/companies-profile/mozilor-technologies-pvt-ltd,2026-08-19,
NAS Infosolutions Pvt Ltd,nasinfosolutions.com,listed,Kochi,Kerala,04802998676,Operations@nasinfosolutions.com,infopark,https://infopark.in/companies-profile/nas-infosolutions-pvt-ltd,2026-08-19,
Navicater Solutions India Pvt Ltd,navicater.com,listed,Kochi,Kerala,"+91 9446 88 33 77, +91 8",admin@navicater.com,infopark,https://infopark.in/companies-profile/navicater-solutions-india-pvt-ltd,2026-08-19,
Neem Info Solutions Pvt. Ltd.,neemsoftware.com,listed,Kochi,Kerala,8281155932,admin@neemsoftware.com,infopark,https://infopark.in/companies-profile/neem-info-solutions-pvt-ltd,2026-08-19,
Neork Technologies,neork.com,listed,Kochi,Kerala,+91 99958 03233,info@neork.com,infopark,https://infopark.in/companies-profile/neork-technologies,2026-08-19,
Nesa Software Pvt Ltd,nesasoftware.com,listed,Kochi,Kerala,+91 7593 833663,info@nesasoftware.com,infopark,https://infopark.in/companies-profile/nesa-software-pvt-ltd,2026-08-19,
Nestsoft TechnoMaster PVT LTD,,backfill_needed,Kochi,Kerala,+91 9895490866,join@nestsoft.com,infopark,https://infopark.in/companies-profile/nestsoft-technomaster-pvt-ltd,2026-08-19,
Netlyft Technologies Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 9207325275,contact@netlyft.com,infopark,https://infopark.in/companies-profile/netlyft-technologies-pvt-ltd,2026-08-19,
Netsentries Infosec Solutions Pvt.Ltd.,netsentries.com,listed,Kochi,Kerala,+91-484-4148299,careers@netsentries.com,infopark,https://infopark.in/companies-profile/netsentries-infosec-solutions-pvt-ltd,2026-08-19,
NewAgeSys Solutions (P) Ltd.,newagesysindia.com,listed,Kochi,Kerala,0484-2983032 / 2983033,career@newagesysindia.com,infopark,https://infopark.in/companies-profile/newagesys-solutions-p-ltd,2026-08-19,
Next Apps,nextapps.in,listed,Kochi,Kerala,9916940449,support@nextapps.in,infopark,https://infopark.in/companies-profile/next-apps,2026-08-19,
Niaway Technologies Pvt Ltd,niaway.com,listed,Kochi,Kerala,+91 6238833983,info@niaway.com,infopark,https://infopark.in/companies-profile/niaway-technologies-pvt-ltd,2026-08-19,
Niche Techies,nichetechies.com,listed,Kochi,Kerala,9995333078,info@nichetechies.com,infopark,https://infopark.in/companies-profile/niche-techies,2026-08-19,
Noa Infosolutions LLP,noainfosolutions.com,listed,Kochi,Kerala,9846002792,hr@noainfosolutions.com,infopark,https://infopark.in/companies-profile/noa-infosolutions-llp,2026-08-19,
NOMD Technologies,nomdindia.com,listed,Kochi,Kerala,85907 17735,info@nomdindia.com,infopark,https://infopark.in/companies-profile/nomd-technologies,2026-08-19,
Nymbl,benymbl.co,listed,Kochi,Kerala,91 77366 98555,krishnapriya@benymbl.co,infopark,https://infopark.in/companies-profile/nymbl,2026-08-19,
Obidos Technologies (P) Ltd,obidostech.com,listed,Kochi,Kerala,0478 2553300,hr@obidostech.com,infopark,https://infopark.in/companies-profile/obidos-technologies-p-ltd,2026-08-19,
Obvious AI Technology Pvt Ltd,obvs.ai,listed,Kochi,Kerala,,hr@obvsai.com,infopark,https://infopark.in/companies-profile/obvious-ai-technology-pvt-ltd,2026-08-19,
Offline Human Studios,offlinehumanstudios.com,listed,Kochi,Kerala,+91 9995479222,contact@offlinehumanstudios.com,infopark,https://infopark.in/companies-profile/offline-human-studios,2026-08-19,
Onesoft Technologies LLP,onesoftapps.com,listed,Kochi,Kerala,+91-96567 07783,admin@onesoftapps.com,infopark,https://infopark.in/companies-profile/onesoft-technologies-llp,2026-08-19,
Opshore Talent Solutions Pvt.Ltd.,opshoretalentsolutions.com,listed,Kochi,Kerala,9995205566,hr@opshoretalentsolutions.com,infopark,https://infopark.in/companies-profile/opshore-talent-solutions-pvt-ltd,2026-08-19,
Orestes Technologies Pvt Ltd,orestestech.com,listed,Kochi,Kerala,+918078206146,info@orestestech.com,infopark,https://infopark.in/companies-profile/orestes-technologies-pvt-ltd,2026-08-19,
Origent Technologies,origent.in,listed,Kochi,Kerala,08891113129,careers@origent.in,infopark,https://infopark.in/companies-profile/origent-technologies,2026-08-19,
Orion India Systems Pvt. Ltd.,orioninc.com,listed,Kochi,Kerala,+91 484 6616100,pramodt@orioninc.com,infopark,https://infopark.in/companies-profile/orion-india-systems-pvt-ltd,2026-08-19,
Ormeon IT Consulting Pvt Ltd,ormeon.com,listed,Kochi,Kerala,+91 94472 14688,info@ormeon.com,infopark,https://infopark.in/companies-profile/ormeon-it-consulting-pvt-ltd,2026-08-19,
ORTHOFX PRIVATE LIMITED,,backfill_needed,Kochi,Kerala,+91 8848317153,hr-india@orthofx.com,infopark,https://infopark.in/companies-profile/orthofx-private-limited,2026-08-19,
Outsource Partners International,opiglobal.com,listed,Kochi,Kerala,,info@opiglobal.com,infopark,https://infopark.in/companies-profile/outsource-partners-international,2026-08-19,
Overbrook Technology Services (P) Ltd,,backfill_needed,Kochi,Kerala,0484-2883801,info@ots.work,infopark,https://infopark.in/companies-profile/overbrook-technology-services-p-ltd,2026-08-19,
Pagematics India Pvt. Ltd.,pagematics.com,listed,Kochi,Kerala,+91 8848178114,hr@pagematics.in,infopark,https://infopark.in/companies-profile/pagematics-india-pvt-ltd,2026-08-19,
PanashiFZCO Technology Solution Private Limited,,backfill_needed,Kochi,Kerala,04842915045,hr@panashi.ae,infopark,https://infopark.in/companies-profile/panashifzco-technology-solution-private-limited,2026-08-19,
Paoyaila Animation Studios LLP,paoyaila.com,listed,Kochi,Kerala,"+91 9495463841, +9194001",hrpaoyaila@gmail.com,infopark,https://infopark.in/companies-profile/paoyaila-animation-studios-llp,2026-08-19,
PaulCart E Commerce Pvt. Ltd.,wibserp.com,listed,Kochi,Kerala,9995434111,rinosh@paulcart.com,infopark,https://infopark.in/companies-profile/paulcart-e-commerce-pvt-ltd,2026-08-19,
PCS India Private Limited,,backfill_needed,Kochi,Kerala,+91 474-2970074,info@pcsindia.email,infopark,https://infopark.in/companies-profile/pcs-india-private-limited,2026-08-19,
Pearlsoft Technologies LLP,pearlsofttechnologies.com,listed,Kochi,Kerala,,joinus@pearlsofttechnologies.com,infopark,https://infopark.in/companies-profile/pearlsoft-technologies-llp,2026-08-19,
Penguin Data Centre Pvt.Ltd.,penguininc.com,listed,Kochi,Kerala,+91-6238309752,careers@penguininc.com,infopark,https://infopark.in/companies-profile/penguin-data-centre-pvt-ltd,2026-08-19,
Pinetech IT Solutions P Ltd,pinetech.in,listed,Kochi,Kerala,8547426732,hr@pinetech.in,infopark,https://infopark.in/companies-profile/pinetech-it-solutions-p-ltd,2026-08-19,
Pinmicro India Pvt.Ltd.,pinmicro.com,listed,Kochi,Kerala,+91 4844055675,hr@pinmicro.com,infopark,https://infopark.in/companies-profile/pinmicro-india-pvt-ltd,2026-08-19,
Pixdynamics,pixdynamics.com,listed,Kochi,Kerala,+91 79944 31750,hr@pixdynamics.com,infopark,https://infopark.in/companies-profile/pixdynamics,2026-08-19,
Planet Media India ( PMIN Agency Pvt.Ltd.),planetmedia.in,listed,Kochi,Kerala,9778149518,info@planetmedia.in,infopark,https://infopark.in/companies-profile/planet-media-india-pmin-agency-pvt-ltd,2026-08-19,
Portrave Solutions Pvt Ltd,portrave.com,listed,Kochi,Kerala,+91484 4070667,info@portrave.com,infopark,https://infopark.in/companies-profile/portrave-solutions-pvt-ltd,2026-08-19,
Prevalent AI,prevalent.ai,listed,Kochi,Kerala,0484-4361111,HR@prevalent.ai,infopark,https://infopark.in/companies-profile/prevalent-ai,2026-08-19,
PrimeCrown Technologies (P) Limited,primecrown.com,listed,Kochi,Kerala,+91-8547859999,info@primecrown.com,infopark,https://infopark.in/companies-profile/primecrown-technologies-p-limited,2026-08-19,
Privo TechCorp Private Limited,privocorp.com,listed,Kochi,Kerala,,hr@privocorp.com,infopark,https://infopark.in/companies-profile/privo-techcorp-private-limited,2026-08-19,
Pueblo Shades Pvt.Ltd,puebloshades.com,listed,Kochi,Kerala,80752 45591,info@puebloshades.com,infopark,https://infopark.in/companies-profile/pueblo-shades-pvt-ltd,2026-08-19,
Pumex InfoTech Pvt Ltd,pumexinfotech.com,listed,Kochi,Kerala,0484-4016369,hr@pumexinfotech.com,infopark,https://infopark.in/companies-profile/pumex-infotech-pvt-ltd,2026-08-19,
QBurst Technologies,,backfill_needed,Kochi,Kerala,,hr@qburst.com,infopark,https://infopark.in/companies-profile/qburst-technologies,2026-08-19,
QC Verify Private Limited,qcverify.com,listed,Kochi,Kerala,0484 4020024,hr@qcverify.com,infopark,https://infopark.in/companies-profile/qc-verify-private-limited,2026-08-19,
Quantum Acumen (QuAnHack Solutions),quanhack.com,listed,Kochi,Kerala,8089427555,careers@quantumacumen.com,infopark,https://infopark.in/companies-profile/quantum-acumen-quanhack-solutions,2026-08-19,
Qubeslab Technologies Private Limited,qubeslab.com,listed,Kochi,Kerala,9383401029,info@qubeslab.com,infopark,https://infopark.in/companies-profile/qubeslab-technologies-private-limited,2026-08-19,
Raintech Software Ltd,raintechsoftware.com,listed,Kochi,Kerala,"+918078311945, +91 86060",info@raintechpos.com,infopark,https://infopark.in/companies-profile/raintech-software-ltd,2026-08-19,
Rainybits Technology Pvt Ltd,rainybits.com,listed,Kochi,Kerala,0484-4047033,info@rainybits.com,infopark,https://infopark.in/companies-profile/rainybits-technology-pvt-ltd,2026-08-19,
RedBlack Technologies Private Limited,redblacksoftware.com,listed,Kochi,Kerala,+919605623900,infokochi@intelliflo.com,infopark,https://infopark.in/companies-profile/redblack-technologies-private-limited,2026-08-19,
Redux (Network Redux),redux.co,listed,Kochi,Kerala,0484 2972794,india.hr@redux.co,infopark,https://infopark.in/companies-profile/redux-network-redux,2026-08-19,
Regent Global Services (India) Pvt.Ltd.,rgsin.com,listed,Kochi,Kerala,0484 2982150,hello@rgsin.com,infopark,https://infopark.in/companies-profile/regent-global-services-india-pvt-ltd,2026-08-19,
Retyn Business Solution Pvt. Ltd.,retyn.ai,listed,Kochi,Kerala,+91 9037964001,info@retyn.ai,infopark,https://infopark.in/companies-profile/retyn-business-solution-pvt-ltd,2026-08-19,
REXAV LLP,rexavllp.com,listed,Kochi,Kerala,+91 7994480220,info@rexav.in,infopark,https://infopark.in/companies-profile/rexav-llp,2026-08-19,
Rextech Studios,rextechstudios.com,listed,Kochi,Kerala,9562965493,info@rextechstudios.com,infopark,https://infopark.in/companies-profile/rextech-studios,2026-08-19,
RIOD LOGIC PRIVATE LIMITED,riod.in,listed,Kochi,Kerala,+91 8589874131,join@riodlogic.com,infopark,https://infopark.in/companies-profile/riod-logic-private-limited,2026-08-19,
Roberts Design Services,rdsind.co,listed,Kochi,Kerala,91 8139005188,jobs@rdsind.co,infopark,https://infopark.in/companies-profile/roberts-design-services,2026-08-19,
ROGERSOFT,,backfill_needed,Kochi,Kerala,9995207676,info@rogersoft.com,infopark,https://infopark.in/companies-profile/rogersoft,2026-08-19,
RUBY SEVEN STUDIOS,rubyseven.in,listed,Kochi,Kerala,04844059440,careersindia@rubyseven.com,infopark,https://infopark.in/companies-profile/ruby-seven-studios,2026-08-19,
SaNDS Lab,sandslab.com,listed,Kochi,Kerala,+91 9895765626,hr@sandslab.com,infopark,https://infopark.in/companies-profile/sands-lab,2026-08-19,
Seeroo IT Solutions,seeroo.com,listed,Kochi,Kerala,+91 484 298 5660,info@seeroo.com,infopark,https://infopark.in/companies-profile/seeroo-it-solutions,2026-08-19,
Senscript Technologies Pvt Ltd,senscript.ai,listed,Kochi,Kerala,+91-9037122872,careers@senscript.ai,infopark,https://infopark.in/companies-profile/senscript-technologies-pvt-ltd,2026-08-19,
Servsys Technology Services India Pvt Ltd,servsys.com,listed,Kochi,Kerala,+91 80 8638 8637,anjana@servsys.com,infopark,https://infopark.in/companies-profile/servsys-technology-services-india-pvt-ltd,2026-08-19,
Silverbloom Technologies,silverbloom.com,listed,Kochi,Kerala,,,infopark,https://infopark.in/companies-profile/silverbloom-technologies,2026-08-19,
Skybertech IT Innovation Pvt Ltd,skybertech.com,listed,Kochi,Kerala,+91 7592 888 111,mail@skybertech.com,infopark,https://infopark.in/companies-profile/skybertech-it-innovation-pvt-ltd,2026-08-19,
SMEC Automation Pvt Ltd,smeclabs.com,listed,Kochi,Kerala,9656227714,connect@smectechnologies.com,infopark,https://infopark.in/companies-profile/smec-automation-pvt-ltd,2026-08-19,
SnippetCommerce360 Pvt Ltd,snippetcommerce360.com,listed,Kochi,Kerala,+91 9061234445,collab@snippetcommerce360.com,infopark,https://infopark.in/companies-profile/snippetcommerce360-pvt-ltd,2026-08-19,
Softop Solutions Pvt Ltd,softopsolutions.com,listed,Kochi,Kerala,+971 529822133,careers@softopsolutions.com,infopark,https://infopark.in/companies-profile/softop-solutions-pvt-ltd,2026-08-19,
Softspace Infotech Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 9847811647,info@softspace.ae,infopark,https://infopark.in/companies-profile/softspace-infotech-pvt-ltd,2026-08-19,
Soulxes Technologies Pvt Ltd,soulxes.com,listed,Kochi,Kerala,+914842916448,info@soulxes.com,infopark,https://infopark.in/companies-profile/soulxes-technologies-pvt-ltd,2026-08-19,
Speridian Technologies Pvt Ltd,speridian.com,listed,Kochi,Kerala,+91 484 401 7951,smitha.sankarankutty@speridian.com,infopark,https://infopark.in/companies-profile/speridian-technologies-pvt-ltd,2026-08-19,
Spiderline Technologies,spiderline.in,listed,Kochi,Kerala,+91 97453 66367,info@spiderline.in,infopark,https://infopark.in/companies-profile/spiderline-technologies,2026-08-19,
Spiralcode Innovates LLP,spiralcode.in,listed,Kochi,Kerala,8590041414,info@spiralcode.in,infopark,https://infopark.in/companies-profile/spiralcode-innovates-llp,2026-08-19,
Steigend IT Solutions,,backfill_needed,Kochi,Kerala,9946161106,info@steigendit.com,infopark,https://infopark.in/companies-profile/steigend-it-solutions,2026-08-19,
Stepping Stone Consultancy Services,steppingstoneconsultancy.com,listed,Kochi,Kerala,+91- 0484 - 2989811,hire1.steppingstone@gmail.com,infopark,https://infopark.in/companies-profile/stepping-stone-consultancy-services,2026-08-19,
Strands Energy Pvt. Ltd,strandsenergy.com,listed,Kochi,Kerala,+91 480 2731126,jobs@strandsenergy.com,infopark,https://infopark.in/companies-profile/strands-energy-pvt-ltd,2026-08-19,
Stream Perfect Global Services (SPGS),,backfill_needed,Kochi,Kerala,0484-2972793,info@stream-perfect.com,infopark,https://infopark.in/companies-profile/stream-perfect-global-services-spgs,2026-08-19,
SupportHub360,supporthub360.com,listed,Kochi,Kerala,9633 024 360,sales@supporthub360.com.au,infopark,https://infopark.in/companies-profile/supporthub360,2026-08-19,
SurveySparrow Pvt Ltd,surveysparrow.com,listed,Kochi,Kerala,,careers@surveysparrow.com,infopark,https://infopark.in/companies-profile/surveysparrow-pvt-ltd,2026-08-19,
Syriac Consultancy Services Private Limited,syriacconsultancy.com,listed,Kochi,Kerala,+91 8136923078,career@syriacconsultancy.com,infopark,https://infopark.in/companies-profile/syriac-consultancy-services-private-limited,2026-08-19,
SysTalent Software Private Limited,,backfill_needed,Kochi,Kerala,+91 484 2415230,info@systalent.com,infopark,https://infopark.in/companies-profile/systalent-software-private-limited,2026-08-19,
Talk Digital Pvt. Ltd.,talkdigital.com,listed,Kochi,Kerala,9446581090,hr@talkdigital.co.in,infopark,https://infopark.in/companies-profile/talk-digital-pvt-ltd,2026-08-19,
Tamcherry Technologies Private Limited,tamcherry.com,listed,Kochi,Kerala,09633303943,info@tamcherry.com,infopark,https://infopark.in/companies-profile/tamcherry-technologies-private-limited,2026-08-19,
TECFORZ INNOVATIONS,tecforz.com,listed,Kochi,Kerala,0484 4632159,info@tecforz.com,infopark,https://infopark.in/companies-profile/tecforz-innovations,2026-08-19,
Tech Aventure,techaventure.com,listed,Kochi,Kerala,+91-478 2815657,info@techaventure.com,infopark,https://infopark.in/companies-profile/tech-aventure,2026-08-19,
Techfriar Technologies,techfriar.com,listed,Kochi,Kerala,+91-7356899156,hr@techfriar.com,infopark,https://infopark.in/companies-profile/techfriar-technologies,2026-08-19,
Techgentsia Software Technologies Private Limited,techgentsia.com,listed,Kochi,Kerala,,joy@techgentsia.com,infopark,https://infopark.in/companies-profile/techgentsia-software-technologies-private-limited,2026-08-19,
TechNeurons Consulting Solutions Private Limited,techneurons.com,listed,Kochi,Kerala,+91 7736001501,hrex@techneurons.com,infopark,https://infopark.in/companies-profile/techneurons-consulting-solutions-private-limited,2026-08-19,
Technowave ID Systems PVT.LTD.,technowavegroup.com,listed,Kochi,Kerala,8139021117,hr@technowavegroup.com,infopark,https://infopark.in/companies-profile/technowave-id-systems-pvt-ltd,2026-08-19,
Techpullers Technology Solutions Pvt Ltd.,techpullers.com,listed,Kochi,Kerala,+919895156580,info@techpullers.com,infopark,https://infopark.in/companies-profile/techpullers-technology-solutions-pvt-ltd,2026-08-19,
Techversant Infotech Pvt Ltd,techversantinfotech.com,listed,Kochi,Kerala,0484 4014666,careers@techversantinfotech.com,infopark,https://infopark.in/companies-profile/techversant-infotech-pvt-ltd,2026-08-19,
Techware Lab Pvt.Ltd.,techwarelab.com,listed,Kochi,Kerala,+91 9567787002,careers@techwarelab.com,infopark,https://infopark.in/companies-profile/techware-lab-pvt-ltd,2026-08-19,
Tecnostac Systems Private Limited,tecnostac.com,listed,Kochi,Kerala,+91 95670 63871,hr@tecnostac.com,infopark,https://infopark.in/companies-profile/tecnostac-systems-private-limited,2026-08-19,
Telious Technologies Pvt Ltd,telious.com,listed,Kochi,Kerala,+91 94956 58233,info@telious.com,infopark,https://infopark.in/companies-profile/telious-technologies-pvt-ltd,2026-08-19,
Terrific Minds Private Limited,terrificminds.com,listed,Kochi,Kerala,+91 7559903555,hello@terrificminds.com,infopark,https://infopark.in/companies-profile/terrific-minds-private-limited,2026-08-19,
Testing Mavens Software Pvt Ltd,testingmavens.com,listed,Kochi,Kerala,+91 8138924300,hire@testingmavens.com,infopark,https://infopark.in/companies-profile/testing-mavens-software-pvt-ltd,2026-08-19,
ThoughtMinds System Pvt Ltd,thoughtminds.ai,listed,Kochi,Kerala,+91 7510303111,careers@thoughtminds.io,infopark,https://infopark.in/companies-profile/thoughtminds-system-pvt-ltd,2026-08-19,
Thriveminds Technologies Pvt. Ltd.,thrivemindsinnovations.com,listed,Kochi,Kerala,09074535476,hr@thrivemindstechno.com,infopark,https://infopark.in/companies-profile/thriveminds-technologies-pvt-ltd,2026-08-19,
Titan Tech Emirates Pvt Ltd,titantechemirates.com,listed,Kochi,Kerala,9591546465,hr@titantechemirates.com,infopark,https://infopark.in/companies-profile/titan-tech-emirates-pvt-ltd,2026-08-19,
TNP Consultancy Private Limited,tnpconsultants.com,listed,Kochi,Kerala,+91 8139894880,communication.india@tnpconsultants.com,infopark,https://infopark.in/companies-profile/tnp-consultancy-private-limited,2026-08-19,
TouchWorld Technology,touchworldtech.com,listed,Kochi,Kerala,0474 2970 298,info@touchworldtech.com,infopark,https://infopark.in/companies-profile/touchworld-technology,2026-08-19,
Tranzmeo,tranzmeo.com,listed,Kochi,Kerala,0484-4033744,hr@tranzmeo.com,infopark,https://infopark.in/companies-profile/tranzmeo,2026-08-19,
Travancore Analytics Pvt.Ltd.,travancoreanalytics.com,listed,Kochi,Kerala,9188955501,careers@travancoreanalytics.com,infopark,https://infopark.in/companies-profile/travancore-analytics-pvt-ltd,2026-08-19,
Tukxi India Private Ltd,tukxi.in,listed,Kochi,Kerala,,support@tukxi.in,infopark,https://infopark.in/companies-profile/tukxi-india-private-ltd,2026-08-19,
Turqosoft Solutions Pvt. Ltd.,,backfill_needed,Kochi,Kerala,+91 98412 05845,info@turqosoft.com,infopark,https://infopark.in/companies-profile/turqosoft-solutions-pvt-ltd,2026-08-19,
Tuttifrutti Games Pvt Ltd,tuttifrutti.in,listed,Kochi,Kerala,9446435606,ajish@tuttifrutti.in,infopark,https://infopark.in/companies-profile/tuttifrutti-games-pvt-ltd,2026-08-19,
Unilaw Global Private Limited,unilawtech.com,listed,Kochi,Kerala,+91 99950 45717,info@unilawtech.com,infopark,https://infopark.in/companies-profile/unilaw-global-private-limited,2026-08-19,
US Technology International Pvt Ltd,ust-global.com,listed,Kochi,Kerala,0484-4040000,info@ust-global.com,infopark,https://infopark.in/companies-profile/us-technology-international-pvt-ltd,2026-08-19,
Vaisesika Consulting Private Limited,vaisesikaconsulting.com,listed,Kochi,Kerala,8547432502,talentacquisition@vaisesika.in,infopark,https://infopark.in/companies-profile/vaisesika-consulting-private-limited,2026-08-19,
Veeble SoftTech (P) Ltd.,veeble.com,listed,Kochi,Kerala,7012099465,careers@veeble.com,infopark,https://infopark.in/companies-profile/veeble-softtech-p-ltd,2026-08-19,
Verteil Technologies Private Limited,verteil.com,listed,Kochi,Kerala,+91-484-4019970,contact@verteil.com,infopark,https://infopark.in/companies-profile/verteil-technologies-private-limited,2026-08-19,
Viewy Digital P(Ltd),viewydigital.com,listed,Kochi,Kerala,00914842331101,info@viewydigital.com,infopark,https://infopark.in/companies-profile/viewy-digital-p-ltd,2026-08-19,
