source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix,pre2024_grade,pre2024_evidence,pre2024_confidence,dev_wording,dev_quote,qa_only,owned_ip,ownip_quote,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_quote,extraction_verified,contact_name,contact_title,contact_linkedin,identity_status,hc_num,score,years_active,domain_age_key,lane_reason
nasscom,Ixsight Technologies Pvt Ltd,Pune,http://www.ixsight.com,ixsight.com,,,,,True,False,False,EXISTED_2COR,rdap=2007-04-05; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2007,Verified,0,,0,1,"Our AML-checks can be directly used through our platforms. How You Benefit Real-time, 360 ",17791,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,52,19,2007-04-05,zero signals unverified after re-crawl
nasscom,Relate Infotech Private Limited,Kolkata,https://www.relate-infotech.com,relate-infotech.com,,,,,True,False,False,EXISTED_2COR,rdap=2010-02-04; nasscom_harvest=nasscom:DOMAIN_ONLY: relate-infotech.com,Verified,0,,0,1,their Clients who are our main Client base. Our Products DRIVE CRM &amp; PRACTICE MANAGEME,17263,0,0,0,0,"site_quotes compliance: 'ISO 27001 and GDPR, for our on-premise and cloud products' | site",False,,,,identity_pending,,52,16,2010-02-04,zero signals unverified after re-crawl
nasscom,Fact Solutions India Pvt Ltd,Kolkata,http://www.factsoftware.com,factsoftware.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-11-09; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING,Verified,0,,0,1,ation teams. Our focus was on showcasing how our flagship ERP solution simplifies the jour,16191,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,52,28,1998-11-09,zero signals unverified after re-crawl
nasscom,Rolls Royce India Private Limited,Bengaluru,http://www.rolls-royce.com,rolls-royce.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-07-22; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1997,Verified,0,,0,1,"applications in the air, at sea and on land. Our products and service packages enable our ",15548,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,52,29,1997-07-22,zero signals unverified after re-crawl
nasscom,Guvi Geek Network Private Limited,Chennai,https://www.guvi.in,guvi.in,,,,,True,False,False,EXISTED_2COR,rdap=2013-06-15; nasscom_harvest=nasscom:PROVEN; rdap:2013-06-15,Verified,1,nglish &amp; Hindi Syllabus Know More GEN AI Software Development Program (Certified by Mo,0,1,e Leaderboard What&#39;s New? Resume Builder Our Products HackerKID Coding classes platfor,15070,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,52,13,2013-06-15,zero signals unverified after re-crawl
nasscom,Titanium Tekzi Business Solutions,Salem,https://titaniumtekzi.com/,titaniumtekzi.com,,,,,True,False,False,EXISTED_2COR,rdap=2018-07-25; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2018-07-25,Verified,0,,0,1,al-world business processes . Powered by our proprietary products — Sky Shot™ and Design P,14727,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,,52,8,2018-07-25,zero signals unverified after re-crawl
nasscom,Pennant Technologies Pvt Ltd,Hyderabad,http://www.pennanttech.com,pennanttech.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-05-30; nasscom_harvest=nasscom:PROVEN; rdap:2006-05-30,Verified,0,,0,1,"y to evolving market and regulatory changes, our platform empowers you to create solutions",13925,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,52,20,2006-05-30,zero signals unverified after re-crawl
nasscom,Aabasoft Technologies (India) Private Limited,Kochi,http://www.aabasoft.com,aabasoft.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-01-26; nasscom_harvest=nasscom:PROVEN; rdap:2006-01-26,Verified,1,"Offshore Software Development Company Kerala, India | Aabasoft Toggle navi",0,1,oduct/service is absolutely client oriented. Our products will strictly measure up to the ,13413,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,52,20,2006-01-26,zero signals unverified after re-crawl
nasscom,Ivtree IT Solution Private Limited,Bengaluru,http://www.ivtree.com,ivtree.com,,,,,True,False,False,EXISTED_2COR,rdap=2016-01-13; nasscom_harvest=nasscom:PROVEN; rdap:2016-01-13,Verified,1,"IVTREE | AI, Software Development &amp; IT Consulting Skip to content info@ivt",0,1,"execution, and client collaboration Explore our product Proven Expertise Innovation Driven",11930,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,52,10,2016-01-13,zero signals unverified after re-crawl
nasscom,Crisis24 Solutions Private Limited,Bengaluru,https://www.crisis24.com/,crisis24.com,,,,,True,False,False,EXISTED_2COR,rdap=2004-07-14; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2004-07-14,Verified,0,,0,1,"speed, and control to how teams manage risk, our platforms enable real-time awareness of a",11781,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,52,22,2004-07-14,zero signals unverified after re-crawl
nasscom,Collective S Software Private Limited,Mumbai,https://collective-s.com/,collective-s.com,,,,,True,False,False,EXISTED_2COR,rdap=2014-09-16; nasscom_harvest=nasscom:PROVEN; rdap:2014-09-16,Verified,1,and apply your branding WEB DEVELOPMENT Web Application development Web application develo,0,1,vestment for our clients.We can simply pour your products into our great looking templates,9388,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,52,12,2014-09-16,zero signals unverified after re-crawl
nasscom,Solartis Technology Services Pvt Ltd,Chennai,http://www.solartis.com,solartis.com,,,resolved:751,751,False,True,False,EXISTED_2COR,rdap=1998-09-16; nasscom_harvest=nasscom:PROVEN; rdap:1998-09-16,Verified,0,,0,1,| P&amp;C Insurance Software &amp; Services Our Platform Solartis Insure Leading the futur,8465,0,0,0,0,pre-2024: proven | site mentions compliance,False,,,,identity_pending,751,52,28,1998-09-16,zero signals unverified after re-crawl
nasscom,Surya International Enterprise Private Limited,Bhubaneswar,https://groupsurya.co.in/,groupsurya.co.in,,,,,True,False,False,EXISTED_2COR,rdap=2012-07-29; nasscom_harvest=nasscom:PROVEN; rdap:2012-07-29,Verified,0,,0,1,"olar panels, Tubelar batteries and PCU units Our product line includes solar panels, batte",8430,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,52,14,2012-07-29,zero signals unverified after re-crawl
nasscom,Cencora Business Services India Private Limited,Pune,https://www.cencora.com/,cencora.com,,,,,True,False,False,EXISTED_2COR,rdap=2017-12-08; nasscom_harvest=nasscom:PROVEN; rdap:2017-12-08,Verified,0,,0,1,ess barriers to patient access and increase your product&#39;s speed-to-therapy. Explore a,7921,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,52,9,2017-12-08,zero signals unverified after re-crawl
nasscom,Rovan Software Solutions Private Limited,Sivakasi,http://www.rovan.in,rovan.in,,,,,True,False,False,EXISTED_2COR,rdap=2005-06-04; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2005-06-04,Verified,0,,0,1,"hools, colleges and universities since 2002. Our Products ROVAN IMS Helps to manage the ac",7779,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,52,21,2005-06-04,zero signals unverified after re-crawl
nasscom,North Shore Technologies Pvt Ltd,Noida,http://www.svam.com,svam.com,,,resolved:406,406,False,True,False,EXISTED_2COR,rdap=1996-12-11; nasscom_harvest=nasscom:PROVEN: 2022-06 snapshot listing,Verified,1,n Solutions Consulting &amp; Staffing Custom Application Development Cybersecurity Data &a,0,1,have always made me feel like the success of our product is very important to them.&#8221;,7293,0,0,0,0,"headcount_known: 406, inside the 50-600 target band | site_quotes.compliance: CMMI ML3 DEV",False,,,,identity_pending,406,52,30,1996-12-11,zero signals unverified after re-crawl
nasscom,HERE Solutions India Private Limited (HERE Technologies),Navi Mumbai,http://www.here.com,here.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-06-11; nasscom_harvest=nasscom:PROVEN; rdap:1995-06-11,Verified,0,,0,1,tform &amp; Mapping Technology HERE Why HERE Our products Solutions Get started Learn Abou,6617,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,52,31,1995-06-11,zero signals unverified after re-crawl
goodfirms+nasscom,Promact Infotech Pvt Ltd.,"Vadodara, India",https://www.promactinfo.com/,promactinfo.com,2003,50-249,50-249,,False,False,False,EXISTED_2COR,goodfirms_founded=2003; rdap=2003-09-15; nasscom_harvest=nasscom:PROVEN; rdap:2003-09-15; goodfir,Verified,1,Promact - Top Product Engineering &amp; Web Development Company | Promact Info,0,0,,18575,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,150,50,23,2003-09-15,zero signals unverified after re-crawl
goodfirms+nasscom,Deltacubes Technology,"Hyderabad, India",http://deltacubes.us,deltacubes.us,2018,50-249,50-249,,False,False,False,PROVEN_EQUIV,goodfirms_founded=2018; nasscom_harvest=nasscom:UNKNOWN; goodfirms_founded:2018; wayback=20230420,Verified,1,eltaCubes Technology LLC Home About Services Custom Software Development Mobile App Develo,0,0,,6909,0,0,0,0,pre-2024: unknown | site mentions cicd,False,(verify),,,identity_name_only,150,50,8,2018,zero signals unverified after re-crawl
nasscom,Fitmat Smart Solutions Private Limited,Pune,https://www.kreedalabs.com,kreedalabs.com,,,,,True,False,False,EXISTED_2COR,rdap=2022-08-20; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2022-08-20,Verified,1,--> Kreeda Labs | AI &amp; Software Development Company — India top of page Our Services A,0,1,at&rsquo;s actually worth using. That means your product gets solutions built on what&rsqu,325799,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,47,4,2022-08-20,zero signals unverified after re-crawl
nasscom,Webart Technology Private Limited,Kolkata,https://webart.technology/,webart.technology,,,,,True,False,False,EXISTED_2COR,rdap=2020-08-18; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2020-08-18,Verified,1,possibly provides the best marketing and web development services. Really thankful to ... ,0,1,on for i dont show this meating on screen--> Our Saas hide this meeting icon for i dont sh,79366,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,,47,6,2020-08-18,zero signals unverified after re-crawl
nasscom,Kenvue Solutions India Private Limited,Bengaluru,http://www.kenvue.com,kenvue.com,,,,,True,False,False,EXISTED_2COR,rdap=2022-04-28; nasscom_harvest=nasscom:PROVEN; rdap:2022-04-28,Verified,0,,0,1,hing else We’re relentless about making sure our products are carefully tested and evaluat,65608,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,47,4,2022-04-28,zero signals unverified after re-crawl
nasscom,Fortmindz Private Limited,Kolkata,https://fortmindz.com/,fortmindz.com,,,,,True,False,False,EXISTED_2COR,rdap=2022-11-01; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2022,Verified,1,Award-Winning Product Engineering Company | Fortmindz Home Company Company Abo,0,1,"hatGPT, Gemini or custom LLMs directly into your product. AI Chatbot Development Intellige",39077,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,47,4,2022-11-01,zero signals unverified after re-crawl
nasscom,Mylan Pharmaceuticals Private Limited,Hyderabad,https://www.viatris.in/,viatris.in,,,,,True,False,False,EXISTED_2COR,rdap=2019-09-16; nasscom_harvest=nasscom:PROVEN; rdap:2019-09-16,Verified,0,,0,1,and services across our industry. Learn more Our Products A bold history and bright future,33337,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,47,7,2019-09-16,zero signals unverified after re-crawl
nasscom,LowLightKing Productions Private Limited,Kochi,https://lowlightking.com/,lowlightking.com,,,,,True,False,False,EXISTED_2COR,rdap=2019-09-13; nasscom_harvest=nasscom:PROVEN; rdap:2019-09-13,Verified,0,,0,1,show.” &#8211; Playway Books “This explains our product better than our sales deck.” &#821,32741,0,0,0,0,pre-2024: proven | site mentions pr_practice,False,,,,identity_pending,,47,7,2019-09-13,zero signals unverified after re-crawl
nasscom,Sopra Banking Software Solutions India Private Limited,Gautam Buddha Nagar,https://sbs-software.com/,sbs-software.com,,,,,True,False,False,EXISTED_2COR,rdap=2023-12-06; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2023,Verified,0,,0,1,their digital journey. Get started Discover our products ID Scan Balance Cards Savings Goa,28766,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,47,3,2023-12-06,zero signals unverified after re-crawl
nasscom,Smartail Private Limited,Bengaluru,https://www.smartail.ai/,smartail.ai,,,,,True,False,False,EXISTED_2COR,rdap=2019-12-01; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2019,Verified,0,,0,1,tors and improve student outcomes. DeepGrade Our Flagship Product Institutions 0+ Our este,22325,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,47,7,2019-12-01,zero signals unverified after re-crawl
nasscom,TeamF1 Networks Private Limited,Hyderabad,http://teamf1networks.com/,teamf1networks.com,,,,,True,False,False,EXISTED_2COR,copyright_footer=2013; nasscom_harvest=nasscom:PROVEN,Verified,0,,0,1,elligence to hardware Know More Homepage --> Our Products Businesses across the industry a,21572,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,47,0,,zero signals unverified after re-crawl
nasscom,Fioneer India Private Limited,Bengaluru,https://www.sapfioneer.com/,sapfioneer.com,,,,,True,False,False,EXISTED_2COR,rdap=2021-04-23; nasscom_harvest=nasscom:PROVEN: 2022-06-01 Wayback — 'Ex,Verified,0,,0,1,Join the 800 banks globally who have chosen our platform. Learn more Insurance Accelerate ,20589,0,0,0,0,Wayback 2022: 'SAP Fioneer | Exceptional software solutions for financial services' | Site,False,,,,identity_pending,,47,5,2021-04-23,zero signals unverified after re-crawl
nasscom,Uniqus India Private Limited,Bengaluru,https://uniqus.com/,uniqus.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-07-03; nasscom_harvest=nasscom:PROVEN; wayback=20230807,Verified,0,,0,0,,915930,0,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,False,,,,identity_pending,,45,26,2000-07-03,zero signals unverified after re-crawl
nasscom,Bahwan CyberTek Pvt Ltd,Chennai,http://www.bahwancybertek.com,bahwancybertek.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-03-11; copyright_footer=2011; nasscom_harvest=nasscom:UNKNOWN; wayback=20230606,Verified,0,,0,0,,898361,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,45,27,1999-03-11,zero signals unverified after re-crawl
nasscom,Cotelligent (India) Private Limited,Hyderabad,http://cotelligent.com/,cotelligent.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-07-03; nasscom_harvest=nasscom:UNKNOWN; wayback=20230530,Verified,0,,0,0,,896934,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,45,29,1997-07-03,zero signals unverified after re-crawl
nasscom,Rupeeseed Technology Ventures Pvt Ltd,Mumbai,http://www.rupeeseed.com,rupeeseed.com,,,,,True,False,False,EXISTED_2COR,rdap=2010-07-20; nasscom_harvest=nasscom:PROVEN; wayback=20230530,Verified,0,,0,0,,889443,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,16,2010-07-20,zero signals unverified after re-crawl
nasscom,LendingTree Research Services LLP,Hyderabad,https://lendingtree.com/,lendingtree.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-01-16; nasscom_harvest=nasscom:PROVEN; wayback=20230602,Verified,0,,0,0,,885917,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,28,1998-01-16,zero signals unverified after re-crawl
nasscom,Diadem Technologies Pvt Ltd,Kolkata,https://diadem.in/,diadem.in,,,,,True,False,False,EXISTED_2COR,rdap=2007-05-03; nasscom_harvest=nasscom:PROVEN; wayback=20230528,Verified,0,,0,0,,885070,0,0,0,0,pre-2024: proven | site mentions compliance,False,,,,identity_pending,,45,19,2007-05-03,zero signals unverified after re-crawl
nasscom,ValueMentor InfoSec Private Limited,Kochi,http://www.valuementor.com,valuementor.com,,,,,True,False,False,EXISTED_2COR,rdap=2004-12-16; nasscom_harvest=nasscom:PROVEN; wayback=20230603,Verified,0,,0,0,,558884,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,22,2004-12-16,zero signals unverified after re-crawl
nasscom,VEE Technologies Private Limited,Bengaluru,http://www.veetechnologies.com,veetechnologies.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-03-09; copyright_footer=2000; nasscom_harvest=nasscom:PROVEN downgraded to +10: the 20,Verified,1,orms Vee Class ProTrack VeeLearn ATS Digital Product Engineering Low-Code/No-Code UI/UX Cu,0,0,,363581,0,0,0,0,"Wayback 2023: 'Retrospective Risk Review, Risk Adjustment Optimization' claims copy | Abou",False,,,,identity_pending,,45,26,2000-03-09,zero signals unverified after re-crawl
goodfirms+nasscom,iView Labs Pvt. Ltd.,"Ahmedabad, India",http://iviewlabs.com/,iviewlabs.com,2012,10-49,10-49,,False,False,False,EXISTED_2COR,goodfirms_founded=2012; rdap=2012-10-05; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2012-10-05; go,Verified,1,--> Software Product Development Company | iView Labs top of page Our Work We,0,0,,242155,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,30,45,14,2012-10-05,zero signals unverified after re-crawl
nasscom,Innobox Systems Private Limited,Hyderabad,http://www.innobox.com/,innobox.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-05-20; nasscom_harvest=nasscom:UNKNOWN; wayback=20230605,Verified,0,,0,0,,238798,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,45,23,2003-05-20,zero signals unverified after re-crawl
nasscom,Spectraforce Technologies (India) Pvt Ltd,Pune,http://spectraforce.com,spectraforce.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2004-10-25; nasscom_harvest=nasscom:PROVEN; wayback=20230604,Verified,1,ics Industrial Automation Engineering &#038; Product Development Telecom Telecom Staffing ,0,0,,223748,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,45,22,2004-10-25,zero signals unverified after re-crawl
nasscom,World of Opportunities for Women LLP,Bengaluru,http://www.hersecondinnings.com,hersecondinnings.com,,,,,True,False,False,EXISTED_2COR,"rdap=2014-07-23; nasscom_harvest=nasscom:PROVEN - 20230601 snapshot, but ; wayback=20230609",Verified,0,,0,0,,215223,0,0,0,0,"Site: 'Job Placements 97%, Returnship Projects 92%, Upskilling 98%' | JD 'bitbucket'/'gith",False,,,,identity_pending,,45,12,2014-07-23,zero signals unverified after re-crawl
nasscom,Twilio Technology India Private Limited,Bengaluru,http://www.twilio.com,twilio.com,,,,,True,False,False,EXISTED_2COR,rdap=2007-10-26; nasscom_harvest=nasscom:PROVEN; wayback=20230412,Verified,0,,0,0,,196305,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,45,19,2007-10-26,zero signals unverified after re-crawl
nasscom,ASCENTech Information Technology Private Limited,Thane,https://www.ascentechindia.com,ascentechindia.com,,,,,True,False,False,EXISTED_2COR,rdap=2007-12-12; copyright_footer=2021; nasscom_harvest=nasscom:PROVEN - 2023 snapshot: 'ASCENTe,Verified,1,gy strategist with 25+ years of expertise in software development and e-governance innovat,0,0,,195179,0,0,0,0,"Wayback 2023: '25 years... Software Development Domain', software delivered | JD repo/CI h",False,,,,identity_pending,,45,19,2007-12-12,zero signals unverified after re-crawl
goodfirms+nasscom,SynergyLabs,"Gurgaon, India",https://www.synlabs.io/,synlabs.io,2016,10-49,10-49,,False,False,False,PROVEN_EQUIV,goodfirms_founded=2016; nasscom_harvest=nasscom:PROVEN; goodfirms_founded:2016; wayback=20230602,Verified,1,"ynergyLabs: AI Solutions, Gen AI, SaaS &amp; Software Development top of page Menu Close C",0,0,,176257,0,0,0,0,pre-2024: proven,False,,,,identity_pending,30,45,10,2016,zero signals unverified after re-crawl
goodfirms+nasscom,Taashee Linux Services,"Hyderabad, India",https://www.taashee.com/,taashee.com,,10-49,10-49,,False,False,False,EXISTED_2COR,rdap=2007-04-30; copyright_footer=2007; nasscom_harvest=nasscom:PROVEN; rdap:2007-04-30,Verified,1,"ship, I was offered a consultant role in the Product Development team, a pivotal moment fo",0,0,,148527,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,30,45,19,2007-04-30,zero signals unverified after re-crawl
nasscom,The World Bank (IBRD),Chennai,http://www.worldbank.org,worldbank.org,,,,,True,False,False,EXISTED_2COR,rdap=1991-08-14; nasscom_harvest=nasscom:UNKNOWN; wayback=20221219,Verified,0,,0,0,,141193,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,45,35,1991-08-14,zero signals unverified after re-crawl
nasscom,Lester Infoservices Private Limited,Navi Mumbai,http://www.lesterinc.com,lesterinc.com,,,,,True,False,False,EXISTED_2COR,rdap=2004-11-26; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230531,Verified,0,,0,0,,138379,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,45,22,2004-11-26,zero signals unverified after re-crawl
nasscom,D E Shaw India Private Limited,Hyderabad,http://www.deshawindia.com,deshawindia.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-03-10; copyright_footer=2018; nasscom_harvest=nasscom:PROVEN; rdap:2000-03-10,Verified,0,,0,0,,126239,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,26,2000-03-10,zero signals unverified after re-crawl
nasscom,Serosoft Solutions Private Limited,Indore,https://www.serosoft.com/,serosoft.com,,,,,True,False,False,EXISTED_2COR,rdap=2009-01-16; nasscom_harvest=nasscom:PROVEN; wayback=20230530,Verified,0,,0,0,,125012,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,17,2009-01-16,zero signals unverified after re-crawl
nasscom,Sulzer India Private Limited,Pune,https://www.sulzer.com/en,sulzer.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-02-24; copyright_footer=1996; nasscom_harvest=nasscom:PROVEN; rdap:1996-02-24,Verified,1,on Polymer production technology Process and application development Reaction technology U,0,0,,122761,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,30,1996-02-24,zero signals unverified after re-crawl
nasscom,Suma Soft Pvt Ltd,Pune,http://www.sumasoft.com,sumasoft.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2000-04-25; copyright_footer=2000; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,1,"performance, and accelerated insights Mobile Application Development Android Build scalabl",0,0,,122490,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,45,26,2000-04-25,zero signals unverified after re-crawl
nasscom,Circana India Private Limited,Bengaluru,https://www.circana.com/,circana.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-03-30; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230605,Verified,0,,0,0,,121226,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,45,20,2006-03-30,zero signals unverified after re-crawl
nasscom,DLF Cyber City Developers Limited,Gurugram,http://www.dlf.in,dlf.in,,,,,True,False,False,EXISTED_2COR,rdap=2005-02-17; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230602,Verified,0,,0,0,,114267,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,45,21,2005-02-17,zero signals unverified after re-crawl
nasscom,JP Morgan Services India Pvt Ltd,Mumbai,http://www.jpmorgan.com,jpmorgan.com,,,,,True,False,False,EXISTED_2COR,rdap=1992-04-24; copyright_footer=2020; nasscom_harvest=nasscom:PROVEN; rdap:1992-04-24,Verified,0,,0,0,,114246,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,45,34,1992-04-24,zero signals unverified after re-crawl
nasscom,Codelattice Digital Solutions Pvt Ltd,Calicut,http://www.codelattice.com,codelattice.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2011-02-02; copyright_footer=2009; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,1,ntries so far. Trends change and we keep up. Application Development Web Based Application,0,0,,109859,0,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,False,,,,identity_pending,,45,15,2011-02-02,zero signals unverified after re-crawl
nasscom,Savills Property Services (India) Private Limited,Gurugram,https://www.savills.in/,savills.in,,,,,True,False,False,EXISTED_2COR,rdap=2006-05-10; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230601,Verified,0,,0,0,,109035,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,45,20,2006-05-10,zero signals unverified after re-crawl
nasscom,IRIS Software Pvt Ltd,New Delhi,http://www.irissoftware.com,irissoftware.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-03-27; copyright_footer=2021; nasscom_harvest=nasscom:PROVEN; rdap:1998-03-27,Verified,0,,0,0,,102461,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,45,28,1998-03-27,zero signals unverified after re-crawl
nasscom,GrapeCity India Private Limited,Noida,http://www.grapecity.in,grapecity.in,,,,,True,False,False,EXISTED_2COR,rdap=2013-04-05; nasscom_harvest=nasscom:UNKNOWN; wayback=20230604,Verified,0,,0,0,,101186,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,45,13,2013-04-05,zero signals unverified after re-crawl
nasscom,DigiMantra Innovations Private Limited,Mohali,https://digimantralabs.com/,digimantralabs.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2012-10-24; nasscom_harvest=nasscom:UNKNOWN; wayback=20230609,Verified,1,s] => Array ( [0] => Array ( [item_title] => Product Engineering [item_url] => https://dig,0,0,,100851,0,0,0,0,pre-2024: unknown | site mentions cicd | site mentions pr_practice,False,,,,identity_pending,,45,14,2012-10-24,zero signals unverified after re-crawl
nasscom,Skillmine Technology Consulting Pvt Ltd,Bengaluru,http://www.skill-mine.com,skill-mine.com,,,,,True,False,False,PROVEN_EQUIV,rdap=2014-04-23; nasscom_harvest=nasscom:UNKNOWN — no wayback snapshot an; wayback=20230605,Verified,1,ervices Generative AI Custom AI/ML Models AI Product Engineering Digital Twins Predictive ,0,0,,98339,0,0,0,0,"tier_gold UNKNOWN: no wayback, no RDAP; missing not absent | jd: 98,339 chars over 4 pages",False,,,,identity_pending,,45,12,2014-04-23,zero signals unverified after re-crawl
nasscom,Creative Virtual Private Limited,Navi Mumbai,http://www.creativevirtual.com,creativevirtual.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-11-13; copyright_footer=2023; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2023 snap,Verified,0,,0,0,,96268,0,0,0,0,creativevirtual.com is UK-headquartered; Navi Mumbai is its India centre | Site: own produ,False,,,,identity_pending,,45,23,2003-11-13,zero signals unverified after re-crawl
goodfirms+nasscom,Uneecops Technologies Limited,"Noida, India",https://www.uneecops.com,uneecops.com,1995,250+,250+,,False,True,False,EXISTED_2COR,goodfirms_founded=1995; rdap=2008-07-03; nasscom_harvest=nasscom:PROVEN; goodfirms_founded:1995; wayback=20230602,Verified,0,,0,0,,93989,0,0,0,0,pre-2024: proven,False,,,,identity_pending,300,45,18,2008-07-03,zero signals unverified after re-crawl
goodfirms+nasscom,JD Soft,"Chennai, India",http://www.jdsoft.in/,jdsoft.in,,10-49,10-49,,False,False,False,EXISTED_2COR,rdap=2011-09-26; copyright_footer=2021; nasscom_harvest=nasscom:PROVEN: 2020-06-01 Wayback — whi; wayback=20230606,Verified,0,,0,0,,93428,0,0,0,0,Wayback 2020: 'White Paper Case Studies ... Our Methodology ... Engagement Model' | Site: ,False,Kdaisy Deva Evu,Managing Director,,identity_name_only,30,45,15,2011-09-26,zero signals unverified after re-crawl
