rank,name,city,city_tier,website,domain,RELEVANT? (Yes/No/Maybe),does proper software dev?,product or service?,NOTES
512,Delve AI India Private Limited,Bengaluru,1,https://www.delve.ai,delve.ai,,,,
513,DENSO International India Private Limited,Gurugram,1,https://www.denso.com/in/en/,denso.com,,,,
514,DesiCrew Solutions Pvt Ltd,Chennai,1,http://www.desicrew.in,desicrew.in,,,,
515,DesignersX,Mohali,1,https://designersx.com,designersx.com,,,,
516,Deutsche India Private Limited,Mumbai,1,http://www.db.com,db.com,,,,
517,Dev Accelerator Limited,Ahmedabad,1,https://www.devx.work,devx.work,,,,
518,Dev Information Technology Limited,Ahmedabad,1,http://www.devitpl.com,devitpl.com,,,,
519,DevAngles Software Private Limited,Pune,1,https://www.devangles.com/,devangles.com,,,,
520,Devstringx Technologies Private Limited,Noida,1,http://www.devstringx.com,devstringx.com,,,,
521,Dexian India Technologies Private Limited,Chennai,1,https://india.dexian.com,india.dexian.com,,,,
522,Dezvolta,Chennai,1,https://www.dezvolta.com,dezvolta.com,,,,
523,DHI Investigation Services Private Limited,Bengaluru,1,http://www.dhiverification.com,dhiverification.com,,,,
524,Dhiraa Skilldev Foundation,Mumbai,1,https://dhiraa.org/,dhiraa.org,,,,
525,DHL Information Services (India) LLP,Chennai,1,https://www.dpdhl.com/en.html,dpdhl.com,,,,
526,Diadem Technologies Pvt Ltd,Kolkata,1,https://diadem.in/,diadem.in,,,,
527,Diageo Business Services India Private Limited,Bengaluru,1,http://www.Diageo.com,diageo.com,,,,
528,Diaspark Infotech Pvt Ltd,Indore,1,http://www.diaspark.com,diaspark.com,,,,
529,Diebold Nixdorf India Private Limited,Mumbai,1,https://www.dieboldnixdorf.com/en-us,dieboldnixdorf.com,,,,
530,Digichorus Technologies Private Limited,Pune,1,https://www.digichorus.com,digichorus.com,,,,
531,DigiMantra Innovations Private Limited,Mohali,1,https://digimantralabs.com/,digimantralabs.com,,,,
532,Digit7 India Private Limited,Bengaluru,1,https://www.digit7.ai,digit7.ai,,,,
533,Digital Agents Interactive Private Limited,New Delhi,1,https://www.digitalagents.in/,digitalagents.in,,,,
534,Digital Aptech Private Limited,Kolkata,1,http://www.digitalaptech.com,digitalaptech.com,,,,
535,Digital Convergence Technologies Pune Private Limited,Pune,1,https://www.dctinc.com,dctinc.com,,,,
536,Digitalis Technologies Private Limited,New Delhi,1,https://www.digitalistech.com/,digitalistech.com,,,,
537,DigitalSherpa (Innovation Garage Ventures Private Limited),Kolkata,1,https://www.digitalsherpa.ai,digitalsherpa.ai,,,,
538,Digitide Solutions Limited,Hyderabad,1,https://digitide.com/,digitide.com,,,,
539,DigiVerifi Private Limited,Noida,1,http://www.digiverifi.com,digiverifi.com,,,,
540,Dipole Tech Innovations (OPC) Private Limited,Mohali,1,https://dipoletechi.com,dipoletechi.com,,,,
541,Direction Software Solutions,Mumbai,1,http://www.direction.biz,direction.biz,,,,
542,Discovery Communications India,Hyderabad,1,https://wbd.com/,wbd.com,,,,
543,DISH Network Technologies India Private Limited,Bengaluru,1,https://careers.dish.com/careers/india,careers.dish.com,,,,
544,Divergent Software Labs Private Limited,Indore,1,https://divergentsoftlab.com/,divergentsoftlab.com,,,,
545,DLF Cyber City Developers Limited,Gurugram,1,http://www.dlf.in,dlf.in,,,,
546,DLL Global Business Services Private Limited,Mumbai,1,https://www.dllgroup.com,dllgroup.com,,,,
547,DNV Business Assurance India Private Limited,Chennai,1,http://www.dnvindia.com,dnvindia.com,,,,
548,Domo Business Services India Private Limited,Pune,1,https://www.domo.com,domo.com,,,,
549,Drish Infotech Limited,Mohali,1,http://www.drishinfo.com,drishinfo.com,,,,
550,DriveIT Technologies Private Limited,Hyderabad,1,https://www.driveittech.in/,driveittech.in,,,,
551,Drivestream India Private Limited,Chennai,1,http://www.drivestream.com,drivestream.com,,,,
552,DSM Shared Services India Private Limited,Hyderabad,1,https://www.dsm.com/corporate/home.html,dsm.com,,,,
553,DTCC Enterprise Services India Pvt Ltd,Chennai,1,http://www.dtcc.com,dtcc.com,,,,
554,Dun & Bradstreet Information Services India Private Limited,Mumbai,1,https://www.dnb.co.in/,dnb.co.in,,,,
555,Dun & Bradstreet Technologies & Data Services Pvt Ltd,Chennai,1,http://www.dnbtechnology.com,dnbtechnology.com,,,,
556,DV Data & Analytics Private Limited,Bengaluru,1,https://dvanalyticsmds.com/,dvanalyticsmds.com,,,,
557,Dyashin Technosoft Private Limited,Bengaluru,1,https://www.dyashin.com,dyashin.com,,,,
558,DynPro India Pvt Ltd,Bengaluru,1,http://www.dynproindia.com,dynproindia.com,,,,
559,E Giraffes Digital Private Limited,Pune,1,https://egiraffes.com/,egiraffes.com,,,,
560,E-Merge Tech Global Services Private Limited,Chennai,1,https://e-mergeglobal.com/,e-mergeglobal.com,,,,
561,EAGateway Services India Private Limited,Hyderabad,1,http://www.eagateways.net,eagateways.net,,,,
562,Eagle Information Systems Private Limited,Delhi,1,https://www.eagle.in/,eagle.in,,,,
563,Eastman chemical India Private Limited,Hyderabad,1,http://www.eastman.com,eastman.com,,,,
564,EasyStepIn IT Services Private Limited,Bengaluru,1,https://www.easystepin.com,easystepin.com,,,,
565,Eaton India Innovation Center LLP,Pune,1,https://www.eaton.com/in/en-us.html,eaton.com,,,,
566,Ebluesoft Infotect Solutions Private Limited,Kolkata,1,https://ebluesoft.in/,ebluesoft.in,,,,
567,Eclantiqx Digital Private Limited,Hyderabad,1,https://www.eclatprime.com,eclatprime.com,,,,
568,eClerx Services Ltd,Mumbai,1,http://www.eclerx.com,eclerx.com,,,,
569,Ecolab Global Services Private Limited,Bengaluru,1,http://ecolabdigitalcenter.in,ecolabdigitalcenter.in,,,,
570,Econz IT Services Private Limited,Bengaluru,1,http://www.econzit.com,econzit.com,,,,
571,EDCI,Kolkata,1,https://www.edci.co.in,edci.co.in,,,,
572,Edelweiss Life Insurance Company Limited,Mumbai,1,https://www.edelweisstokio.in/,edelweisstokio.in,,,,
573,EduEdgePro Private Limited,Mumbai,1,https://eduedgepro.com/,eduedgepro.com,,,,
574,Edugem Technologies Private Limited,Mumbai,1,https://edugem.in/,edugem.in,,,,
575,Effivity Technologies Private Limited,Chennai,1,https://www.effivity.com,effivity.com,,,,
576,Egnoto Technologies LLP,Pune,1,http://www.egnoto.com,egnoto.com,,,,
577,Egon Zehnder Information and Research Services Private Limited,Gurugram,1,http://www.egonzehnder.com,egonzehnder.com,,,,
578,eGRCxperts India Private Limited,Chennai,1,https://grcxperts.com,grcxperts.com,,,,
579,EisnerAmper (India) Consultants Private Limited,Bengaluru,1,https://www.eisneramper.com,eisneramper.com,,,,
580,Ejyle Technologies Private Limited,Bengaluru,1,http://www.ejyle.com,ejyle.com,,,,
581,Elanco Innovation & Alliance Centre India LLP,Bengaluru,1,https://www.elanco.com,elanco.com,,,,
582,Electrodrive Powertrain Solutions Private Limited,Pune,1,https://www.electraev.com,electraev.com,,,,
583,Electronic Arts Games (India) Pvt Ltd,Hyderabad,1,http://www.ea.com,ea.com,,,,
584,Elegant Microweb Technologies Pvt Ltd,Ahmedabad,1,http://www.elegantJBI.com,elegantjbi.com,,,,
585,Elektrobit India Private Limited,Bengaluru,1,https://www.elektrobit.com/about/locations,elektrobit.com,,,,
586,ELI Lilly Services India Private Limited,Bengaluru,1,http://www.lilly.com,lilly.com,,,,
587,Ellucian Higher Education Systems India Pvt Ltd,Bengaluru,1,http://www.ellucian.com,ellucian.com,,,,
588,Elogix Software Private Limited,Kolkata,1,http://www.elogixsoft.com,elogixsoft.com,,,,
589,EmbarkGCC Services Private Limited,Bengaluru,1,https://embarkgcc.com/,embarkgcc.com,,,,
590,Embarkingonvoyage Digital Solutions Private Limited,Pune,1,http://www.embarkingonvoyage.com,embarkingonvoyage.com,,,,
591,Embassy Office Parks Management Services Pvt Ltd,Bengaluru,1,http://www.embassyindia.com,embassyindia.com,,,,
592,EmbedSense Solutions Private Limited,Bengaluru,1,https://embedsense.com/,embedsense.com,,,,
593,embedUR systems (India) Private Limited,Chennai,1,http://www.embedur.com/,embedur.com,,,,
594,Emerson Innovation Center - Pune (A Div. of Emerson Electric Company (I) Pvt Ltd),Pune,1,http://www.emerson.com,emerson.com,,,,
595,Empaxis Data Management India Private Limited,Noida,1,http://www.empaxis.com,empaxis.com,,,,
596,Emphora Soft Private Limited,Hyderabad,1,https://emphorasoft.com/,emphorasoft.com,,,,
597,Empower Global Business Services India Private Limited,Bengaluru,1,http://www.greatwest.com,greatwest.com,,,,
598,Empower Integrated Solutions Private Limited,Indore,1,http://www.empower-solutions.com/,empower-solutions.com,,,,
599,Emprotek Software Solutions Private Limited,Pune,1,https://emprotek.com/,emprotek.com,,,,
600,Endeavour ERP Solutions India Private Limited,Hyderabad,1,https://www.etsglobal.in,etsglobal.in,,,,
601,ENEL X Services India Private Limited,Mumbai,1,https://www.enelx.com,enelx.com,,,,
602,Engie Energy and Services India Private Limited,Pune,1,https://engieindia.com/,engieindia.com,,,,
603,eNoah iSolution India Pvt Ltd,Chennai,1,http://www.enoahisolution.com,enoahisolution.com,,,,
604,Ensonic Computech Private Limited,Kolkata,1,https://ekin.net.in/,ekin.net.in,,,,
605,Ensono Technologies LLP,Pune,1,https://www.ensono.com/,ensono.com,,,,
606,Entain Software Development Services (India) Private Limited,Hyderabad,1,https://entainindia.com,entainindia.com,,,,
607,Enthuworks Technologies Private Limited,Mohali,1,https://enthu.ai,enthu.ai,,,,
608,Entiovi Technologies Private Limited,Kolkata,1,http://www.entiovi.com,entiovi.com,,,,
609,Entrans Technologies Private Limited,Chennai,1,http://entrans.io,entrans.io,,,,
610,Entrata India Private Limited,Pune,1,https://www.entrata.com/,entrata.com,,,,
611,eNTrust Software and Services Private Limited,Chennai,1,http://www.ntrustinfotech.com,ntrustinfotech.com,,,,
612,Entune IT Consulting Private Limited,Bengaluru,1,http://www.entune.co,entune.co,,,,
613,Enviri India Services Private Limited,Hyderabad,1,http://www.enviri.com,enviri.com,,,,
614,Eone Technologies Private Limited,Chennai,1,https://www.eonetechnologies.com,eonetechnologies.com,,,,
615,EPAM Systems India Pvt Ltd,Hyderabad,1,http://www.epam.com,epam.com,,,,
616,Epicenter Technologies Pvt Ltd,Mumbai,1,http://epicentertechnology.com,epicentertechnology.com,,,,
617,Epicor Software India Private Limited,Bengaluru,1,http://www.epicor.com,epicor.com,,,,
618,Epiq Systems India Private Limited,Hyderabad,1,https://www.epiqglobal.com/en-gb,epiqglobal.com,,,,
619,EQT Partners India Private Limited,Bengaluru,1,https://eqtgroup.com,eqtgroup.com,,,,
620,Equator Technologies,Coimbatore,1,https://www.equatortek.com,equatortek.com,,,,
621,Equinix India Private Limited,Mumbai,1,http://www.gpxglobal.net,gpxglobal.net,,,,
622,Equinox Software And Services Pvt Ltd,Pune,1,http://www.equinoxweb.co.in,equinoxweb.co.in,,,,
623,Erginous Technologies,Mohali,1,http://www.erginous.com,erginous.com,,,,
624,Ernst and Young LLP,Gurugram,1,http://www.ey.com,ey.com,,,,
625,Escrownxt Services Private Limited,Chennai,1,http://www.escrowtech.in,escrowtech.in,,,,
626,ESF Labs Limited,Hyderabad,1,http://www.esflabs.com,esflabs.com,,,,
627,ESIGO Consulting Private Limited,Chennai,1,http://www.esigroup.in,esigroup.in,,,,
628,Esko-Graphics India Pvt Ltd,Bengaluru,1,http://www.esko.com,esko.com,,,,
629,Espire Infolabs Pvt Ltd,Gurugram,1,http://www.espire.com,espire.com,,,,
630,Esri India Technologies Private Limited,Noida,1,https://www.esri.in/,esri.in,,,,
631,Essilor India Private Limited,Bengaluru,1,http://www.essilorindia.com,essilorindia.com,,,,
632,Ethnus Consultancy Services Private Limited,Bengaluru,1,http://www.ethnus.com,ethnus.com,,,,
633,ETS Assessment Services Private Limited,Gurugram,1,https://www.ets.org/,ets.org,,,,
634,EUI Limited,Gurugram,1,http://www.admiral.com,admiral.com,,,,
635,Euphonious Innovation Private Limited,Bengaluru,1,https://www.curl.tech/,curl.tech,,,,
636,Everest Business Advisory India Pvt Ltd,Gurugram,1,http://www.everestgrp.com,everestgrp.com,,,,
637,Everligntek Solutions Private Limited,Pune,1,https://www.everligntek.com/,everligntek.com,,,,
638,Evoke Technologies Pvt Ltd,Hyderabad,1,http://www.evoketechnologies.com,evoketechnologies.com,,,,
639,EWall Solutions Private Limited,Chennai,1,https://ewallsolutions.com,ewallsolutions.com,,,,
640,ExaThought Technology Consulting Private Limited,Bengaluru,1,https://www.exathought.com/,exathought.com,,,,
641,Excellis IT Private Limited,Kolkata,1,https://www.excellisit.com/,excellisit.com,,,,
642,Exclusive-OR (XOR) Labs Private Limited,Noida,1,https://www.xorlabs.com,xorlabs.com,,,,
643,Exeter Premedia Services Private Limited,Chennai,1,https://www.exeterpremedia.com,exeterpremedia.com,,,,
644,Exfo Electro-Optical Engineering India Pvt Ltd,Pune,1,http://www.exfo.com,exfo.com,,,,
645,Exigo Consulting,Hyderabad,1,https://www.exigoconsulting.in,exigoconsulting.in,,,,
646,Eximious Global Limited,Ahmedabad,1,https://www.eximiousglobal.com/,eximiousglobal.com,,,,
647,exl Service.com (India) Pvt Ltd,Noida,1,http://www.exlservice.com,exlservice.com,,,,
648,Exo Edge India Private Limited,Mohali,1,https://www.exoedge.com/,exoedge.com,,,,
649,ExoGenesis Solutions Private Limited,Hyderabad,1,https://www.exogenesis.solutions.com,exogenesis.solutions.com,,,,
650,Expedien E-Solutions Limited,Noida,1,http://expedien.net,expedien.net,,,,
651,Expeditors International (India) Private Limited,Chennai,1,http://www.expeditors.com,expeditors.com,,,,
652,Experian Services India (Private Limited),Hyderabad,1,http://www.experian.com,experian.com,,,,
653,Expleo Solutions Limited,Chennai,1,https://www.expleogroup.com/,expleogroup.com,,,,
654,Exponentia.ai Private Limited,Mumbai,1,http://www.exponentia.ai,exponentia.ai,,,,
655,Express Analytics India Private Limited,Pune,1,http://www.expressanalytics.com,expressanalytics.com,,,,
656,Extreme Compute Technologies Private Limited,Hyderabad,1,https://www.extremecompute.com/,extremecompute.com,,,,
657,EzeSoftware India Private Limited,Hyderabad,1,https://www.ezesoft.com/,ezesoft.com,,,,
658,F5 Networks Innovation Private Limited,Hyderabad,1,https://www.f5.com/,f5.com,,,,
659,FACC Solutions Private Limited,Pune,1,https://www.facc.com,facc.com,,,,
660,Facebook India Online Services Pvt Ltd,Hyderabad,1,http://www.facebook.com,facebook.com,,,,
661,Fact Solutions India Pvt Ltd,Kolkata,1,http://www.factsoftware.com,factsoftware.com,,,,
662,Factset Systems India Pvt Ltd,Hyderabad,1,http://www.factset.com,factset.com,,,,
663,Fakhoury Consultants Pvt Ltd,Mumbai,1,http://www.employmentimmigration.com,employmentimmigration.com,,,,
664,Falabella Corporate Services India Private Limited,Bengaluru,1,http://www.investors.falabella.com,investors.falabella.com,,,,
665,Fare Portal India Private Limited,Gurugram,1,http://www.fareportal.com,fareportal.com,,,,
666,Fashnear Technologies Private Limited,Bengaluru,1,https://meesho.com/,meesho.com,,,,
667,"Fastenal India Sourcing, IT & Procurement Private Limited",Bengaluru,1,http://www.fastenal.com,fastenal.com,,,,
668,FastSwitch-Great Lakes Private Limited,Bengaluru,1,https://www.fasttek.com/,fasttek.com,,,,
669,FC Global Services India LLP,Bengaluru,1,https://www.firstcitizens.com/,firstcitizens.com,,,,
670,Feedback Business Insights Private Limited,Bengaluru,1,https://insightsfeedback.com/,insightsfeedback.com,,,,
671,Fervid Smart Solutions Private Limited,Hyderabad,1,https://www.fervidsmart.com/,fervidsmart.com,,,,
672,Fidelity Business Services India Pvt Ltd,Bengaluru,1,http://www.fidelity.co.in,fidelity.co.in,,,,
673,Fidrox Technologies Private Limited,Bengaluru,1,http://www.fidrox.com,fidrox.com,,,,
674,Fifth Generation Technologies India Pvt Ltd,Chennai,1,http://www.fifthgentech.com,fifthgentech.com,,,,
675,Finacct Technologies Private Limited,Hyderabad,1,https://www.finacctsolutions.com,finacctsolutions.com,,,,
676,FinacPlus Global Services Private Limited,Hyderabad,1,https://www.finacplus.com,finacplus.com,,,,
677,Finari Services Private Limited,Chennai,1,https://www.finari.com/,finari.com,,,,
678,Finavi CFO Private Limited,Bengaluru,1,http://www.finavicfo.com,finavicfo.com,,,,
679,Finforz Technologies Private Limited,Chennai,1,https://finforz.com/,finforz.com,,,,
680,FinIQ Consulting India Private Limited,Pune,1,http://www.finiq.com,finiq.com,,,,
681,Fintellix India Private Limited,Bengaluru,1,https://fintellix.com/ind/home,fintellix.com,,,,
682,Fioneer India Private Limited,Bengaluru,1,https://www.sapfioneer.com/,sapfioneer.com,,,,
683,Fiorano Software Technologies Private Limited,Bengaluru,1,https://www.fiorano.com,fiorano.com,,,,
684,First Advantage Pvt Ltd,Bengaluru,1,http://www.fadvasia.com,fadvasia.com,,,,
685,First American (India) Pvt Ltd,Bengaluru,1,http://www.firstam.co.in,firstam.co.in,,,,
686,Fission Computer Labs Pvt Ltd,Hyderabad,1,http://www.fissionlabs.in,fissionlabs.in,,,,
687,Fitmat Smart Solutions Private Limited,Pune,1,https://www.kreedalabs.com,kreedalabs.com,,,,
688,Flatworld Solutions Private Limited,Bengaluru,1,http://www.flatworldsolutions.com,flatworldsolutions.com,,,,
689,Flick2Know Technologies Private Limited,Gurugram,1,http://www.fieldassist.in,fieldassist.in,,,,
690,Flightcase IT Services Private Limited,Pune,1,http://www.fltcase.com,fltcase.com,,,,
691,Flink Solutions Private Limited,Bengaluru,1,https://flink.in/,flink.in,,,,
692,Flipkart Internet Private Limited,Bengaluru,1,http://www.flipkart.com,flipkart.com,,,,
693,Flodata Analytics Private Limited,Delhi,1,https://flodataanalytics.com/about-us,flodataanalytics.com,,,,
694,Fluid Analytics Private Limited,Pune,1,http://www.fluidrobotics.com,fluidrobotics.com,,,,
695,FNF India Private Limited,Bengaluru,1,http://www.fnfindia.co.in,fnfindia.co.in,,,,
696,FocusR Consultancy and Technologies Private Limited,Chennai,1,http://www.focusrtech.com/,focusrtech.com,,,,
697,Ford Motor Pvt Ltd,Chennai,1,http://www.india.ford.com,india.ford.com,,,,
698,FORTEIA (A brand of MTMF Global Technologies Private Limited),Pune,1,https://forteia.com,forteia.com,,,,
699,Fortmindz Private Limited,Kolkata,1,https://fortmindz.com/,fortmindz.com,,,,
700,Foss Infotech Private Limited,Coimbatore,1,http://www.fossinfotech.com,fossinfotech.com,,,,
701,Foundever CRM India Private Limited,Mumbai,1,http://www.sitel-india.com,sitel-india.com,,,,
702,Four Corners Technologies Private Limited,Bengaluru,1,https://www.smartdigitwin.com,smartdigitwin.com,,,,
703,FourCore Labs Private Limited,New Delhi,1,https://fourcore.io,fourcore.io,,,,
704,FourKites India Private Limited,Chennai,1,https://www.fourkites.com/,fourkites.com,,,,
705,Fox Mandal & Associates LLP,Mumbai,1,http://foxmandal.in,foxmandal.in,,,,
706,Foxivision Screening Services Private Limited,New Delhi,1,http://www.foxivision.com,foxivision.com,,,,
707,Fractal Analytics Limited,Mumbai,1,http://fractalanalytics.com,fractalanalytics.com,,,,
708,Fragomen Immigration Services India Private Limited,New Delhi,1,http://www.fragomen.com,fragomen.com,,,,
709,Franklin Templeton International Services (India) Pvt Ltd,Hyderabad,1,http://www.franklintempleton.com,franklintempleton.com,,,,
710,Freedom BTD Private Limited,Bengaluru,1,https://www.freedomconsulting.inc,freedomconsulting.inc,,,,
711,Freyr Software Services Pvt Ltd,Hyderabad,1,http://www.freyrsolutions.com,freyrsolutions.com,,,,
712,Friends Color Images Private Limited,Noida,1,https://www.fci-ccm.com,fci-ccm.com,,,,
713,Frontierwox Tech Private Limited,Chennai,1,https://frontierwox.in/,frontierwox.in,,,,
714,Fujitsu Research of India Private Limited,Bengaluru,1,http://www.fujitsu.com,fujitsu.com,,,,
715,Fulambri Text Com Private Limited,Mumbai,1,https://fulambritext.com/,fulambritext.com,,,,
716,Fullscan Business Solutions LLP,Hyderabad,1,http://www.fullscan.co.in,fullscan.co.in,,,,
717,Fusion CX Private Limited,Kolkata,1,http://www.xplore-tech.com,xplore-tech.com,,,,
718,GAC Digital Private Limited,Hyderabad,1,http://www.gacdigital.in,gacdigital.in,,,,
719,Galactix Solutions Private Limited,Hyderabad,1,https://www.galactixsolutions.com,galactixsolutions.com,,,,
720,Gallagher Center of Excellence LLP,Pune,1,http://www.ajg.com,ajg.com,,,,
721,Gamut Infosystems Ltd,Kolkata,1,http://www.gamutinfosystems.com,gamutinfosystems.com,,,,
722,Gap IT Services India Private Limited,Hyderabad,1,http://www.gapinc.com,gapinc.com,,,,
723,Garuda Aerospace Private Limited,Chennai,1,https://www.garudaaerospace.com/,garudaaerospace.com,,,,
724,Garuda Intelligence and Security Services Private Limited,Chennai,1,https://www.gverify.in,gverify.in,,,,
725,Gateway Internet Protocol Management Private Limited,Pune,1,https://www.sakon.com/,sakon.com,,,,
726,Gauri Technologies Private Limited,Pune,1,http://www.gauri.com,gauri.com,,,,
727,GB Tech Service Private Limited,Kolkata,1,https://www.gbtechservice.com/,gbtechservice.com,,,,
728,GBSM Consulting Pvt. Ltd. (Business Brio Division),Kolkata,1,http://www.businessbrio.com,businessbrio.com,,,,
729,GBT Tech Solutions Private Limited,Kolkata,1,http://www.gbtsolutions.in/,gbtsolutions.in,,,,
730,GCC Services India Private Limited,Bengaluru,1,https://www.ab-inbev.com/,ab-inbev.com,,,,
731,Gebbs Healthcare Solutions Private Limited,Navi Mumbai,1,https://gebbs.com/,gebbs.com,,,,
732,Geekay Infotech,Mumbai,1,https://www.geekayinfotech.com,geekayinfotech.com,,,,
733,Geeta Eservices Private Limited,Mumbai,1,https://geetaeservices.com,geetaeservices.com,,,,
734,Geine Technologies India Pvt Ltd,Gurugram,1,http://www.geinetech.com,geinetech.com,,,,
735,General Atlantic Pvt Ltd,Mumbai,1,http://www.generalatlantic.com,generalatlantic.com,,,,
736,General Mills India Pvt Ltd,Mumbai,1,http://www.generalmills.com,generalmills.com,,,,
737,Genesys Telecom Labs India Private Limited,Chennai,1,http://www.genesys.com,genesys.com,,,,
738,Genexa AI LLP,Pune,1,https://www.genexa.ai,genexa.ai,,,,
739,Genius HRTech Limited,Kolkata,1,http://www.geniusconsultant.com,geniusconsultant.com,,,,
740,GENPACT India Private Limited,Gurugram,1,http://www.genpact.com,genpact.com,,,,
741,GEP Solutions Pvt Ltd,Navi Mumbai,1,http://www.gep.com,gep.com,,,,
742,GERP Technologies Private Limited,Bengaluru,1,https://www.gerptech.com/,gerptech.com,,,,
743,GetMy Solutions Private Limited,Pune,1,https://getmysoutions.in,getmysoutions.in,,,,
744,GIC Global Industrial Private Limited,Mumbai,1,http://www.systemax.com,systemax.com,,,,
745,GIEOM Business Solutions Private Limited,Bengaluru,1,http://www.gieom.com,gieom.com,,,,
746,Gigin Technologies Private Limited,Bengaluru,1,https://www.gigin.ai,gigin.ai,,,,
747,Github India Private Limited,Delhi,1,https://github.com,github.com,,,,
748,GK Cloud Solutions Private Limited,Bengaluru,1,https://gkcloud.ai/,gkcloud.ai,,,,
749,GlaxoSmithKline Consumer Private Limited,Bengaluru,1,http://haleon.com,haleon.com,,,,
750,Global Energy Consulting Engineers Private Limited,Hyderabad,1,http://www.geceindia.com,geceindia.com,,,,
751,Global Groupware Solutions Ltd,Gurugram,1,http://www.employwise.com,employwise.com,,,,
752,Global Infovision Pvt Ltd,Hyderabad,1,http://www.globalinfovision.com,globalinfovision.com,,,,
753,Global Screening Services (Bangalore) Private Limited,Bengaluru,1,https://www.globalscreeningservices.in/,globalscreeningservices.in,,,,
754,Global We Connect Technologies Private Limited,Chennai,1,https://gwcteq.com/,gwcteq.com,,,,
755,Globant India Private Limited,Pune,1,https://www.globant.com,globant.com,,,,
756,GlobeOp Financial Services (India) Pvt Ltd,Mumbai,1,http://www.globeop.com,globeop.com,,,,
757,Globex Digital Solutions Private Limited,Hyderabad,1,https://www.globexdigitalcorp.com,globexdigitalcorp.com,,,,
758,Go Ahead Consultant,Gurugram,1,https://www.goaheadc.com/,goaheadc.com,,,,
759,Go Digit General Insurance Limited,Pune,1,http://www.godigit.com,godigit.com,,,,
760,Goavega Software India Pvt Ltd,Bengaluru,1,http://www.goavega.com,goavega.com,,,,
761,GoAvocado AI Private Limited,Hyderabad,1,https://www.goavo.ai/,goavo.ai,,,,
762,Goldman Sachs Services Pvt Ltd,Bengaluru,1,http://www.gs.com,gs.com,,,,
763,Got Softwares Pvt Ltd,Chennai,1,http://www.gotsoftwares.com,gotsoftwares.com,,,,
764,Gradient M IT Consulting and Services Private Limited,Bengaluru,1,http://www.gradientm.com,gradientm.com,,,,
765,Graebert India Software Pvt Ltd,Noida,1,http://www.graebert.in,graebert.in,,,,
766,GrapeCity India Private Limited,Noida,1,http://www.grapecity.in,grapecity.in,,,,
767,GRC Mentor LLP,Bengaluru,1,http://www.grcmentor.com,grcmentor.com,,,,
768,Great Eastern IDTech Private Limited,Gurugram,1,http://www.geipl.com,geipl.com,,,,
769,GreatFour Systems Private Limited,Hyderabad,1,http://greatfour.com,greatfour.com,,,,
770,Green Fellow IT Security Solutions Private Limited,Kolkata,1,https://indiancybersecuritysolutions.com/,indiancybersecuritysolutions.com,,,,
771,Greystar Services India Private Limited,Mohali,1,https://www.greystar.com/,greystar.com,,,,
772,Greytrix India Private Limited,Navi Mumbai,1,https://www.greytrix.in,greytrix.in,,,,
773,Grids and Guides Technologies Private Limited,Chennai,1,https://gridsandguides.com,gridsandguides.com,,,,
774,Grindwell Norton Limited (INDEC),Mumbai,1,https://www.saint-gobain.co.in/indec,saint-gobain.co.in,,,,
775,GRM Technologies Private Limited,Chennai,1,https://www.grmtechnologies.com,grmtechnologies.com,,,,
776,Groundtruth India Private Limited,Gurugram,1,https://www.groundtruth.com/,groundtruth.com,,,,
777,Growby Exx Services Private Limited,Ahmedabad,1,https://www.growexx.com/,growexx.com,,,,
778,Growel Softech Pvt Ltd,Pune,1,http://www.growelsoftech.com,growelsoftech.com,,,,
779,Growthrive Private Limited,Gurugram,1,https://www.kalido.me,kalido.me,,,,
780,GT US Shared Services Center India Pvt Ltd,Bengaluru,1,http://www.gtsharedservices.co.in,gtsharedservices.co.in,,,,
781,GTMVantage Technologies Private Limited,Greater Noida,1,https://gtmvantage.com/,gtmvantage.com,,,,
782,Guardian India Operations Private Limited,Chennai,1,http://www.datatelesis.com,datatelesis.com,,,,
783,GUS Education India LLP,Hyderabad,1,https://www.guseducationindia.com,guseducationindia.com,,,,
784,Guvi Geek Network Private Limited,Chennai,1,https://www.guvi.in,guvi.in,,,,
785,GVFL Limited,Ahmedabad,1,http://www.gvfl.com,gvfl.com,,,,
786,GyanSys Infotech Private Limited,Bengaluru,1,http://www.gyansys.com,gyansys.com,,,,
787,GYTWorkz Technologies Private Limited,Hyderabad,1,https://www.gytworkz.com/,gytworkz.com,,,,
788,Halt Dos.com Private Limited,Noida,1,https://www.haltdos.com/,haltdos.com,,,,
789,Han Digital Solution Private Limited,Bengaluru,1,https://www.handigital.com/,handigital.com,,,,
790,Handy Online Solutions Private Limited,Gurugram,1,http://www.ongrid.in,ongrid.in,,,,
791,Hans Infomatic Pvt Ltd,New Delhi,1,http://www.hansinfomatic.com,hansinfomatic.com,,,,
792,Hansa Customer Equity Pvt Ltd,Mumbai,1,http://www.cequitysolutions.com,cequitysolutions.com,,,,
793,HanuAl Private Limited,Delhi,1,https://roadathena.com/,roadathena.com,,,,
794,Hapag-Lloyd Technology Center Private Limited,Chennai,1,https://www.hapag-lloyd.com/,hapag-lloyd.com,,,,
795,Happiest Minds Technologies Limited,Bengaluru,1,http://www.happiestminds.com,happiestminds.com,,,,
796,Harbinger Systems Private Limited,Pune,1,http://www.harbingergroup.com,harbingergroup.com,,,,
797,Hartron Communications Ltd,Gurugram,1,http://www.hartron.cc,hartron.cc,,,,
