distress,engage_score,ops_fit,company,campaign_email,campaign_email_type,domain,employees,founded,age_years,city,state,sector,business_model,stage,website_status,revenue_usd,net_profit_usd,funding_usd,key_people,key_people_emails,company_emails,company_phones,key_people_profiles,linkedin,website,tracxn_url
0.0,70,70.4,VRO Hospitality,safdhar.adoor@vrohospitality.com,person (Tracxn),vrohospitality.com,350,2018,8,Bengaluru,Karnataka,Food and Agriculture,Food Service Chains > Restaurants > Diversified,Series A,200,20915590,246068,20302215,"Safdhar Adoor; Co Founder & Director; Co Founder-Rices Obliquity,VRO Hospitality | Ex-Swiggy,Swiggy Dineout,Swiggy Scenes,Rices Obliquity | Ramaiah Institute Of Technology BTech 2014
 Safdar Adhoor; Co-Founder; safdhar.adoor@vrohospitality.com; Ex-Founder Swiggy, Dineout, SteppinOut, Rices Obliquity. Ramaiah Institute Of Technology BTech 2014
 Sharath Rice; Co-Founder; sharathrice@vrohospitality.com; Co-Founder-VRO Hospitality,Rices Obliquity
 Dawn Thomas; Co-Founder & CEO; dawn@vrohospitality.com; Co-Founder Rices Obliquity, SteppinOut. Ramaiah Institute Of Technology BE","safdhar.adoor@vrohospitality.com,
 sharathrice@vrohospitality.com
 sharath.rice@vrohospitality.com,
 dawn@vrohospitality.com",info@vrohospitality.com,,"https://www.linkedin.com/in/safdhar-adoor-8a09a678,
 https://linkedin.com/in/safdhar-adoor-8a09a678,
 https://linkedin.com/in/sharath-rice-4668a0224,
 https://www.linkedin.com/in/sharath-rice-4668a0224/,
 https://linkedin.com/in/sharath-rice-4668a0224,https://www.linkedin.com/in/sharath-rice-4668a0224/,
 https://linkedin.com/in/dawn-thomas-40b08b104",https://linkedin.com/company/v-ro-hospitality-pvt-ltd/about,https://vrohospitality.com,https://platform.tracxn.com/companies/1pQK28Y7nUzhFfX30CTcFfwyFI6Er9G8tc_zJ3EIbzU/vrohospitality.com
0.0,70,70.2,Simplify3X,info@simplify3x.com,company generic,simplify3x.com,460,2015,11,Bengaluru,Karnataka,Enterprise Infrastructure,Software Testing Tools > Automated Testing Tools,Unfunded,200,7795403,890065,,"Vijay Daniel; Co-Founder & CEO; Ex-emids, Laurus Infosystems, Aptuit laurus, STAG Software. Karnatak University BE 1998",,info@simplify3x.com,-9019406932,https://linkedin.com/in/vijay-daniel,https://linkedin.com/company/simplify3x/about,https://simplify3x.com,https://platform.tracxn.com/companies/P3ArRUUfbEt5F6uOxJD-7D_aVmLTEpbmd03XmbJphr4/simplify3x.com
0.0,70,68.4,OpsTree,connect@opstree.com,company generic,opstree.com,286,2014,12,Noida,Uttar Pradesh,Enterprise Infrastructure,"DevOps > Delivery and Deployment,
 Build Tools > Deployment Tools",Unfunded,200,8245111,1147564,,"Shankar Prasad Jha; Co-Founder & CEO; Co-Founder OpsTree Solutions, ex-hCentive, Xebia. Ranchi University BS 2001
 Sandeep Rawat; Co-Founder and Chief Technology Officer; Opstree Solutions",,connect@opstree.com,-1204137232,"https://linkedin.com/in/shankar-prasad-jha-8636ab2b,
 http://linkedin.com/in/sandeep-rawat-b766161",https://linkedin.com/company/opstree-solutions,https://opstree.com,https://platform.tracxn.com/companies/SU2rn4e2-wrxMeWzDTy9RTDadT4qCUQxv-YUw0IW8jQ/opstree.com
0.0,70,67.9,Joy e-bike,info@wardwizard.in,company generic,joyebike.com,398,2016,10,Vadodara,Gujarat,Energy Tech,Electric Vehicles > Automaker > Two Wheelers > Scooters,Unfunded,200,12896869,352565,,"Raghav Khandelwal; Co-Owner; Owner RangRaazi, Bajaj Auto. S S Jain Subodh Commerce & Arts College Jaipur BCom 2020
 Rahmat Baloch; Co-Owner
 Yatin Gupte; CEO; Wardwizard Innovations & Mobility, Wardwizard Foods & Beverages, LCL Aviation. BSP MBA 2012",,info@wardwizard.in,-1800120055409,"https://www.linkedin.com/in/raghav-khandelwal-029a101b6/,
 https://www.linkedin.com/in/rahmat-baloch-797709270/,
 https://linkedin.com/in/yatin-gupte-68b43916",https://linkedin.com/company/joy-e-bike,https://joyebike.com/home/,https://platform.tracxn.com/companies/ZCXM_fSyAlDMx6yWeXaN6KXEOeP3EblicwDh8NfKUck/joyebike.com
0.0,70,66.2,TraderSmith,support@tradersmith.in,company generic,tradersmith.in,385,2021,5,Bengaluru,Karnataka,FinTech,Investment Tech > Online Trading Platforms > Research Platforms > Forex > Trading Signals > Technical Analysis,Unfunded,200,10387893,883197,,"Anupam Singhi; CEO; CEO-William O'Neil India,ONeil Capital Management India | Ex-Thomson Reuters,Accenture,IBM Daksh | Delhi University BCom 1999",,support@tradersmith.in,-46802131,"https://www.linkedin.com/in/anupamsinghi/,
 https://linkedin.com/in/anupamsinghi",https://linkedin.com/company/marketsmith-india,https://tradersmith.in,https://platform.tracxn.com/companies/EG1UxgOAHK_KpJi-1zf7Lx_q0SRSpXOxvGkiAZgYlt4/tradersmith.in
0.0,70,63.5,Provenance,info@provenancegifts.com,company generic,provenancegifts.com,249,2017,9,Mumbai,Maharashtra,Consumer Goods,Stationery & Gifting Products > Gifting Products > Multi-Category,Unfunded,200,14976481,294686,,"Avani Vijay Raheja; Co-Founder; Burgundy Brand Collective. Bentley University 2003, INSEAD MBA 2011
 Samir Suman Gadhok; Co-Founder; Ex-V Raheja Design Construction, Deloitte, India. University of Auckland 2004, INSEAD MBA 2011.",,info@provenancegifts.com,#ERROR!,"https://linkedin.com/in/avani-raheja-9b7b5225,
 https://linkedin.com/in/samirgadhok",https://linkedin.com/company/provenance-gifts,https://provenancegifts.com,https://platform.tracxn.com/companies/_bsMGazFDOTrwlWFgBznnvyENT_MSKo9IEpODL2OtWM/provenancegifts.com
0.0,70,63.4,GOBOULT,info@goboult.co.in,company generic,goboult.co.in,248,2017,9,Delhi,Delhi,Retail,"Wearable Technology > Hearables > Earphones > Internet First Brands,
 Audio Tech > Innovative Audio Devices > True Wirel",Unfunded,200,90326244,2862519,,"Ashish Kansal; Co-Founder
 Tarun Gupta; Co-Founder
 Varun Gupta; Co-Founder
 Tarun Gupta; Co-Founder; Ex-Brown Brothers Harriman. FDU 2008. Boston University MBA 2014
 Varun Gupta; Co-Founder; Ex-Founder Brand Hawkers. IMI Delhi PGDM MBA 2014",,info@goboult.co.in,-9667879373,"http://www.linkedin.com/in/ashish-kansal-3a47091a9,
 http://www.linkedin.com/in/boultertarun,
 http://www.linkedin.com/in/boultervarun,
 https://www.linkedin.com/in/boultertarun/,
 https://www.linkedin.com/in/boultervarun/",https://linkedin.com/company/boultaudio,https://goboult.co.in,https://platform.tracxn.com/companies/hMJA4gFr9lhYdx2u0GYw7-XUuNjD5K8LlD1o4lN14a8/goboult.co.in
0.0,70,63.0,JobsAcademy,enquiry@jobsacademy.co.in,company generic,jobsacademy.co,201,2013,13,Kolkata,West Bengal,EdTech,Continued Learning > Professional > Online Learning > Multi Disciplinary > Online Tutoring,Unfunded,200,2267630,84560,,"Prashant Pachisia; Founder & CEO; CEO 2COMS Consulting, ex-CEO Educom Software & Aptech. University of Calcutta BCom 1993",,enquiry@jobsacademy.co.in,-8048766908,https://www.linkedin.com/in/prashant-pachisia53457b4/,https://linkedin.com/company/jobsacademyplus,https://jobsacademy.co,https://platform.tracxn.com/companies/GhsgzQEH_CmJ0fxKOJ8dFqukEm9S3ejHQPOURBR9Yd0/jobsacademy.co
0.0,70,62.2,i4T,i4t-info@i4t.in,company generic,i4t.in,273,2016,10,Thane,Maharashtra,Retail,,Unfunded,200,2996093,39686,,"Rajesh Saboo; Founder & CEO; Ideas 4 Transformation, ex-Self Employed, ex-Wadia, Karnatak University, 1986",,i4t-info@i4t.in,-8655841811,https://linkedin.com/in/rajesh-saboo-49b8b8a,https://linkedin.com/company/ideas4transformation,https://www.i4t.in/,https://platform.tracxn.com/companies/eNaW6Gy-3jF4tLpqAoiAu9Wqp7m1IagIJHhyK78B0BU/i4t.in
0.0,70,61.4,Smartping,hello@smartping.ai,company generic,smartping.ai,302,2015,11,Gurugram,Haryana,Enterprise Applications,Enterprise Collaboration > Communication > UCaaS,Unfunded,200,59843115,725396,,"Akshay Dhoot; Co-Founder; Co-Founder-Smartping, Co-Founder-Digilion Technologies | University of Warwick,IIT Bombay Executive MBA",,hello@smartping.ai,-18009111020,https://www.linkedin.com/in/akshaydhoot/,https://linkedin.com/company/smartpingai,https://smartping.ai,https://platform.tracxn.com/companies/pqLbSKe0dTYognO1Rury5cH3CtRngGQqO8p-dpi51wQ/smartping.ai
0.0,70,61.2,Minus One Lifestyle,care@minus1lifestyle.com,company generic,minus1lifestyle.com,251,2018,8,Dholka,Gujarat,Consumer,Fashion Tech > B2C Commerce > Apparel > Casual Wear > Multi Category > Men > Retailer,Unfunded,200,214133685,6213243,,"Prashant Mohota; Managing Director; Shri Ramdeobaba College of Engineering and Management BS, National Institute of Industrial Engineering MS",,care@minus1lifestyle.com,-9023471548,https://linkedin.com/in/pbmohota,https://linkedin.com/company/minus1lifestyle,https://minus1lifestyle.com,https://platform.tracxn.com/companies/xxftYa1cy-3vwq0ZYVLUw4IvQ84y7UrtOS6bYovvmJI/minus1lifestyle.com
0.0,70,60.3,Lelys,info@lelys.in,company generic,lelys.in,322,2021,5,Rajkot,Gujarat,Retail,"Beauty Tech > Ecommerce > Multi Category > Full Range > Internet First Brand,
 Beauty & Personal Care Products > Multi C",Unfunded,200,16584739,1488548,,"Bhavini Khakhkhar; Founder; Co Founder Ethicare Remedies, Founder EmegaMart.
 Utsav Khakhkhar; CEO; Ex-EmegaMart. Fox School of Business at Temple University 2021",,info@lelys.in,-9983599762,"https://linkedin.com/in/bhavini-khakhkhar,
 https://linkedin.com/in/utsav-khakhkhar-604b31126",https://linkedin.com/company/lelys/about,https://lelys.in,https://platform.tracxn.com/companies/BRjv_kADRW-3OYto_LEu-hQCNYSVqYUY-3ThRGKH5Jk/lelys.in
0.0,70,60.0,BuildPiper,connect@buildpiper.io,company generic,buildpiper.io,329,2019,7,Noida,Uttar Pradesh,Enterprise Infrastructure,"Docker Ecosystem > Container Release Management > Continuous Integration and Delivery,
 DevOps > Delivery and Deployment",Unfunded,200,8245111,1147564,,"Shankar Prasad Jha; Co-Founder & CEO; Co-Founder OpsTree Solutions, ex-hCentive, Xebia. Ranchi University BS 2001",,connect@buildpiper.io,-1204137232,https://linkedin.com/in/shankar-prasad-jha-8636ab2b,https://linkedin.com/company/buildpiper,https://buildpiper.io,https://platform.tracxn.com/companies/UmxvD0G6w6qpLb6J-zrvl33cRSkVyTPkoomvII4fPEU/buildpiper.io
0.0,70,59.6,Adaptive Engineering,info@adaptive-engg.com,company generic,adaptive-engg.com,282,2015,11,Ahmedabad,Gujarat,Energy Tech,Renewable Energy Tech > Horizontal > Asset Mapping,Unfunded,200,20877619,896721,,Keyur Amin; CEO,,info@adaptive-engg.com,-7969268909,https://linkedin.com/in/keyur-amin-534987143,https://linkedin.com/company/adaptive-engineering-pvt-ltd,https://adaptive-engg.com,https://platform.tracxn.com/companies/D5Ki1BJYS7UQWY4Qa8VIjL84r_k8TX7YOh04nyO0q6I/adaptive-engg.com
0.0,70,58.5,Brandworks Technologies,sameer@bwtech.in,person (Tracxn),bwtech.in,196,2017,9,Palghar,Maharashtra,Industrial Goods and Manufacturing,"Electronic Manufacturing Services > Services,
 Contract Manufacturers > Electronics > Diversified",Series A,200,30553667,195428,11295356,"Sameer Jain; Co-Founder; sameer@bwtech.in
 Nikita Kumawat; Co-Founder & Managing Director; nikita.kumawat@bwtech.in; Ex-Co-Founder Soulfit, Startupbuzz, Tech Mahindra. SGSITS Indore BE 2009, SYMBIOSIS INTERNATIONAL UNIVERSITY MBA 2015
 Kunal Ramesh Hundia; Director","sameer@bwtech.in,
 nikita.kumawat@bwtech.in",info@bwtech.in,,"https://linkedin.com/in/nikitakumawat,
 https://www.linkedin.com/in/kunal-hundia-09b690228/?originalSubdomain=in",https://linkedin.com/company/brandworks-technologies-private-limitedd,https://www.bwtech.in/public/,https://platform.tracxn.com/companies/C_9hWthb2CDU0t-M3D7KlKjtNwOv6Z77TEaLggyxmBc/bwtech.in
0.0,70,56.4,Vidcom,info@vidcom.in,company generic,vidcom.in,280,2021,5,Delhi,Delhi,FinTech,Payments > Consumer Payments > Wallets,Unfunded,200,11529569,80639,,"Mohammad Tarik; Co-Founder & CEO; Ex-Nearby Technologies, GI Technologies , Idea Cellular. Gauhati University BA
 Sharad Ahuja; Co-Founder",,info@vidcom.in,-1204798353,https://linkedin.com/in/md-tarik-78a076132,https://linkedin.com/company/vidcomofficial,https://vidcom.in,https://platform.tracxn.com/companies/o8KjDHVC6DIBbHaedyi85FWGdb-mtsGObV0lFLpRAB0/vidcom.in
0.0,70,54.8,PlanYourVivah,support@planyourvivah.com,company generic,planyourvivah.com,402,2019,7,Gurugram,Haryana,Consumer,"Local Services > Event Vendors > Multi-Category > Wedding Vendors > Listings,
 Wedding Tech > Planning > Vendor Services",Unfunded,200,6597419,232882,,Gorav Aggarwal; Founder & President; Tanisha Systems. IMT Ghaziabad MBA,,support@planyourvivah.com,-1242658509,http://linkedin.com/in/goravaggarwal,https://linkedin.com/company/lovevivah-matrimonial-services,https://www.planyourvivah.com/,https://platform.tracxn.com/companies/RFb3CxB7fzNlMUN8h90e_rChdXuIA3RTx0u0EM87FJQ/planyourvivah.com
0.0,70,52.4,eLockr,partner@elockr.io,company generic,elockr.io,403,2020,6,Gurugram,Haryana,Enterprise Applications,GRC Software > Compliance > KYC,Unfunded,200,8883286,1424293,,"Piyush Peshwani; Co-Founder & CEO; Ex-Co-Founder HELPI, EY, UIDAI, UniHz International, ValueMomentum, CA. IIT Bombay 2004",,partner@elockr.io,-8047094709,https://linkedin.com/in/piyushpeshwani,https://linkedin.com/company/elockr,https://elockr.io,https://platform.tracxn.com/companies/oX9wRB2Ty6dLczebnrRp8TgPGiFqiuj3Solmz238nXA/elockr.io
0.0,70,51.7,oprimes,support@oprimes.com,company generic,oprimes.com,209,2013,13,Bengaluru,Karnataka,Enterprise Infrastructure,Software Testing Tools > Testing Methodologies > Crowdsourced Testing,Unfunded,200,3602582,419813,,"Mayank Mittal; Founder & Managing Director; Passbrains, Ex-PASS Group Holding AG, Cognizant Technology Solutions, CSC. IIT BHU, Varanasi B.Tech 2002, ISB MBA 2007",,support@oprimes.com,-9620774562,http://linkedin.com/in/mayank-mittal-a6689411,https://linkedin.com/company/oprimeshq,https://oprimes.com,https://platform.tracxn.com/companies/B-b1I03btiD5qHBk4z_FvTnAATJDhwMZSZFZ7If1UPM/oprimes.com
0.0,70,46.0,KalingaTV,social@kalingatv.com,company generic,kalingatv.com,201,2015,11,Bhubaneswar,Odisha,Media & Entertainment,TV Networks > News,Unfunded,200,2203907,25953,,Achyuta Samanta; Founder; Founder KISS. Utkal University 1987,,social@kalingatv.com,-6746632920,http://linkedin.com/in/achyutasamanta,https://linkedin.com/company/kalingatv24x7,https://kalingatv.com,https://platform.tracxn.com/companies/S3NNsXBHb7WEHmXCFdb2joICdM785JbmC9Bh2igbYXw/kalingatv.com
0.0,70,43.6,The Skin Diet Company,help@theskindietcompany.com,company generic,theskindietcompany.com,208,2021,5,Indore,Madhya Pradesh,Retail,"Beauty Tech > Ecommerce > Skin Care > Multi Category > Full Range > Internet First Brand,
 Beauty & Personal Care Produc",Unfunded,200,1476044,12799,,"Harshita Rai; Founder & CEO; The Skin Diet, ex-Asian Paints, ex-Life Care Logistic, New York University, 2020",,help@theskindietcompany.com,-9109955399,https://linkedin.com/in/harshita-rai-10b721b3,https://linkedin.com/company/the-skin-diet-company,https://www.theskindietcompany.com/,https://platform.tracxn.com/companies/lkUyaON2-qh8ZZarvPAexsIqmL5ykodiY-kIqQCbSd4/theskindietcompany.com
0.0,70,43.0,Online Legal India,info@onlinelegalindia.com,company generic,onlinelegalindia.com,276,2019,7,Kolkata,West Bengal,Enterprise Applications,Legal Tech > Tech Enabled Service > Suite,Unfunded,200,2933089,13034,,"Rajesh Kewat; Founder & CEO; Founder & CEO-Online Legal India,FastInfo | Ex-Educomp Solutions | IGNOU BCA,Punjab Technical University MCA",,info@onlinelegalindia.com,-8069029309,https://linkedin.com/in/rajesh-kewat,https://linkedin.com/company/online-legal-india,https://www.onlinelegalindia.com/,https://platform.tracxn.com/companies/DhhfVcVsvnz21LIFA8nTE8G71rv2z3W0o3Avb9ChOxk/onlinelegalindia.com
0.0,70,42.8,NuovoTeam,support@nuovoteam.com,company generic,nuovoteam.com,236,2020,6,Pune,Maharashtra,Enterprise Applications,"Cybersecurity > Data Security > Secure Communication,
 Enterprise Collaboration > Communication > Team Messaging,
 Field",Unfunded,200,24237126,7256597,,"Harishanker Kannan; Co-Founder & CEO; Investor - Upekkha. University of Hertfordshire Master of Science 2004
 Arnab Chakraborty; Co-Founder; CTO - ProMobi Technologies",,support@nuovoteam.com,-6502735998,"https://www.linkedin.com/in/harikannan/,
 https://linkedin.com/in/arnabchakra",https://linkedin.com/company/nuovoteam,https://nuovoteam.com,https://platform.tracxn.com/companies/STdG9AH7pHHnVAnHgilD8rFy_4LqzMVhWUhPOtfveKY/nuovoteam.com
0.0,70,42.0,Confygo,enquiry@confygo.com,company generic,confygo.com,201,2019,7,Coimbatore,Tamil Nadu,Enterprise Applications,Events Tech > Planning > Organizer Tools > Project Management,Unfunded,200,15795763,2185600,,"S P Saju Bhaskar; Founder; Founder Ekaa Hrim Earth Resources Management, Taksha Smart Labz. Azteca University Mexico BA 2012",,enquiry@confygo.com,-4223309809,https://linkedin.com/in/sajubhaskar,https://linkedin.com/company/conferencesoftware,https://www.confygo.com/,https://platform.tracxn.com/companies/twABwfu2KX9oYzvv0kw38eLhadgbuC1QbdheOk1klNM/confygo.com
0.0,70,27.5,Veera,aditya@veera.com,person (Tracxn),veera.com,191,2022,4,Gurugram,Haryana,Enterprise Infrastructure,Internet Browsers > Specialized Browsers > Reward based Browsers,Seed,200,2335158,175130,10000000,"Aditya Julka; Co-Founder; aditya@veera.com; Co-Founder LOOPS & Syllable, Anibim Labs. Indian Institute of Technology, Delhi B.Tech and M.Tech, Biochemical Engg. 2004, Harvard Business School MBA 2009",aditya@veera.com,support@veera.com,,https://www.linkedin.com/in/adityajulka/,https://linkedin.com/company/veerabrowser,https://veera.com,https://platform.tracxn.com/companies/4EaIHbZFuNiyHxQuycqKRdxey4Qm9wbdVhvlLsphW6g/veera.com
0.0,60,79.2,Neolayr Pro,info@palsonsderma.com,company generic,neolayrpro.com,497,2020,6,Kolkata,West Bengal,Consumer Goods,"Beauty Tech > Ecommerce > Skin Care > Multi Category > Full Range > Internet First Brand,
 Beauty & Personal Care Produc",Unfunded,200,16218700,1701447,,Vikram Saha; Chief Executive Officer; CEO-Palsons Derma,,info@palsonsderma.com,,https://www.linkedin.com/in/vikram-saha-143940294/,https://linkedin.com/company/neolayrpro,https://neolayrpro.com,https://platform.tracxn.com/companies/-IdImMspZYGML1LDPkQYkZz2EaODUmKHGnvLeP9LLKk/neolayrpro.com
0.0,60,78.1,MarketSmith,sales@marketsmithindia.com,company generic,marketsmithindia.com,378,2016,10,Bengaluru,Karnataka,Enterprise Applications,"Data as a Service > Industries > Investment Data > Security and Trading Data > Fund Performance Data,
 Investment Tech >",Unfunded,200,10387893,883197,,"Anupam Singhi; CEO; CEO-William O'Neil India,ONeil Capital Management India | Ex-Thomson Reuters,Accenture,IBM Daksh | Delhi University BCom 1999",,sales@marketsmithindia.com,-8067453729,"https://www.linkedin.com/in/anupamsinghi/,
 https://linkedin.com/in/anupamsinghi",,https://marketsmithindia.com,https://platform.tracxn.com/companies/kswG8IQLwP5mXHfv_xX1NTRu4NNgeWZswchRl0LcrUw/marketsmithindia.com
0.0,60,71.9,LMES Academy,premanand2008@gmail.com,person (SignalHire),lmes.in,376,2016,10,Chennai,Tamil Nadu,EdTech,"K-12 EdTech > B2C Learning Solutions > Diversified > Online Courses,
 Continued Learning > Professional > Career Guidanc",Unfunded,200,4229988,133118,,"Premanand Premanand S Sethurajan; Founder & Director; LMES Academy | Ex-Rockwell Collins,GE Aviation | Anna University Chennai 2006",,,-9884222510,https://linkedin.com/in/premanand-sethurajan-51319540,https://linkedin.com/company/lmes-academy,https://lmes.in,https://platform.tracxn.com/companies/qr5e4o5Q8cJ9jG63iavHlISS6gN0feAxzEQouTNeUTE/lmes.in
0.0,60,70.3,SmartTown,info@smttown.com,company generic,smttown.com,322,2017,9,Ahmedabad,Gujarat,Real Estate and Construction Tech,Property Management Tech > Community Management,Unfunded,200,14792124,787674,,Vishal Shukla; Founder & Director; H A College of Commerce BCom,,info@smttown.com,-7359944153,http://linkedin.com/in/vishal-shukla-26162413,,https://smttown.com,https://platform.tracxn.com/companies/0qlM5xtGQwAR8ojhrRL6trY8LI9tr-d13Nk6WMwUvNI/smttown.com
0.0,60,68.7,PayU Finance India,info@payufin.com,company generic,payufin.in,358,2019,7,Gurugram,Haryana,FinTech,Alternative Lending > Online Lenders > Consumer Loans > Diversified > Direct Lender,Unfunded,200,83776812,579914,,"Deepak Mendiratta; CEO; PlanCover.com, ex-Max Healthcare, Third Party Administration - Automobile Warranty, BPL Display Devices. Acharya Narendra Dev College BCom 1996, Amity University MBA 1999",,info@payufin.com,-1246624709,https://www.linkedin.com/in/mendirattadeepak/,,https://payufin.in,https://platform.tracxn.com/companies/VxOl_EGLcfAQP4_RgwOchA8JFiRT3XGcbpw3jnGaUO0/payufin.in
0.0,60,65.5,Bambinos,support@bambinos.live,company generic,bambinos.live,415,2020,6,Bengaluru,Karnataka,EdTech,"K-12 EdTech > B2C Learning Solutions > Language Learning > English > Online Tutoring,
 Continued Learning > Vocational >",Seed,200,1911265,99578,681809,"Gaurav Brar; Co-Founder & CBO; Bambinos Live, ex-Eurokids International, ex-Times Internet, Indian Institute of Management, Calcutta, 1998
 Ashish Gupta; Co-Founder & CEO; Ex-Cure.Fit, Amazon, Accenture, Hero MotoCorp. Punjab Engineering College BE 2006, IIM Calcutta 2014",,support@bambinos.live,-9403890085,"https://linkedin.com/in/gaurav-brar-8a5488124,
 linkedin.com/in/ashish-gupta-2a33051a/,
 linkedin.com/in/ashish-gupta-2a33051a/",https://linkedin.com/company/bambinoslive,https://bambinos.live,https://platform.tracxn.com/companies/BWZ75YiSG3Dh7vnM45XHj4z84c9q3m4CiHfrLIWS1Ek/bambinos.live
0.0,60,62.5,HyperStart,support@hyperstart.com,company generic,hyperstart.com,260,2013,13,Bengaluru,Karnataka,Enterprise Applications,Legal Tech > Legal Contract Management > Contract Lifecycle Management,Unfunded,200,17644779,382777,,"Saivenkatesh Ashokkumar; Co-Founder; IIT Madras BTech, MTech 2014
 Praveen Kumar; Co-Founder; IIT Madras BTech 2014
 Kedar Kulkarni; Co-Founder & CEO; Co-Founder LEMA LABS, Computer Vision Group. IIT Madras BTech 2012
 Kishore Natarajan; Co-Founder; IIT Madras BTech 2014",,support@hyperstart.com,,"https://linkedin.com/in/saivenkatesh-ashokkumar-8a320337,
 https://linkedin.com/pub/praveen-kumar/28/683/773,
 https://www.linkedin.com/in/praveen-kumar-77368328,
 https://linkedin.com/in/writetokedar,
 https://linkedin.com/in/natarajankishore,
 https://www.linkedin.com/in/natarajankishore/",https://linkedin.com/showcase/hyperstart-clm-tool/about,https://www.hyperstart.com/,https://platform.tracxn.com/companies/-4nUHsVMh4Yiw8MeckGD5lFygdqs5cJUVWtpgYDP9FI/hyperstart.com
0.0,60,51.2,NuovoPay,sales@nuovopay.com,company generic,nuovopay.com,236,2019,7,Pune,Maharashtra,FinTech,Alternative Lending > Consumer Debt Management > Debt Repayment > Diversified,Unfunded,200,4027719,1351125,,"Alok Londhe; Co-Founder; Scalefusion, ex-ProMobi Technologies, mbSoft, Evolved Digital Marketing. Z.B Patil College, Dhule BS 2012, Sinhgad Business School, Pune MBA 2014
 Harishanker Kannan; Co-Founder & CEO; Investor - Upekkha. University of Hertfordshire Master of Science 2004",,sales@nuovopay.com,,"https://linkedin.com/in/aloklondhe,
 https://www.linkedin.com/in/harikannan/",https://linkedin.com/company/nuovopay/about,https://nuovopay.com,https://platform.tracxn.com/companies/SmTAtmKhpS-FHaeRgapdBZxF5h3G36YO6xz-mfti0yM/nuovopay.com
0.0,60,51.2,MOBISMART,csr@mobismartcard.com,company generic,mobismartcard.com,209,2018,8,Chennai,Tamil Nadu,FinTech,Banking Tech > Payments > Direct Debits,Unfunded,200,6662020,916824,,"Gokul Patil; President Of Operations; Ex-Smartflex Technology, Smart Card IT Solutions, M-Tech Innovations. Manipal University Jaipur Master of Business Administration - MBA.",,csr@mobismartcard.com,-4442347781,https://www.linkedin.com/in/gokulpatil1871/?originalSubdomain=in,,https://mobismartcard.com,https://platform.tracxn.com/companies/1zcr5Z-FtJnYlh7IcOgpShaz8wIJUwDmQoKpJ66Rakw/mobismartcard.com
0.0,60,50.2,SDalign,info@sdalign.in,company generic,sdalign.in,278,2021,5,Mumbai,Maharashtra,HealthTech,Healthcare Booking Platforms > Pharmacies > Medical Devices > Dental > Dental Braces,Unfunded,200,7075805,157242,,"Parth Vora; Co-Founder; Healix Healthcare, ex-Aptivaa Consulting. University of Mumbai BCom 2004, IBS Hyderabad MBA 2006
 Vikram Vora; Co-Founder & CEO; Healix Healthcare, ex-ICICI Bank, Lionbridge. D J Sanghvi College of Engineering BE 2001, NMIMS MBA 2003",,info@sdalign.in,-7506020111,"http://linkedin.com/in/parth-vora-7a07b132,
 https://linkedin.com/in/voravikram",,https://sdalign.in,https://platform.tracxn.com/companies/opFDujYr0arvR2K4OQjkBFeOZudjdgvy5UL4DfvWEKU/sdalign.in
0.0,60,49.9,First India News,jagdeesh.chandra@firstindianews.com,person (Tracxn),firstindianews.com,190,2013,13,Jaipur,Rajasthan,Media & Entertainment,Internet First Media > News Portals > Publishers > Regional,Unfunded,200,3492804,315818,,Jagdeesh Chandra; CEO; jagdeesh.chandra@firstindianews.com,jagdeesh.chandra@firstindianews.com,,,,https://linkedin.com/company/first-india-news,https://firstindianews.com,https://platform.tracxn.com/companies/UrpdkCG1mgKBrpXzPTREyiXLr5a5tDE2hTAvCVKnNkk/firstindianews.com
0.0,60,43.5,Flattrade,knarayanamoorthy@flattrade.in,person (Tracxn),flattrade.in,180,2020,6,Chennai,Tamil Nadu,FinTech,Investment Tech > Online Trading Platforms > Forex > Regular Trading > Brokers,Unfunded,200,4324564,415449,,K Narayana Moorthy; Founder & CEO; knarayanamoorthy@flattrade.in,knarayanamoorthy@flattrade.in,,,,https://linkedin.com/company/flattrade,https://flattrade.in,https://platform.tracxn.com/companies/NBeUAxjQnF0S0VmpU5xrxnDDjc3-EJCjDrLoJ4CRpDk/flattrade.in
0.0,60,42.9,Nivedhana,webmaster@Nivedhana.com,company generic,nivedhana.com,195,2016,10,Hyderabad,Telangana,Enterprise Applications,GovTech > Civic Engagement > Constituent Relationship Management (CRM),Unfunded,200,5815718,493463,,"Aditya Satyadev; Co-Founder & Director
 Nishant Jain; Co-Founder
 Sudhir Pidugu; Co-Founder & Director",,webmaster@Nivedhana.com,,"https://linkedin.com/in/adityasatyadev,
 https://linkedin.com/in/nishant-jain-02b2b76,
 https://linkedin.com/in/sudhir-pidugu-8b63612b",https://linkedin.com/company/bizacuity-solutions-pvt-ltd-/about,http://nivedhana.com,https://platform.tracxn.com/companies/AQNCMqv5p2kxqU2B7aTgEzJvqFIrv31xyfn-RECfJf0/nivedhana.com
